long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,None,
1092,0,7,0,0,0,0,0,0,0,0,0,-4300.97998047,-4062.70996094,-10.5945997238,1,516,511,"Затока Яростных Хвиль",,,,,,,,"Затока Яростных Хвиль",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1212,0,7,0,0,0,0,0,0,0,0,0,6900.62988281,-2298.17993164,588.520996094,1,516,2246,"Фортеця Древобрюхов",,,,,,,,"Фортеця Древобрюхов",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1218,0,7,0,0,0,0,0,0,0,0,0,6817.77978516,-2097.67993164,624.836975098,1,516,1762,"Фортеця Древобрюхов",,,,,,,,"Фортеця Древобрюхов",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
929,0,7,0,0,0,0,0,0,0,0,0,726.29699707,-4242.41015625,17.2915000916,1,516,369,"Ферма Тор'кренов",,,,,,,,"Ферма Тор'кренов",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1687,0,7,0,0,0,0,0,0,0,0,0,-6996.14990234,1195.01000977,11.494799614,1,516,2739,"Сутінковий табір",,,,,,,,"Сутінковий табір",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1173,0,7,0,0,0,0,0,0,0,0,0,-7929.10986328,1833.2800293,4.86470985413,1,516,2743,"Сутінковий форт",,,,,,,,"Сутінковий форт",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1172,0,7,0,0,0,0,0,0,0,0,0,-6740.04003906,1636.31994629,15.2838001251,1,516,3098,"Сутінкова застава",,,,,,,,"Сутінкова застава",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1689,0,7,0,0,0,0,0,0,0,0,0,-6310.14013672,136.591003418,15.4595003128,1,516,3426,"Сутінкова печера",,,,,,,,"Сутінкова печера",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1107,0,7,0,0,0,0,0,0,0,0,0,-9635.41015625,-2787.19995117,7.85783004761,1,516,990,"Ульдум",,,,,,,,"Ульдум",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1696,3,41,0,0,0,0,0,0,0,0,0,6519.56982422,-4117.10009766,661.536010742,1,152,-1,"Під Ударом",,,,,,,,"Під Ударом",,,,,,,,0xFF01FE,"Зимові Джерела",,,,,,,,"Зимові Джерела",,,,,,,,0xFF01FE,2259,,
1697,3,41,0,0,0,0,0,0,0,0,0,3366.79003906,-6226.81005859,-15.3191995621,1,152,-1,"Під Ударом",,,,,,,,"Під Ударом",,,,,,,,0xFF01FE,"Азшара",,,,,,,,"Азшара",,,,,,,,0xFF01FE,2260,,
1700,3,41,0,0,0,0,0,0,0,0,0,-8277.12011719,-3484.09008789,17.7290000916,1,152,-1,"Під Ударом",,,,,,,,"Під Ударом",,,,,,,,0xFF01FE,"Пустеля Танаріс",,,,,,,,"Пустеля Танаріс",,,,,,,,0xFF01FE,2263,,
1151,0,7,0,0,0,0,0,0,0,0,0,-2251.18994141,1513.55004883,63.5881004333,1,516,602,"Долина Костей",,,,,,,,"Долина Костей",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1567,0,7,0,0,0,0,0,0,0,0,0,-6404.33007813,-292.647003174,1.04541003704,1,516,2738,"Цвинтар Відважних",,,,,,,,"Цвинтар Відважних",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1047,0,7,0,0,0,0,0,0,0,0,0,-1501.48999023,-1036.18994141,151.716003418,1,516,820,"Копальня Торгової Компанії",,,,,,,,"Копальня Торгової Компанії",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1068,0,7,0,0,0,0,0,0,0,0,0,-837.968017578,-2037.0,80.4679031372,1,516,387,"Печери Плачу",,,,,,,,"Печери Плачу",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1268,0,7,0,0,0,0,0,0,0,0,0,1575.91003418,-2463.93994141,98.5501022339,1,516,422,"Рабочий табір Пісні Війни",,,,,,,,"Рабочий табір Пісні Війни",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1106,0,7,0,0,0,0,0,0,0,0,0,-7693.45019531,-4878.95996094,0.658056974411,1,516,1336,"Берег Морского Бродяги",,,,,,,,"Берег Морского Бродяги",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1115,0,7,0,0,0,0,0,0,0,0,0,-5799.93994141,-3899.5300293,-96.7429962158,1,516,439,"Кратер Криворука",,,,,,,,"Кратер Криворука",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
767,0,7,0,0,0,0,0,0,0,0,0,-4917.35009766,-1375.5,-52.3731994629,1,516,480,"Застава Белого Плеса",,,,,,,,"Застава Белого Плеса",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1049,0,7,0,0,0,0,0,0,0,0,0,5056.04003906,220.755004883,22.9074001312,1,516,448,"Петляющая река",,,,,,,,"Петляющая река",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1229,0,7,0,0,0,0,0,0,0,0,0,981.948974609,-358.899993896,15.2315998077,1,516,461,"Копальня Ветрорезов",,,,,,,,"Копальня Ветрорезов",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1475,0,7,0,0,0,0,0,0,0,0,0,-4835.20019531,863.047973633,137.04800415,1,516,1101,"Лігво Древолапов",,,,,,,,"Лігво Древолапов",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1174,0,7,0,0,0,0,0,0,0,0,0,-4915.81005859,199.274993896,52.295501709,1,516,1101,"Пагорби Древолапов",,,,,,,,"Пагорби Древолапов",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1237,0,7,0,0,0,0,0,0,0,0,0,2936.56005859,-2822.66992188,212.731002808,1,516,430,"Ксавиан",,,,,,,,"Ксавиан",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1234,0,7,0,0,0,0,0,0,0,0,0,3362.2199707,1010.15997314,3.59812998772,1,516,414,"Форт Зорам'гар",,,,,,,,"Форт Зорам'гар",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1102,0,2,0,0,0,0,0,0,0,0,0,-946.911987305,-195.453994751,76.9597015381,30,644,0,"Копальня Льодяного Зуба",,,,,,,,"Копальня Льодяного Зуба",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1356,,
1358,0,3,0,0,0,0,0,0,0,0,0,-948.309020996,-193.285995483,99.4882965088,30,644,0,"Копальня Льодяного Зуба",,,,,,,,"Копальня Льодяного Зуба",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1355,,
1359,0,1,0,0,0,0,0,0,0,0,0,-948.541992188,-193.078994751,99.5752029419,30,644,0,"Копальня Льодяного Зуба",,,,,,,,"Копальня Льодяного Зуба",,,,,,,,0xFF01FE,"Під контролем кобольдов",,,,,,,,"Під контролем кобольдов",,,,,,,,0xFF01FE,1357,,
1328,0,7,0,0,0,0,0,0,0,0,0,693.094970703,-19.1970005035,51.1202011108,30,516,0,"Дун Болдар",,,,,,,,"Дун Болдар",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1250,0,11,0,0,0,0,0,0,0,0,0,668.039978027,-128.175994873,49.6482009888,30,644,0,"Північний оплот Дун Болдара",,,,,,,,"Північний оплот Дун Болдара",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1362,,
1352,0,6,0,0,0,0,0,0,0,0,0,678.07598877,-137.378005981,76.0756988525,30,644,-1,"Північний оплот Дун Болдара",,,,,,,,"Північний оплот Дун Болдара",,,,,,,,0xFF01FE,"Знищено",,,,,,,,"Знищено",,,,,,,,0xFF01FE,1371,,
1353,0,9,0,0,0,0,0,0,0,0,0,678.437011719,-137.095001221,76.0671005249,30,644,0,"Північний оплот Дун Болдара",,,,,,,,"Північний оплот Дун Болдара",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1375,,
1354,0,12,0,0,0,0,0,0,0,0,0,678.37097168,-137.13999939,76.0680007935,30,644,0,"Північний оплот Дун Болдара",,,,,,,,"Північний оплот Дун Болдара",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1379,,
1249,0,11,0,0,0,0,0,0,0,0,0,571.534973145,-80.5429992676,37.9113006592,30,644,0,"Південний Оплот Дун Болдара",,,,,,,,"Південний Оплот Дун Болдара",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1361,,
1355,0,6,0,0,0,0,0,0,0,0,0,557.857971191,-88.1393966675,63.754699707,30,644,-1,"Південний Оплот Дун Болдара",,,,,,,,"Південний Оплот Дун Болдара",,,,,,,,0xFF01FE,"Знищено",,,,,,,,"Знищено",,,,,,,,0xFF01FE,1370,,
1356,0,9,0,0,0,0,0,0,0,0,0,557.848999023,-88.282699585,63.7109985352,30,644,0,"Південний Оплот Дун Болдара",,,,,,,,"Південний Оплот Дун Болдара",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1374,,
1357,0,12,0,0,0,0,0,0,0,0,0,557.75201416,-88.2432022095,63.7554016113,30,644,0,"Південний Оплот Дун Болдара",,,,,,,,"Південний Оплот Дун Болдара",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1378,,
1255,0,10,0,0,0,0,0,0,0,0,0,-1302.65002441,-305.885986328,91.0987014771,30,644,-1,"Східна вежа Морозного Вовка",,,,,,,,"Східна вежа Морозного Вовка",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1383,,
1362,0,6,0,0,0,0,0,0,0,0,0,-1301.2199707,-306.563995361,127.978996277,30,644,-1,"Східна вежа Морозного Вовка",,,,,,,,"Східна вежа Морозного Вовка",,,,,,,,0xFF01FE,"Знищено",,,,,,,,"Знищено",,,,,,,,0xFF01FE,1366,,
1363,0,9,0,0,0,0,0,0,0,0,0,-1301.40002441,-307.196014404,127.904998779,30,644,-1,"Східна вежа Морозного Вовка",,,,,,,,"Східна вежа Морозного Вовка",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1388,,
1364,0,12,0,0,0,0,0,0,0,0,0,-1301.4699707,-307.240997314,127.893997192,30,644,-1,"Східна вежа Морозного Вовка",,,,,,,,"Східна вежа Морозного Вовка",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1393,,
1210,0,13,0,0,0,0,0,0,0,0,0,-1083.31005859,-307.402008057,57.7919998169,30,644,0,"Кладовище Морозного Вовка",,,,,,,,"Кладовище Морозного Вовка",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1338,,
1368,0,15,0,0,0,0,0,0,0,0,0,-1083.54003906,-307.433013916,57.7795982361,30,644,0,"Кладовище Морозного Вовка",,,,,,,,"Кладовище Морозного Вовка",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1337,,
1369,0,4,0,0,0,0,0,0,0,0,0,-1083.48999023,-307.617004395,57.7933998108,30,644,-1,"Кладовище Морозного Вовка",,,,,,,,"Кладовище Морозного Вовка",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1339,,
1370,0,14,0,0,0,0,0,0,0,0,0,-1083.67004395,-307.436004639,57.7696990967,30,644,0,"Кладовище Морозного Вовка",,,,,,,,"Кладовище Морозного Вовка",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1340,,
1103,0,7,0,0,0,0,0,0,0,0,0,-1369.01000977,-225.369995117,98.7835998535,30,516,0,"Фортеця Морозного Вовка",,,,,,,,"Фортеця Морозного Вовка",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1351,0,13,0,0,0,0,0,0,0,0,0,-1415.05004883,-305.985992432,93.226600647,30,644,0,"Притулок Морозного Вовка",,,,,,,,"Притулок Морозного Вовка",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1330,,
1371,0,15,0,0,0,0,0,0,0,0,0,-1414.93005371,-305.601989746,93.1884994507,30,644,0,"Притулок Морозного Вовка",,,,,,,,"Притулок Морозного Вовка",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1329,,
1372,0,14,0,0,0,0,0,0,0,0,0,-1414.79003906,-306.018005371,93.2468032837,30,644,0,"Притулок Морозного Вовка",,,,,,,,"Притулок Морозного Вовка",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1332,,
1373,0,4,0,0,0,0,0,0,0,0,0,-1414.89001465,-306.055999756,93.245300293,30,644,0,"Притулок Морозного Вовка",,,,,,,,"Притулок Морозного Вовка",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1331,,
1101,0,7,0,0,0,0,0,0,0,0,0,-537.807006836,-168.363006592,57.7052993774,30,516,0,"Гарнізон Стылой Крові",,,,,,,,"Гарнізон Стылой Крові",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1349,0,13,0,0,0,0,0,0,0,0,0,-531.315979004,-405.584014893,30.7493991852,30,644,0,"Кладовище Стылой Крові",,,,,,,,"Кладовище Стылой Крові",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1347,,
1374,0,15,0,0,0,0,0,0,0,0,0,-531.343994141,-405.273010254,30.7646999359,30,644,0,"Кладовище Стылой Крові",,,,,,,,"Кладовище Стылой Крові",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1346,,
1375,0,4,0,0,0,0,0,0,0,0,0,-531.401977539,-405.32598877,30.7619991302,30,644,0,"Кладовище Стылой Крові",,,,,,,,"Кладовище Стылой Крові",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1348,,
1376,0,14,0,0,0,0,0,0,0,0,0,-531.424987793,-405.32598877,30.7618999481,30,644,0,"Кладовище Стылой Крові",,,,,,,,"Кладовище Стылой Крові",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1349,,
1252,0,10,0,0,0,0,0,0,0,0,0,-562.17199707,-273.553985596,52.3284988403,30,644,-1,"Вежа Стылой Крові",,,,,,,,"Вежа Стылой Крові",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1385,,
1377,0,6,0,0,0,0,0,0,0,0,0,-560.299987793,-271.438995361,87.9020004272,30,644,-1,"Вежа Стылой Крові",,,,,,,,"Вежа Стылой Крові",,,,,,,,0xFF01FE,"Знищено",,,,,,,,"Знищено",,,,,,,,0xFF01FE,1368,,
1378,0,12,0,0,0,0,0,0,0,0,0,-560.260986328,-271.528015137,87.8907012939,30,644,-1,"Вежа Стылой Крові",,,,,,,,"Вежа Стылой Крові",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1395,,
1379,0,9,0,0,0,0,0,0,0,0,0,-560.375976563,-271.281005859,87.9232025146,30,644,-1,"Вежа Стылой Крові",,,,,,,,"Вежа Стылой Крові",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1390,,
1251,0,11,0,0,0,0,0,0,0,0,0,217.425003052,-359.764007568,42.3823013306,30,644,0,"Укриття Льодяного Крила",,,,,,,,"Укриття Льодяного Крила",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1363,,
1380,0,6,0,0,0,0,0,0,0,0,0,209.100997925,-367.837005615,68.4981002808,30,644,-1,"Укриття Льодяного Крила",,,,,,,,"Укриття Льодяного Крила",,,,,,,,0xFF01FE,"Знищено",,,,,,,,"Знищено",,,,,,,,0xFF01FE,1372,,
1381,0,9,0,0,0,0,0,0,0,0,0,208.785003662,-367.937988281,68.5967025757,30,644,0,"Укриття Льодяного Крила",,,,,,,,"Укриття Льодяного Крила",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1376,,
1382,0,12,0,0,0,0,0,0,0,0,0,209.022994995,-368.033996582,68.4802017212,30,644,0,"Укриття Льодяного Крила",,,,,,,,"Укриття Льодяного Крила",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1380,,
1569,0,7,0,0,0,0,0,0,0,0,0,276.055999756,61.1516990662,20.3397006989,30,516,2959,"Печера Льодяного Крила",,,,,,,,"Печера Льодяного Крила",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1099,0,3,0,0,0,0,0,0,0,0,0,793.750976563,-330.196990967,63.0260009766,30,644,0,"Залізний копальня",,,,,,,,"Залізний копальня",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1358,,
1383,0,2,0,0,0,0,0,0,0,0,0,801.661010742,-330.015014648,86.7179031372,30,644,0,"Залізний копальня",,,,,,,,"Залізний копальня",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1359,,
1384,0,1,0,0,0,0,0,0,0,0,0,801.409973145,-330.127990723,86.6312026978,30,644,0,"Залізний копальня",,,,,,,,"Залізний копальня",,,,,,,,0xFF01FE,"Під контролем троггов",,,,,,,,"Під контролем троггов",,,,,,,,0xFF01FE,1360,,
1550,0,4,0,0,0,0,0,0,0,0,0,451.372009277,-127.120002747,7.10504007339,30,644,-1,"Доальянсовская тестовая достопримечательность",,,,,,,,"Доальянсовская тестовая достопримечательность",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,1665,,
1209,0,13,0,0,0,0,0,0,0,0,0,-202.695007324,-112.569000244,78.4904022217,30,644,0,"Кладовище Снігопаду",,,,,,,,"Кладовище Снігопаду",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1342,,
1386,0,15,0,0,0,0,0,0,0,0,0,-202.962997437,-112.574996948,78.4921035767,30,644,0,"Кладовище Снігопаду",,,,,,,,"Кладовище Снігопаду",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1341,,
1387,0,14,0,0,0,0,0,0,0,0,0,-203.152999878,-112.586997986,78.4932022095,30,644,0,"Кладовище Снігопаду",,,,,,,,"Кладовище Снігопаду",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1344,,
1388,0,4,0,0,0,0,0,0,0,0,0,-203.089996338,-112.597999573,78.4926986694,30,644,0,"Кладовище Снігопаду",,,,,,,,"Кладовище Снігопаду",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1343,,
1682,0,8,0,0,0,0,0,0,0,0,0,-202.932006836,-112.716003418,78.4900970459,30,644,-1,"Кладовище Снігопаду",,,,,,,,"Кладовище Снігопаду",,,,,,,,0xFF01FE,"Оспорюється",,,,,,,,"Оспорюється",,,,,,,,0xFF01FE,1966,,
1347,0,11,0,0,0,0,0,0,0,0,0,-160.169998169,-454.106994629,50.4235992432,30,644,0,"Укриття Кам'яного Очага",,,,,,,,"Укриття Кам'яного Очага",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1364,,
1389,0,6,0,0,0,0,0,0,0,0,0,-160.264007568,-454.197998047,50.4222984314,30,644,-1,"Укриття Кам'яного Очага",,,,,,,,"Укриття Кам'яного Очага",,,,,,,,0xFF01FE,"Знищено",,,,,,,,"Знищено",,,,,,,,0xFF01FE,1373,,
1390,0,9,0,0,0,0,0,0,0,0,0,-160.169006348,-454.07598877,50.4239006042,30,644,0,"Укриття Кам'яного Очага",,,,,,,,"Укриття Кам'яного Очага",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1377,,
1391,0,12,0,0,0,0,0,0,0,0,0,-160.402999878,-454.183013916,50.4216003418,30,644,0,"Укриття Кам'яного Очага",,,,,,,,"Укриття Кам'яного Очага",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1381,,
1350,0,15,0,0,0,0,0,0,0,0,0,65.9824981689,-415.572998047,49.3278007507,30,644,0,"Кладовище Кам'яного Очага",,,,,,,,"Кладовище Кам'яного Очага",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1302,,
1392,0,13,0,0,0,0,0,0,0,0,0,65.9149017334,-415.562011719,49.3334007263,30,644,0,"Кладовище Кам'яного Очага",,,,,,,,"Кладовище Кам'яного Очага",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1301,,
1393,0,4,0,0,0,0,0,0,0,0,0,65.8907012939,-415.550994873,49.3344993591,30,644,0,"Кладовище Кам'яного Очага",,,,,,,,"Кладовище Кам'яного Очага",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1304,,
1394,0,14,0,0,0,0,0,0,0,0,0,65.8889007568,-415.615997314,49.3431015015,30,644,0,"Кладовище Кам'яного Очага",,,,,,,,"Кладовище Кам'яного Очага",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1303,,
1100,0,7,0,0,0,0,0,0,0,0,0,1.66763997078,-292.674987793,15.7836999893,30,516,0,"Форт Кам'яного Очага",,,,,,,,"Форт Кам'яного Очага",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1348,0,15,0,0,0,0,0,0,0,0,0,640.260986328,-18.6660995483,51.6987991333,30,644,0,"Лазарет Грозової Вершини",,,,,,,,"Лазарет Грозової Вершини",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1325,,
1395,0,13,0,0,0,0,0,0,0,0,0,641.500976563,-17.3997001648,51.5098991394,30,644,0,"Лазарет Грозової Вершини",,,,,,,,"Лазарет Грозової Вершини",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1327,,
1396,0,4,0,0,0,0,0,0,0,0,0,640.90802002,-18.1867008209,51.8027992249,30,644,0,"Лазарет Грозової Вершини",,,,,,,,"Лазарет Грозової Вершини",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1326,,
1397,0,14,0,0,0,0,0,0,0,0,0,640.698974609,-18.10779953,51.7224006653,30,644,0,"Лазарет Грозової Вершини",,,,,,,,"Лазарет Грозової Вершини",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1328,,
1208,0,15,0,0,0,0,0,0,0,0,0,666.927001953,-305.544006348,30.2908992767,30,644,0,"Кладовище Грозової Вершини",,,,,,,,"Кладовище Грозової Вершини",,,,,,,,0xFF01FE,"Під контролем Альянсу",,,,,,,,"Під контролем Альянсу",,,,,,,,0xFF01FE,1333,,
1398,0,13,0,0,0,0,0,0,0,0,0,666.642028809,-305.541992188,30.2908992767,30,644,0,"Кладовище Грозової Вершини",,,,,,,,"Кладовище Грозової Вершини",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1334,,
1399,0,4,0,0,0,0,0,0,0,0,0,666.698974609,-305.532989502,30.2908992767,30,644,0,"Кладовище Грозової Вершини",,,,,,,,"Кладовище Грозової Вершини",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1335,,
1400,0,14,0,0,0,0,0,0,0,0,0,666.570983887,-305.432006836,30.2908992767,30,644,0,"Кладовище Грозової Вершини",,,,,,,,"Кладовище Грозової Вершини",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1336,,
1254,0,10,0,0,0,0,0,0,0,0,0,-760.664001465,-347.32598877,68.0353012085,30,644,-1,"Оглядова вежа",,,,,,,,"Оглядова вежа",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1384,,
1405,0,6,0,0,0,0,0,0,0,0,0,-759.185974121,-348.190002441,104.581001282,30,644,-1,"Оглядова вежа",,,,,,,,"Оглядова вежа",,,,,,,,0xFF01FE,"Знищено",,,,,,,,"Знищено",,,,,,,,0xFF01FE,1367,,
1406,0,12,0,0,0,0,0,0,0,0,0,-759.140991211,-348.119995117,104.591003418,30,644,-1,"Оглядова вежа",,,,,,,,"Оглядова вежа",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1394,,
1407,0,9,0,0,0,0,0,0,0,0,0,-759.265991211,-348.044006348,104.587997437,30,644,-1,"Оглядова вежа",,,,,,,,"Оглядова вежа",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1389,,
1527,0,10,0,0,0,0,0,0,0,0,0,-1297.90002441,-266.613006592,127.778999329,30,644,-1,"Західна вежа Морозного Вовка",,,,,,,,"Західна вежа Морозного Вовка",,,,,,,,0xFF01FE,"Під контролем Орди",,,,,,,,"Під контролем Орди",,,,,,,,0xFF01FE,1382,,
1528,0,6,0,0,0,0,0,0,0,0,0,-1297.92004395,-266.628997803,127.781997681,30,644,-1,"Західна вежа Морозного Вовка",,,,,,,,"Західна вежа Морозного Вовка",,,,,,,,0xFF01FE,"Знищено",,,,,,,,"Знищено",,,,,,,,0xFF01FE,1365,,
1529,0,12,0,0,0,0,0,0,0,0,0,-1298.02001953,-266.507995605,127.772003174,30,644,-1,"Західна вежа Морозного Вовка",,,,,,,,"Західна вежа Морозного Вовка",,,,,,,,0xFF01FE,"Спірна територія",,,,,,,,"Спірна територія",,,,,,,,0xFF01FE,1392,,
