long,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,
629,,,,,,,,,"%s смеется над вашей глупостью.",,,,,,,,0xFF01FE,
630,,,,,,,,,"Вы смеетесь над глупостью |3-1(%s).",,,,,,,,0xFF01FE,
631,,,,,,,,,"%s высмеивает жизнь и все, что с ней связано.",,,,,,,,0xFF01FE,
632,,,,,,,,,"Вы высмеиваете жизнь и все, что с ней связано.",,,,,,,,0xFF01FE,
633,,,,,,,,,"%s обдумывает действия |3-1(%s).",,,,,,,,0xFF01FE,
634,,,,,,,,,"%s обдумывает ваши действия.",,,,,,,,0xFF01FE,
635,,,,,,,,,"Вы обдумываете действия |3-1(%s).",,,,,,,,0xFF01FE,
636,,,,,,,,,"%s обдумывает ситуацию.",,,,,,,,0xFF01FE,
637,,,,,,,,,"Вы обдумываете ситуацию.",,,,,,,,0xFF01FE,
638,,,,,,,,,"%s бросается на |3-3(%s).",,,,,,,,0xFF01FE,
639,,,,,,,,,"%s бросается на вас.",,,,,,,,0xFF01FE,
640,,,,,,,,,"Вы бросаетесь на |3-3(%s).",,,,,,,,0xFF01FE,
641,,,,,,,,,"%s внезапно выскакивает из теней.",,,,,,,,0xFF01FE,
642,,,,,,,,,"Вы выскакиваете из теней.",,,,,,,,0xFF01FE,
643,,,,,,,,,"%s превозносит |3-3(%s).",,,,,,,,0xFF01FE,
644,,,,,,,,,"%s восхваляет вас.",,,,,,,,0xFF01FE,
645,,,,,,,,,"Вы превозносите |3-3(%s).",,,,,,,,0xFF01FE,
646,,,,,,,,,"%s возносит хвалу Свету.",,,,,,,,0xFF01FE,
647,,,,,,,,,"Вы возносите хвалу Свету.",,,,,,,,0xFF01FE,
648,,,,,,,,,"%s мурлычет |3-2(%s).",,,,,,,,0xFF01FE,
649,,,,,,,,,"%s мурлычет вам.",,,,,,,,0xFF01FE,
650,,,,,,,,,"Вы мурлычете |3-2(%s).",,,,,,,,0xFF01FE,
651,,,,,,,,,"%s мурлычет, как котенок.",,,,,,,,0xFF01FE,
652,,,,,,,,,"Вы мурлычете, как котенок.",,,,,,,,0xFF01FE,
653,,,,,,,,,"%s не понимает |3-3(%s).",,,,,,,,0xFF01FE,
654,,,,,,,,,"%s недоумевает. Что вы делаете?",,,,,,,,0xFF01FE,
655,,,,,,,,,"Вы озадачены поведением |3-1(%s).",,,,,,,,0xFF01FE,
656,,,,,,,,,"%s в недоумении. Что тут происходит?",,,,,,,,0xFF01FE,
657,,,,,,,,,"Вы озадачены. Что тут происходит?",,,,,,,,0xFF01FE,
658,,,,,,,,,"%s смотрит на |3-3(%s) и поднимает руку.",,,,,,,,0xFF01FE,
659,,,,,,,,,"%s смотрит на вас и поднимает руку.",,,,,,,,0xFF01FE,
660,,,,,,,,,"Вы смотрите на |3-3(%s) и поднимаете руку.",,,,,,,,0xFF01FE,
661,,,,,,,,,"%s поднимает руку.",,,,,,,,0xFF01FE,
662,,,,,,,,,"Вы поднимаете руку.",,,,,,,,0xFF01FE,
663,,,,,,,,,"%s смотрит на |3-3(%s) и поднимает руку.",,,,,,,,0xFF01FE,
664,,,,,,,,,"%s смотрит на вас и поднимает руку.",,,,,,,,0xFF01FE,
665,,,,,,,,,"%s поднимает руку.",,,,,,,,0xFF01FE,
666,,,,,,,,,"%s показывает |3-2(%s), что готов!",,,,,,,,0xFF01FE,
667,,,,,,,,,"%s показывает вам, что готов!",,,,,,,,0xFF01FE,
668,,,,,,,,,"Вы показываете |3-2(%s), что вы готовы!",,,,,,,,0xFF01FE,
669,,,,,,,,,"%s показывает всем, что он готов!",,,,,,,,0xFF01FE,
670,,,,,,,,,"Вы показываете всем, что готовы!",,,,,,,,0xFF01FE,
671,,,,,,,,,"%s показывает вам, что готова!",,,,,,,,0xFF01FE,
672,,,,,,,,,"%s показывает всем, что готова!",,,,,,,,0xFF01FE,
673,,,,,,,,,"%s танцует перед |3-4(%s).",,,,,,,,0xFF01FE,
674,,,,,,,,,"%s танцует перед вами.",,,,,,,,0xFF01FE,
675,,,,,,,,,"Вы танцуете перед |3-4(%s).",,,,,,,,0xFF01FE,
676,,,,,,,,,"%s танцует перед толпой.",,,,,,,,0xFF01FE,
677,,,,,,,,,"Вы танцуете перед толпой.",,,,,,,,0xFF01FE,
678,,,,,,,,,"%s дрожит под боком у |3-1(%s). Холодно!",,,,,,,,0xFF01FE,
679,,,,,,,,,"%s дрожит у вас под боком. Холодно!",,,,,,,,0xFF01FE,
680,,,,,,,,,"Вы дрожите рядом с |3-4(%s). Холодно!",,,,,,,,0xFF01FE,
681,,,,,,,,,"%s зябко дрожит. Холодно!",,,,,,,,0xFF01FE,
682,,,,,,,,,"Вы зябко дрожите. Холодно!",,,,,,,,0xFF01FE,
683,,,,,,,,,"%s зябко дрожит. Холодно!",,,,,,,,0xFF01FE,
684,,,,,,,,,"%s отгоняет |3-3(%s). Сгинь, зараза!",,,,,,,,0xFF01FE,
685,,,,,,,,,"%s отгоняет вас. Сгинь, зараза!",,,,,,,,0xFF01FE,
686,,,,,,,,,"Вы отгоняете |3-3(%s). Сгинь, зараза!",,,,,,,,0xFF01FE,
687,,,,,,,,,"%s отгоняет мерзких тварей.",,,,,,,,0xFF01FE,
688,,,,,,,,,"Вы отгоняете мерзких тварей.",,,,,,,,0xFF01FE,
689,,,,,,,,,"%s дает пощечину |3-2(%s). Ох!",,,,,,,,0xFF01FE,
690,,,,,,,,,"%s дает вам пощечину. Ой!",,,,,,,,0xFF01FE,
691,,,,,,,,,"Вы даете пощечину |3-2(%s). Ох!",,,,,,,,0xFF01FE,
692,,,,,,,,,"%s бьет себя по лицу. Ой!",,,,,,,,0xFF01FE,
693,,,,,,,,,"Вы бьете себя по лицу! Ох!",,,,,,,,0xFF01FE,
694,,,,,,,,,"%s бьет себя по лицу. Ой!",,,,,,,,0xFF01FE,
695,,,,,,,,,"%s хитро улыбается |3-2(%s).",,,,,,,,0xFF01FE,
696,,,,,,,,,"%s хитро улыбается вам.",,,,,,,,0xFF01FE,
697,,,,,,,,,"Вы хитро ухмыляетесь |3-2(%s).",,,,,,,,0xFF01FE,
698,,,,,,,,,"На лице |3-1(%s) появляется хитрая усмешка.",,,,,,,,0xFF01FE,
699,,,,,,,,,"На вашем лице появляется хитрая усмешка.",,,,,,,,0xFF01FE,
700,,,,,,,,,"%s обнюхивает |3-3(%s).",,,,,,,,0xFF01FE,
701,,,,,,,,,"%s обнюхивает вас.",,,,,,,,0xFF01FE,
702,,,,,,,,,"Вы обнюхиваете |3-3(%s).",,,,,,,,0xFF01FE,
703,,,,,,,,,"%s нюхает воздух.",,,,,,,,0xFF01FE,
704,,,,,,,,,"Вы нюхаете воздух.",,,,,,,,0xFF01FE,
705,,,,,,,,,"%s нюхает вохдух.",,,,,,,,0xFF01FE,
706,,,,,,,,,"%s бранит |3-3(%s).",,,,,,,,0xFF01FE,
707,,,,,,,,,"%s бранит вас.",,,,,,,,0xFF01FE,
708,,,,,,,,,"Вы браните |3-3(%s).",,,,,,,,0xFF01FE,
709,,,,,,,,,"%s пренебрежительно выговаривает окружающим его плебеям.",,,,,,,,0xFF01FE,
710,,,,,,,,,"Вы пренебрежительно выговариваете окружающим вас плебеям.",,,,,,,,0xFF01FE,
711,,,,,,,,,"%s пренебрежительно выговаривает окружающим ее плебеям.",,,,,,,,0xFF01FE,
712,,,,,,,,,"%s утешает |3-3(%s). Ну-ну, все будет хорошо...",,,,,,,,0xFF01FE,
713,,,,,,,,,"%s утешает вас. Ну-ну, все будет хорошо...",,,,,,,,0xFF01FE,
714,,,,,,,,,"Вы утешаете |3-3(%s). Ну-ну, все будет хорошо...",,,,,,,,0xFF01FE,
715,,,,,,,,,"%s нуждается в утешении.",,,,,,,,0xFF01FE,
716,,,,,,,,,"Вам нужно утешение.",,,,,,,,0xFF01FE,
717,,,,,,,,,"%s обнюхивает |3-3(%s). Ууу, чем это воняет?!",,,,,,,,0xFF01FE,
718,,,,,,,,,"%s чует вас. А это еще что за вонь?!",,,,,,,,0xFF01FE,
719,,,,,,,,,"Вы обнюхиваете |3-3(%s). Ууу, чем это воняет?!",,,,,,,,0xFF01FE,
720,,,,,,,,,"%s нюхает воздух. Ууу, чем это воняет?!",,,,,,,,0xFF01FE,
721,,,,,,,,,"Вы нюхаете воздух. Кем это воняет?",,,,,,,,0xFF01FE,
722,,,,,,,,,"%s принюхивается. Ууу, чем это воняет?!",,,,,,,,0xFF01FE,
723,,,,,,,,,"%s глумливо дразнит |3-3(%s). Ну, давай!",,,,,,,,0xFF01FE,
724,,,,,,,,,"%s глумливо поддразнивает вас. Ну, давай!",,,,,,,,0xFF01FE,
725,,,,,,,,,"Вы глумливо поддразниваете |3-3(%s). Ну, давай!",,,,,,,,0xFF01FE,
726,,,,,,,,,"%s глумливо поддразнивает всех вокруг. Ну, давайте, дураки!",,,,,,,,0xFF01FE,
727,,,,,,,,,"Вы глумливо поддразниваете всех. Давайте, дураки!",,,,,,,,0xFF01FE,
728,,,,,,,,,"%s глумливо поддразнивает всех. Давайте, дураки!",,,,,,,,0xFF01FE,
729,,,,,,,,,"%s дразнит |3-3(%s).",,,,,,,,0xFF01FE,
730,,,,,,,,,"%s дразнит вас.",,,,,,,,0xFF01FE,
731,,,,,,,,,"Вы дразните |3-3(%s).",,,,,,,,0xFF01FE,
732,,,,,,,,,"%s – такая язва!",,,,,,,,0xFF01FE,
733,,,,,,,,,"Вы такая язва!",,,,,,,,0xFF01FE,
734,,,,,,,,,"%s показывает |3-2(%s), что хочет пить. Дадите глоточек?",,,,,,,,0xFF01FE,
735,,,,,,,,,"%s показывает вам, что хочет пить. Дадите глоточек?",,,,,,,,0xFF01FE,
736,,,,,,,,,"Вы показываетете |3-2(%s), что хотите пить. Дадите глоточек?",,,,,,,,0xFF01FE,
737,,,,,,,,,"%s очень хочет пить. Никто не даст глоточек?",,,,,,,,0xFF01FE,
738,,,,,,,,,"Вам так хочется пить. Никто не даст глоточек?",,,,,,,,0xFF01FE,
739,,,,,,,,,"%s показывает |3-2(%s), что хочет пить. Не дадите глоточек?",,,,,,,,0xFF01FE,
740,,,,,,,,,"%s показывает вам, что хочет пить. Дадите глоточек?",,,,,,,,0xFF01FE,
741,,,,,,,,,"%s запрещает |3-2(%s) двигаться.",,,,,,,,0xFF01FE,
742,,,,,,,,,"%s запрещает вам двигаться.",,,,,,,,0xFF01FE,
743,,,,,,,,,"Вы запрещаете |3-2(%s) двигаться.",,,,,,,,0xFF01FE,
744,,,,,,,,,"%s запрещает всем двигаться.",,,,,,,,0xFF01FE,
745,,,,,,,,,"Вы запрещаете всем двигаться.",,,,,,,,0xFF01FE,
746,,,,,,,,,"%s давится от смеха, глядя на |3-3(%s).",,,,,,,,0xFF01FE,
747,,,,,,,,,"%s смеется про себя над вами.",,,,,,,,0xFF01FE,
748,,,,,,,,,"Вы давитесь от смеха, глядя на |3-3(%s).",,,,,,,,0xFF01FE,
749,,,,,,,,,"%s молча давится от смеха.",,,,,,,,0xFF01FE,
750,,,,,,,,,"Вы молча давитесь от смеха.",,,,,,,,0xFF01FE,
751,,,,,,,,,"%s молча давится от смеха.",,,,,,,,0xFF01FE,
752,,,,,,,,,"%s щекочет |3-3(%s). Хи-хи!",,,,,,,,0xFF01FE,
753,,,,,,,,,"%s щекочет вас. Хи-хи!",,,,,,,,0xFF01FE,
754,,,,,,,,,"Вы щекочете |3-3(%s). Хи-хи!",,,,,,,,0xFF01FE,
755,,,,,,,,,"%s желает щекотки. Хи-хи!",,,,,,,,0xFF01FE,
756,,,,,,,,,"Вы хотите, чтобы вас пощекотали. Хи-хи!",,,,,,,,0xFF01FE,
757,,,,,,,,,"%s играет для |3-1(%s) на маленькой скрипочке.",,,,,,,,0xFF01FE,
758,,,,,,,,,"%s играет для вас на маленькой скрипочке.",,,,,,,,0xFF01FE,
759,,,,,,,,,"Вы играете на маленькой скрипочке для |3-1(%s).",,,,,,,,0xFF01FE,
760,,,,,,,,,"%s начинает играть на маленькой скрипочке.",,,,,,,,0xFF01FE,
761,,,,,,,,,"Вы начинаете играть на маленькой скрипочке.",,,,,,,,0xFF01FE,
762,,,,,,,,,"%s улыбается |3-2(%s).",,,,,,,,0xFF01FE,
763,,,,,,,,,"%s улыбается вам.",,,,,,,,0xFF01FE,
764,,,,,,,,,"Вы улыбаетесь |3-2(%s).",,,,,,,,0xFF01FE,
765,,,,,,,,,"%s улыбается.",,,,,,,,0xFF01FE,
766,,,,,,,,,"Вы улыбаетесь.",,,,,,,,0xFF01FE,
777,,,,,,,,,"%s показывает |3-2(%s), что она готова!",,,,,,,,0xFF01FE,
778,,,,,,,,,"%s делает неприличный жест в сторону |3-1(%s).",,,,,,,,0xFF01FE,
779,,,,,,,,,"%s делает в вашу сторону неприличный жест.",,,,,,,,0xFF01FE,
780,,,,,,,,,"Вы делаете неприличный жест в сторону |3-1(%s).",,,,,,,,0xFF01FE,
781,,,,,,,,,"%s делает неприличный жест.",,,,,,,,0xFF01FE,
782,,,,,,,,,"Вы делаете неприличный жест.",,,,,,,,0xFF01FE,
797,,,,,,,,,"%s с жалостью взирает на |3-3(%s).",,,,,,,,0xFF01FE,
798,,,,,,,,,"%s меряет вас полным жалости взглядом.",,,,,,,,0xFF01FE,
799,,,,,,,,,"Вы с жалостью взираете на |3-3(%s).",,,,,,,,0xFF01FE,
800,,,,,,,,,"%s жалеет окружающих.",,,,,,,,0xFF01FE,
801,,,,,,,,,"%s жалеет окружающих.",,,,,,,,0xFF01FE,
802,,,,,,,,,"Вы жалеете окружающих.",,,,,,,,0xFF01FE,
803,,,,,,,,,"%s угрожающе рычит на |3-3(%s).",,,,,,,,0xFF01FE,
804,,,,,,,,,"%s угрожающе рычит на вас.",,,,,,,,0xFF01FE,
805,,,,,,,,,"Вы угрожающе рычите на |3-3(%s).",,,,,,,,0xFF01FE,
806,,,,,,,,,"%s угрожающе рычит.",,,,,,,,0xFF01FE,
807,,,,,,,,,"Вы угрожающе рычите.",,,,,,,,0xFF01FE,
808,,,,,,,,,"%s рявкает на |3-3(%s).",,,,,,,,0xFF01FE,
809,,,,,,,,,"%s рявкает на вас.",,,,,,,,0xFF01FE,
810,,,,,,,,,"Вы рявкаете на |3-3(%s).",,,,,,,,0xFF01FE,
811,,,,,,,,,"%s лает. Гав-гав!",,,,,,,,0xFF01FE,
812,,,,,,,,,"Вы лаете. Гав-гав!",,,,,,,,0xFF01FE,
817,,,,,,,,,"%s пугается |3-1(%s).",,,,,,,,0xFF01FE,
818,,,,,,,,,"%s пугается вас.",,,,,,,,0xFF01FE,
819,,,,,,,,,"Вы пугаетесь |3-1(%s).",,,,,,,,0xFF01FE,
820,,,,,,,,,"%s в испуге!",,,,,,,,0xFF01FE,
821,,,,,,,,,"Вы испуганы!",,,,,,,,0xFF01FE,
822,,,,,,,,,"%s беспомощно суетится вокруг |3-1(%s).",,,,,,,,0xFF01FE,
823,,,,,,,,,"%s беспомощно суетится вокруг вас.",,,,,,,,0xFF01FE,
824,,,,,,,,,"Вы беспомощно суетитесь вокруг |3-1(%s).",,,,,,,,0xFF01FE,
825,,,,,,,,,"%s беспомощно суетится.",,,,,,,,0xFF01FE,
826,,,,,,,,,"Вы беспомощно суетитесь.",,,,,,,,0xFF01FE,
827,,,,,,,,,"%s любит |3-3(%s).",,,,,,,,0xFF01FE,
828,,,,,,,,,"%s любит вас.",,,,,,,,0xFF01FE,
829,,,,,,,,,"Вы любите |3-3(%s).",,,,,,,,0xFF01FE,
830,,,,,,,,,"%s ощущает любовь ближних.",,,,,,,,0xFF01FE,
831,,,,,,,,,"Вы чувствуете любовь.",,,,,,,,0xFF01FE,
832,,,,,,,,,"%s мычит на |3-3(%s). Муууууууу!",,,,,,,,0xFF01FE,
833,,,,,,,,,"%s мычит на вас. Муууууууу!",,,,,,,,0xFF01FE,
834,,,,,,,,,"Вы мычите на |3-3(%s). Мууууууу!",,,,,,,,0xFF01FE,
835,,,,,,,,,"%s мычит. Муууууууу!",,,,,,,,0xFF01FE,
836,,,,,,,,,"Муууууууууу!",,,,,,,,0xFF01FE,
837,,,,,,,,,"%s хвалит |3-3(%s) за хорошую работу.",,,,,,,,0xFF01FE,
838,,,,,,,,,"%s благодарит вас за хорошую работу.",,,,,,,,0xFF01FE,
839,,,,,,,,,"Вы хвалите |3-3(%s) за хорошую работу.",,,,,,,,0xFF01FE,
840,,,,,,,,,"%s хвалит всех за хорошую работу.",,,,,,,,0xFF01FE,
841,,,,,,,,,"Вы благодарите всех за хорошую работу.",,,,,,,,0xFF01FE,
862,,,,,,,,,"",,,,,,,,0xFF01FC,
863,,,,,,,,,"",,,,,,,,0xFF01FC,
864,,,,,,,,,"",,,,,,,,0xFF01FC,
865,,,,,,,,,"%s зовет на помощь!",,,,,,,,0xFF01FE,
866,,,,,,,,,"Вы зовете на помощь!",,,,,,,,0xFF01FE,
867,,,,,,,,,"%s указывает на |3-3(%s) как на врага!",,,,,,,,0xFF01FE,
868,,,,,,,,,"%s указывает на вас как на врага!",,,,,,,,0xFF01FE,
869,,,,,,,,,"Вы указываете на |3-3(%s) как на врага!",,,,,,,,0xFF01FE,
870,,,,,,,,,"%s кричит, что враги идут!",,,,,,,,0xFF01FE,
871,,,,,,,,,"Вы кричите, что враги идут!",,,,,,,,0xFF01FE,
872,,,,,,,,,"",,,,,,,,0xFF01FC,
873,,,,,,,,,"",,,,,,,,0xFF01FC,
874,,,,,,,,,"",,,,,,,,0xFF01FC,
875,,,,,,,,,"%s идет в атаку.",,,,,,,,0xFF01FE,
876,,,,,,,,,"Вы идете в атаку.",,,,,,,,0xFF01FE,
877,,,,,,,,,"%s кричит |3-2(%s): ""Беги!""",,,,,,,,0xFF01FE,
878,,,,,,,,,"%s кричит, чтобы вы убегали!",,,,,,,,0xFF01FE,
879,,,,,,,,,"Вы кричите |3-2(%s): ""Беги!""",,,,,,,,0xFF01FE,
880,,,,,,,,,"%s кричит, чтобы все убегали!",,,,,,,,0xFF01FE,
881,,,,,,,,,"Вы кричите, чтобы все убегали!",,,,,,,,0xFF01FE,
882,,,,,,,,,"%s велит вам атаковать |3-3(%s).",,,,,,,,0xFF01FE,
883,,,,,,,,,"%s велит всем атаковать вас.",,,,,,,,0xFF01FE,
884,,,,,,,,,"Вы велите всем атаковать |3-3(%s).",,,,,,,,0xFF01FE,
885,,,,,,,,,"%s велит вам атаковать кого-нибудь.",,,,,,,,0xFF01FE,
886,,,,,,,,,"Вы приказываете всем идти в атаку.",,,,,,,,0xFF01FE,
887,,,,,,,,,"%s предупреждает, что мана на исходе.",,,,,,,,0xFF01FE,
888,,,,,,,,,"Вы заявляете, что у вас кончается мана!",,,,,,,,0xFF01FE,
889,,,,,,,,,"%s жестом велит |3-2(%s) следовать за собой.",,,,,,,,0xFF01FE,
890,,,,,,,,,"%s жестом велит вам следовать за собой.",,,,,,,,0xFF01FE,
891,,,,,,,,,"Вы жестом велите |3-2(%s) следовать за вами.",,,,,,,,0xFF01FE,
892,,,,,,,,,"%s жестом велит вам следовать за собой.",,,,,,,,0xFF01FE,
893,,,,,,,,,"Вы жестом велите всем следовать за вами.",,,,,,,,0xFF01FE,
894,,,,,,,,,"%s просит |3-3(%s) подождать.",,,,,,,,0xFF01FE,
895,,,,,,,,,"%s просит вас подождать.",,,,,,,,0xFF01FE,
896,,,,,,,,,"Вы просите |3-3(%s) подождать.",,,,,,,,0xFF01FE,
897,,,,,,,,,"%s просит вас подождать.",,,,,,,,0xFF01FE,
898,,,,,,,,,"Вы просите всех подождать.",,,,,,,,0xFF01FE,
899,,,,,,,,,"%s зовет лекаря!",,,,,,,,0xFF01FE,
900,,,,,,,,,"Вы зовете лекаря!",,,,,,,,0xFF01FE,
901,,,,,,,,,"%s приказывает вам открыть огонь.",,,,,,,,0xFF01FE,
902,,,,,,,,,"Вы приказываете открыть огонь.",,,,,,,,0xFF01FE,
903,,,,,,,,,"%s флиртует с |3-4(%s).",,,,,,,,0xFF01FE,
904,,,,,,,,,"%s флиртует с вами.",,,,,,,,0xFF01FE,
905,,,,,,,,,"Вы флиртуете с |3-4(%s).",,,,,,,,0xFF01FE,
906,,,,,,,,,"%s флиртует.",,,,,,,,0xFF01FE,
907,,,,,,,,,"Вы флиртуете.",,,,,,,,0xFF01FE,
908,,,,,,,,,"%s рассказывает анекдот |3-2(%s).",,,,,,,,0xFF01FE,
909,,,,,,,,,"%s рассказывает вам анекдот.",,,,,,,,0xFF01FE,
910,,,,,,,,,"Вы рассказываете анекдот |3-2(%s).",,,,,,,,0xFF01FE,
911,,,,,,,,,"%s рассказывает анекдот.",,,,,,,,0xFF01FE,
912,,,,,,,,,"Вы рассказываете анекдот.",,,,,,,,0xFF01FE,
913,,,,,,,,,"%s подчеркнуто равнодушно аплодирует |3-2(%s).",,,,,,,,0xFF01FE,
914,,,,,,,,,"%s равнодушно аплодирует вам.",,,,,,,,0xFF01FE,
915,,,,,,,,,"Вы подчеркнуто равнодушно аплодируете |3-2(%s).",,,,,,,,0xFF01FE,
916,,,,,,,,,"%s вяло аплодирует.",,,,,,,,0xFF01FE,
917,,,,,,,,,"Вы вяло аплодируете.",,,,,,,,0xFF01FE,
918,,,,,,,,,"%s хитро подмигивает |3-2(%s).",,,,,,,,0xFF01FE,
919,,,,,,,,,"%s хитро подмигивает вам.",,,,,,,,0xFF01FE,
920,,,,,,,,,"Вы хитро подмигиваете |3-2(%s).",,,,,,,,0xFF01FE,
921,,,,,,,,,"%s хитро подмигивает.",,,,,,,,0xFF01FE,
922,,,,,,,,,"Вы хитро подмигиваете.",,,,,,,,0xFF01FE,
923,,,,,,,,,"%s ласково гладит |3-3(%s).",,,,,,,,0xFF01FE,
924,,,,,,,,,"%s ласково гладит вас.",,,,,,,,0xFF01FE,
925,,,,,,,,,"Вы ласково гладите |3-3(%s).",,,,,,,,0xFF01FE,
926,,,,,,,,,"|3-3(%s) нужно погладить.",,,,,,,,0xFF01FE,
927,,,,,,,,,"Вы хотите, чтобы вас погладили.",,,,,,,,0xFF01FE,
928,,,,,,,,,"%s думает, что %s не шутит.",,,,,,,,0xFF01FE,
929,,,,,,,,,"%s думает, что вы не шутите.",,,,,,,,0xFF01FE,
930,,,,,,,,,"Вы думаете, что %s не шутит.",,,,,,,,0xFF01FE,
931,,,,,,,,,"%s думает, что это нешуточное дело.",,,,,,,,0xFF01FE,
932,,,,,,,,,"Вы думаете, что это нешуточное дело.",,,,,,,,0xFF01FE,
933,,,,,,,,,"%s желает |3-2(%s) удачи.",,,,,,,,0xFF01FE,
934,,,,,,,,,"%s желает вам удачи.",,,,,,,,0xFF01FE,
935,,,,,,,,,"Вы желаете |3-2(%s) удачи.",,,,,,,,0xFF01FE,
936,,,,,,,,,"%s желает хоть немного удачи.",,,,,,,,0xFF01FE,
937,,,,,,,,,"Вы желаете хоть немного удачи.",,,,,,,,0xFF01FE,
938,,,,,,,,,"%s винит во всем |3-3(%s).",,,,,,,,0xFF01FE,
939,,,,,,,,,"%s обвиняет вас во всем.",,,,,,,,0xFF01FE,
940,,,,,,,,,"Вы во всем вините |3-3(%s).",,,,,,,,0xFF01FE,
941,,,,,,,,,"%s обвиняет всех, кроме себя.",,,,,,,,0xFF01FE,
942,,,,,,,,,"Вы заявляете, что вы во всем виноваты.",,,,,,,,0xFF01FE,
943,,,,,,,,,"%s обвиняет всех, кроме себя.",,,,,,,,0xFF01FE,
944,,,,,,,,,"%s бессмысленно таращится на |3-3(%s).",,,,,,,,0xFF01FE,
945,,,,,,,,,"%s бессмысленно таращится на вас.",,,,,,,,0xFF01FE,
946,,,,,,,,,"Вы бессмысленно таращитесь на |3-3(%s).",,,,,,,,0xFF01FE,
947,,,,,,,,,"%s бессмысленно таращится по сторонам.",,,,,,,,0xFF01FE,
948,,,,,,,,,"Вы бессмысленно таращитесь по сторонам.",,,,,,,,0xFF01FE,
949,,,,,,,,,"%s бессмысленно таращится по сторонам.",,,,,,,,0xFF01FE,
950,,,,,,,,,"%s яростно замахивается своим оружием на |3-3(%s).",,,,,,,,0xFF01FE,
951,,,,,,,,,"%s яростно замахивается своим оружием на вас.",,,,,,,,0xFF01FE,
952,,,,,,,,,"Вы яростно замахиваетесь своим оружием на |3-3(%s).",,,,,,,,0xFF01FE,
953,,,,,,,,,"%s яростно размахивает оружием.",,,,,,,,0xFF01FE,
954,,,,,,,,,"Вы яростно размахиваете оружием.",,,,,,,,0xFF01FE,
955,,,,,,,,,"%s яростно замахивается оружием на |3-3(%s).",,,,,,,,0xFF01FE,
956,,,,,,,,,"%s в ярости замахивается на вас.",,,,,,,,0xFF01FE,
957,,,,,,,,,"%s яростно размахивает своим оружием.",,,,,,,,0xFF01FE,
958,,,,,,,,,"%s велит |3-2(%s) сделать глубокий вдох.",,,,,,,,0xFF01FE,
959,,,,,,,,,"%s велит вам сделать глубокий вдох.",,,,,,,,0xFF01FE,
960,,,,,,,,,"Вы велите |3-2(%s) сделать глубокий вдох.",,,,,,,,0xFF01FE,
961,,,,,,,,,"%s глубоко вздыхает.",,,,,,,,0xFF01FE,
962,,,,,,,,,"Вы глубоко вздыхаете.",,,,,,,,0xFF01FE,
963,,,,,,,,,"%s не соглашается с |3-4(%s).",,,,,,,,0xFF01FE,
964,,,,,,,,,"%s не соглашается с вами.",,,,,,,,0xFF01FE,
965,,,,,,,,,"Вы не согласны с |3-4(%s).",,,,,,,,0xFF01FE,
966,,,,,,,,,"%s не соглашается.",,,,,,,,0xFF01FE,
967,,,,,,,,,"Вы не согласны.",,,,,,,,0xFF01FE,
968,,,,,,,,,"%s сомневается в |3-5(%s).",,,,,,,,0xFF01FE,
969,,,,,,,,,"%s сомневается в вас.",,,,,,,,0xFF01FE,
970,,,,,,,,,"Вы сомневаетесь в |3-5(%s).",,,,,,,,0xFF01FE,
971,,,,,,,,,"%s сомневается, что ситуация разрешится в его пользу.",,,,,,,,0xFF01FE,
972,,,,,,,,,"Вы сомневаетесь, что ситуация разрешится в вашу пользу.",,,,,,,,0xFF01FE,
973,,,,,,,,,"%s сомневается, что ситуация разрешится в ее пользу.",,,,,,,,0xFF01FE,
974,,,,,,,,,"%s в растерянности от действий |3-1(%s).",,,,,,,,0xFF01FE,
975,,,,,,,,,"Вы смутили |3-3(%s).",,,,,,,,0xFF01FE,
976,,,,,,,,,"Вы сбиты с толку |3-4(%s).",,,,,,,,0xFF01FE,
977,,,,,,,,,"%s вспыхивает от смущения.",,,,,,,,0xFF01FE,
978,,,,,,,,,"Вы вспыхиваете от смущения.",,,,,,,,0xFF01FE,
979,,,,,,,,,"%s подбадривает |3-3(%s).",,,,,,,,0xFF01FE,
980,,,,,,,,,"%s подбадривает вас. Вы можете это сделать!",,,,,,,,0xFF01FE,
981,,,,,,,,,"Вы подбадриваете |3-3(%s).",,,,,,,,0xFF01FE,
982,,,,,,,,,"%s подбадривает всех вокруг. Вы справитесь!",,,,,,,,0xFF01FE,
983,,,,,,,,,"Вы подбадриваете всех вокруг.",,,,,,,,0xFF01FE,
984,,,,,,,,,"%s подбадривает всех вокруг. Вы справитесь!",,,,,,,,0xFF01FE,
985,,,,,,,,,"%s предупреждает |3-3(%s) что враг близко.",,,,,,,,0xFF01FE,
986,,,,,,,,,"%s предупреждает вас, что враг близко.",,,,,,,,0xFF01FE,
987,,,,,,,,,"Вы предупреждаете |3-3(%s), что враг близко.",,,,,,,,0xFF01FE,
988,,,,,,,,,"%s предупреждает всех, что враг близко.",,,,,,,,0xFF01FE,
989,,,,,,,,,"Вы предупреждаете всех, что враг близко.",,,,,,,,0xFF01FE,
990,,,,,,,,,"%s вопросительно поднимает бровь и смотрит на |3-3(%s).",,,,,,,,0xFF01FE,
991,,,,,,,,,"%s поднимает бровь и вопросительно смотрит на вас.",,,,,,,,0xFF01FE,
