long,long,float,float,float,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,
298,571,5505.35009766,4747.79003906,-194.429992676,"Sholazar Basin - Quest - Reconnaisance - End",,,,,,,,"Sholazar Basin - Quest - Reconnaisance - End",,,,,,,,0xFF01FE,0,0,
299,0,0.0,0.0,0.0,"Transport: Menethil <-> Valgarde",,,,,,,,"Transport: Menethil <-> Valgarde",,,,,,,,0xFF01FE,0,0,
300,0,0.0,0.0,0.0,"Транспорт, Штормград",,,,,,,,"Транспорт, Штормград",,,,,,,,0xFF01FE,0,0,
301,571,4125.50976563,5310.99023438,28.6800003052,"Quest - Borean Tundra - Check In With Bixie - Begin",,,,,,,,"Quest - Borean Tundra - Check In With Bixie - Begin",,,,,,,,0xFF01FE,0,28360,
302,571,4171.83007813,4335.62988281,36.2299995422,"Quest - Borean Tundra - Check In With Bixie - End",,,,,,,,"Quest - Borean Tundra - Check In With Bixie - End",,,,,,,,0xFF01FE,0,0,
303,571,5100.81005859,2185.64990234,365.619995117,"Табір Відваги, Крижані Простори",,,,,,,,"Табір Відваги, Крижані Простори",,,,,,,,0xFF01FE,0,541,
304,571,5521.62988281,-2672.25,303.950012207,"Срібна застава, Зул'Драк",,,,,,,,"Срібна застава, Зул'Драк",,,,,,,,0xFF01FE,2224,541,
305,571,5218.89990234,-1302.2199707,242.160003662,"Чорна застава, Зул'Драк",,,,,,,,"Чорна застава, Зул'Драк",,,,,,,,0xFF01FE,32981,32981,
306,571,5190.10986328,-2206.45996094,239.399993896,"Розлом Світла, Зул'Драк",,,,,,,,"Розлом Світла, Зул'Драк",,,,,,,,0xFF01FE,2224,541,
307,571,5777.39990234,-3594.93994141,386.690002441,"Зим'Торга, Зул'Драк",,,,,,,,"Зим'Торга, Зул'Драк",,,,,,,,0xFF01FE,2224,541,
308,571,5506.22998047,4748.10009766,-194.429992676,"Злиття рек, Низовина Шолазар",,,,,,,,"Злиття рек, Низовина Шолазар",,,,,,,,0xFF01FE,28625,28625,
309,571,5596.10009766,5824.37011719,-67.7300033569,"Табір Ернестуея, Низовина Шолазар",,,,,,,,"Табір Ернестуея, Низовина Шолазар",,,,,,,,0xFF01FE,28625,28625,
310,571,5813.89013672,449.130004883,658.75,"Даларан",,,,,,,,"Даларан",,,,,,,,0xFF01FE,2224,541,
311,571,3877.90991211,-4519.58984375,217.289993286,"Camp Onequah, Grizzly Hills (Quest)",,,,,,,,"Camp Onequah, Grizzly Hills (Quest)",,,,,,,,0xFF01FE,2224,0,
312,571,5189.66992188,-2206.85009766,239.399993896,"Розлом Світла, Зул'Драк",,,,,,,,"Розлом Світла, Зул'Драк",,,,,,,,0xFF01FE,0,0,
313,571,4584.00976563,-4250.37988281,182.169998169,"Westfall Brigade, Grizzly Hills (Quest)",,,,,,,,"Westfall Brigade, Grizzly Hills (Quest)",,,,,,,,0xFF01FE,0,541,
314,571,5779.12988281,-3596.41992188,386.850006104,"Zim'Torga, Zul'Drak (Quest)",,,,,,,,"Zim'Torga, Zul'Drak (Quest)",,,,,,,,0xFF01FE,3574,0,
315,0,2352.37011719,-5666.91015625,382.239990234,"Акерус: Чорний оплот",,,,,,,,"Акерус: Чорний оплот",,,,,,,,0xFF01FE,32981,0,
316,0,0.0,0.0,0.0,"Чорний оплот - Акерус -> Начало Разлома Смерті",,,,,,,,"Чорний оплот - Акерус -> Начало Разлома Смерті",,,,,,,,0xFF01FE,29488,29488,
317,609,2431.0,-5730.20996094,157.940002441,"Чорний оплот - Акерус -> Край Разлома Смерті",,,,,,,,"Чорний оплот - Акерус -> Край Разлома Смерті",,,,,,,,0xFF01FE,0,0,
318,0,0.0,0.0,0.0,"Чорний оплот - Розлом Смерті -> Начало Акеруса",,,,,,,,"Чорний оплот - Розлом Смерті -> Начало Акеруса",,,,,,,,0xFF01FE,29501,29501,
319,609,2356.51000977,-5664.18017578,382.25,"Чорний оплот - Разлома Смерті -> Край Акеруса",,,,,,,,"Чорний оплот - Разлома Смерті -> Край Акеруса",,,,,,,,0xFF01FE,0,0,
320,571,6186.75,-1052.91003418,410.200012207,"К-3, Штормові Вершини",,,,,,,,"К-3, Штормові Вершини",,,,,,,,0xFF01FE,2224,541,
321,571,6667.04003906,-258.700012207,961.900024414,"Льодяна фортецю, Штормові Вершини",,,,,,,,"Льодяна фортецю, Штормові Вершини",,,,,,,,0xFF01FE,0,541,
322,571,7308.04003906,-2607.60009766,814.799987793,"Дун Ниффелем, Штормові Вершини",,,,,,,,"Дун Ниффелем, Штормові Вершини",,,,,,,,0xFF01FE,32585,32585,
323,571,7857.29980469,-735.020019531,1177.15002441,"Место крушения Грім'арша, Штормові Вершини",,,,,,,,"Место крушения Грім'арша, Штормові Вершини",,,,,,,,0xFF01FE,2224,0,
324,571,7793.85009766,-2810.09008789,1217.0300293,"Табір Тунка'ло, Штормові Вершини",,,,,,,,"Табір Тунка'ло, Штормові Вершини",,,,,,,,0xFF01FE,2224,0,
325,571,7427.31982422,4224.16015625,314.109985352,"Уступ Смерті, Крижана Корона",,,,,,,,"Уступ Смерті, Крижана Корона",,,,,,,,0xFF01FE,32981,32981,
326,571,8864.74023438,-1324.32995605,1032.81994629,"Ульдуар, Штормові Вершини",,,,,,,,"Ульдуар, Штормові Вершини",,,,,,,,0xFF01FE,2224,541,
327,571,8472.45996094,-335.950012207,906.479980469,"Притулок Глыбоскала, Штормові Вершини",,,,,,,,"Притулок Глыбоскала, Штормові Вершини",,,,,,,,0xFF01FE,2224,541,
328,571,7501.64990234,1140.2800293,682.229980469,"Транспорт, воздушное судно Крижаної Корони (А)",,,,,,,,"Транспорт, воздушное судно Крижаної Корони (А)",,,,,,,,0xFF01FE,0,0,
329,571,7561.81005859,1724.58996582,683.559997559,"Транспорт, воздушное судно Крижаної Корони (О)",,,,,,,,"Транспорт, воздушное судно Крижаної Корони (О)",,,,,,,,0xFF01FE,0,0,
330,571,7489.64013672,1477.7199707,328.640014648,"Транспорт, Крижана Корона (ціль)",,,,,,,,"Транспорт, Крижана Корона (ціль)",,,,,,,,0xFF01FE,0,0,
331,571,6897.64990234,-4118.22998047,467.350006104,"Гундрак, Зул'Драк",,,,,,,,"Гундрак, Зул'Драк",,,,,,,,0xFF01FE,2224,541,
332,571,5024.99023438,3685.55004883,362.940002441,"Табір Пісні Війни, Крижані Простори",,,,,,,,"Табір Пісні Війни, Крижані Простори",,,,,,,,0xFF01FE,2224,0,
333,571,8408.08984375,2702.65991211,655.109985352,"Мрачный Свод, Крижана Корона",,,,,,,,"Мрачный Свод, Крижана Корона",,,,,,,,0xFF01FE,32981,0,
334,571,6164.49023437,-61.3100013733,388.179992676,"Оплот Срібного Авангарду, Крижана Корона",,,,,,,,"Оплот Срібного Авангарду, Крижана Корона",,,,,,,,0xFF01FE,2224,541,
335,571,6402.06005859,467.859985352,511.290008545,"Вершина Лицарів, Крижана Корона",,,,,,,,"Вершина Лицарів, Крижана Корона",,,,,,,,0xFF01FE,32586,32586,
336,571,5035.64990234,-519.960021973,225.410003662,"Дозор Вітрокрилої, Ліс Кришталевої Пісні",,,,,,,,"Дозор Вітрокрилої, Ліс Кришталевої Пісні",,,,,,,,0xFF01FE,0,31315,
337,571,5590.49023438,-693.229980469,206.630004883,"Табір Викрадачів Сонця, Крижані Простори",,,,,,,,"Табір Викрадачів Сонця, Крижані Простори",,,,,,,,0xFF01FE,34709,0,
340,571,8475.79003906,891.200012207,547.289978027,"Ристалище Срібного турніру, Крижана Корона",,,,,,,,"Ристалище Срібного турніру, Крижана Корона",,,,,,,,0xFF01FE,34709,31315,
341,603,-749.200012207,-99.9899978638,429.679992676,"Ульдуар рейд - внутреннее приміщення - точка входу",,,,,,,,"Ульдуар рейд - внутреннее приміщення - точка входу",,,,,,,,0xFF01FE,25968,25968,
342,603,119.959999084,-71.6200027466,409.799987793,"Ульдуар рейд - Залізний двір",,,,,,,,"Ульдуар рейд - Залізний двір",,,,,,,,0xFF01FE,25968,25968,
348,0,0.0,0.0,0.0,"Transport: Thunder Bluff <-> Org (Zep)",,,,,,,,"Transport: Thunder Bluff <-> Org (Zep)",,,,,,,,0xFF01FE,0,0,
352,0,0.0,0.0,0.0,"Острів Завоювань - артиллерийское судно",,,,,,,,"Острів Завоювань - артиллерийское судно",,,,,,,,0xFF01FE,0,0,
353,0,0.0,0.0,0.0,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
357,0,0.0,0.0,0.0,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
358,571,8498.3203125,1066.31994629,552.190002441,"Quest - Icecrown - North Sea Kraken Bombing - Start",,,,,,,,"Quest - Icecrown - North Sea Kraken Bombing - Start",,,,,,,,0xFF01FE,35146,35146,
359,571,8501.53027344,1064.02001953,552.190002441,"Quest - Icecrown - North Sea Kraken Bombing - End",,,,,,,,"Quest - Icecrown - North Sea Kraken Bombing - End",,,,,,,,0xFF01FE,33857,33857,
375,0,0.0,0.0,0.0,"REUSEME",,,,,,,,"REUSEME",,,,,,,,0xFF01FE,0,0,
376,0,0.0,0.0,0.0,"AAAIcecrown Raid - Airship Battle Taxi Paths",,,,,,,,"AAAIcecrown Raid - Airship Battle Taxi Paths",,,,,,,,0xFF01FE,0,0,
377,0,0.0,0.0,0.0,"Крижана Корона - бойовий корабель",,,,,,,,"Крижана Корона - бойовий корабель",,,,,,,,0xFF01FE,0,0,
379,631,-200.589996338,1437.5300293,-452.269989014,"AAAAIcecrown Raid - Saurfang's Ship (End)",,,,,,,,"AAAAIcecrown Raid - Saurfang's Ship (End)",,,,,,,,0xFF01FE,0,0,
380,0,0.0,0.0,0.0,"AAAAIcecrown Raid - Saurfang's Ship (Start)",,,,,,,,"AAAAIcecrown Raid - Saurfang's Ship (Start)",,,,,,,,0xFF01FE,0,0,
381,0,0.0,0.0,0.0,"AAAAQuest [Transport] Icecrown Raid - Saurfang Ship (START)",,,,,,,,"AAAAQuest [Transport] Icecrown Raid - Saurfang Ship (START)",,,,,,,,0xFF01FE,0,0,
382,0,0.0,0.0,0.0,"Quest [Transport] Icecrown Raid - Saurfang Ship (END)",,,,,,,,"Quest [Transport] Icecrown Raid - Saurfang Ship (END)",,,,,,,,0xFF01FE,0,0,
383,0,1942.54003906,-2559.17993164,61.1100006104,"Ріка Тондрорил, Західні Чумні Землі",,,,,,,,"Ріка Тондрорил, Західні Чумні Землі",,,,,,,,0xFF01FE,2224,541,
384,0,1726.85998535,-740.760009766,59.0299987793,"Бастіон, Тірісфаль",,,,,,,,"Бастіон, Тірісфаль",,,,,,,,0xFF01FE,3574,0,
392,0,-5448.5,-665.08001709,392.950012207,"CC Prologue - GT - Quest - Vent Horizon - Start",,,,,,,,"CC Prologue - GT - Quest - Vent Horizon - Start",,,,,,,,0xFF01FE,28625,28625,
393,0,-5447.85009766,-665.590026855,393.160003662,"CC Prologue - GT - Quest - Vent Horizon - End",,,,,,,,"CC Prologue - GT - Quest - Vent Horizon - End",,,,,,,,0xFF01FE,35146,35146,
394,0,-5451.47998047,-667.729980469,393.010009766,"CC Prologue - GT - Battle Flight - Start",,,,,,,,"CC Prologue - GT - Battle Flight - Start",,,,,,,,0xFF01FE,28625,28625,
395,0,-5434.70996094,523.090026855,388.299987793,"CC Prologue - GT - Battle Flight - End",,,,,,,,"CC Prologue - GT - Battle Flight - End",,,,,,,,0xFF01FE,0,0,
404,1,-839.640014648,-4985.35009766,14.6499996185,"Durotar - ET - CC Prologue Spy Frog Start",,,,,,,,"Durotar - ET - CC Prologue Spy Frog Start",,,,,,,,0xFF01FE,40203,0,
405,1,-838.010009766,-4986.27978516,14.75,"Durotar - ET - CC Prologue Spy Frog End",,,,,,,,"Durotar - ET - CC Prologue Spy Frog End",,,,,,,,0xFF01FE,40203,0,
438,1,-838.849975586,-4985.99023438,14.7100000381,"Durotar - ET - CC Prologue Troll Taxi Bat Start",,,,,,,,"Durotar - ET - CC Prologue Troll Taxi Bat Start",,,,,,,,0xFF01FE,3574,0,
439,1,284.380004883,-4762.35986328,12.5600004196,"Durotar - ET - CC Prologue Troll Recruit End",,,,,,,,"Durotar - ET - CC Prologue Troll Recruit End",,,,,,,,0xFF01FE,3574,0,
440,1,-848.200012207,-5339.45996094,3.06999993324,"Durotar - ET - CC Prologue - Troll Battle End",,,,,,,,"Durotar - ET - CC Prologue - Troll Battle End",,,,,,,,0xFF01FE,0,0,
