long,long,long,long,flags,long,long,long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
3651,530,3521,1275,0x40004440,0,0,403,0,510,63,"Ango'rosh Stronghold",,,,,,,,"Фортеця Анго'рош",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3652,530,3521,1276,0x40004440,0,0,0,0,0,61,"Funggor Cavern",,,,,,,,"Печера Грибгор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3653,530,3521,1277,0x40004440,0,0,0,0,0,62,"Serpent Lake",,,,,,,,"Зміїне Озеро",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3654,530,3521,1278,0x40004440,0,0,0,0,0,63,"The Drain",,,,,,,,"Проток",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3655,530,3521,1279,0x40004440,0,0,0,0,0,60,"Umbrafen Lake",,,,,,,,"Озеро Тенетопь",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3656,530,3521,1280,0x40004440,0,0,0,0,0,62,"Marshlight Lake",,,,,,,,"Озеро Болотяних Вогників",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3657,530,3521,1281,0x40004440,0,0,0,0,475,0,"Portal Clearing",,,,,,,,"Прогалина з порталом",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3658,530,3521,1282,0x40004440,0,0,0,0,0,62,"Sporewind Lake",,,,,,,,"Озеро Споровітру",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3659,530,3521,1283,0x40004440,0,0,0,0,0,60,"The Lagoon",,,,,,,,"Лагуна",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3660,530,3521,1284,0x40004440,0,0,0,0,0,0,"Blades' Run",,,,,,,,"Скеляста Стежка",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3661,530,3521,1285,0x40004440,0,0,0,0,0,0,"Blade Tooth Canyon",,,,,,,,"Каньйон Гострого Зуба",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3662,530,3430,1286,0x40000040,0,0,0,0,0,0,"Commons Hall",,,,,,,,"Загальний зал",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3663,530,3430,1287,0x40000040,0,0,0,0,0,0,"Derelict Manor",,,,,,,,"Покинутий маєток",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3664,530,3430,1288,0x40000040,0,0,0,0,0,0,"Huntress of the Sun",,,,,,,,"Сонячна Мисливиця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3665,530,3430,1289,0x40300040,0,0,0,0,0,6,"Falconwing Square",,,,,,,,"Площа Соколиних Крил",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3666,530,3518,1290,0x40004440,0,0,0,0,0,64,"Halaani Basin",,,,,,,,"Котловина Халаани",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3667,530,3521,1291,0x40004440,0,0,0,0,0,62,"Hewn Bog",,,,,,,,"Болотні вирубки",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3668,530,3521,1292,0x40004440,0,0,0,0,0,62,"Boha'mu Ruins",,,,,,,,"Руїни Боха'му",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3669,530,3483,1293,0x4000C440,0,0,0,0,479,0,"The Stadium",,,,,,,,"Ристалище",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3670,530,3483,1294,0x4000C440,0,0,0,0,478,0,"The Overlook",,,,,,,,"Дозорне укріплення",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3671,530,3483,1295,0x4000C440,0,0,0,0,478,58,"Broken Hill",,,,,,,,"Порізаний пагорб",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3672,530,3518,1296,0x40004440,0,0,0,0,0,0,"Mag'hari Procession",,,,,,,,"Похоронная процессия маг'харов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3673,530,3518,1297,0x40004440,0,0,0,0,0,64,"Nesingwary Safari",,,,,,,,"Мисливський табір Ернестуея",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3674,530,3519,1298,0x40004440,0,0,0,0,495,62,"Cenarion Thicket",,,,,,,,"Підлісок Кенарія",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3675,530,3519,1299,0x40004440,0,0,0,310,519,62,"Tuurem",,,,,,,,"Туурем",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3676,530,3519,1300,0x40004440,0,0,0,0,480,62,"Veil Shienor",,,,,,,,"Гніздів'я Шиенор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3677,530,3519,1301,0x40004440,0,0,0,0,481,62,"Veil Skith",,,,,,,,"Гніздів'я Скит",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3678,530,3519,1302,0x40004440,0,0,0,0,481,62,"Veil Shalas",,,,,,,,"Гніздів'я Шалас",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3679,530,3519,1303,0x40004440,0,0,0,0,481,70,"Skettis",,,,,,,,"Скеттис",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3680,530,3519,1304,0x40004440,0,0,0,0,481,70,"Blackwind Valley",,,,,,,,"Долина Чорного Вітру",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3681,530,3519,1305,0x40004440,0,0,0,337,0,63,"Firewing Point",,,,,,,,"Табір Вогнекрилів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3682,530,3519,1306,0x40004440,0,0,0,0,0,64,"Grangol'var Village",,,,,,,,"Селище Грангол'вар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3683,530,3519,1307,0x40204440,0,0,0,278,0,0,"Stonebreaker Hold",,,,,,,,"Форт Камнеломов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3684,530,3519,1308,0x40204440,0,0,0,279,0,0,"Allerian Stronghold",,,,,,,,"Бастіон Аллерії",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3685,530,3519,1309,0x40004440,0,0,0,0,501,63,"Bonechewer Ruins",,,,,,,,"Руїни Костеглодов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3686,530,3519,1310,0x40004440,0,0,0,0,480,64,"Veil Lithic",,,,,,,,"Гніздів'я Литик",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3687,530,3519,1311,0x40004440,0,0,0,0,0,62,"Olembas",,,,,,,,"Олембас",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3688,530,3519,1312,0x40004440,0,0,402,306,0,65,"Auchindoun",,,,,,,,"Аукіндон",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3689,530,3519,1313,0x40004440,0,0,0,0,0,63,"Veil Reskk",,,,,,,,"Гніздів'я Ресск",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3690,530,3519,1314,0x40004440,0,0,0,0,480,70,"Blackwind Lake",,,,,,,,"Озеро Чорного Вітру",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3691,530,3519,1315,0x40004440,0,0,0,0,0,62,"Lake Ere'Noru",,,,,,,,"Озеро Эре'Нору",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3692,530,3519,1316,0x40004440,0,0,0,0,0,62,"Lake Jorune",,,,,,,,"Озеро Иорун",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3693,530,3519,1317,0x40004440,0,0,0,0,0,62,"Skethyl Mountains",,,,,,,,"Гори Скетил",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3694,530,3519,1318,0x40004440,0,0,0,0,0,62,"Misty Ridge",,,,,,,,"Туманний хребет",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3695,530,3519,1319,0x40004440,0,0,0,0,0,62,"The Broken Hills",,,,,,,,"Порізані пагорби",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3696,530,3519,1320,0x40004440,0,0,0,0,508,62,"The Barrier Hills",,,,,,,,"Пограничные пагорби",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3697,530,3519,1321,0x4000C440,0,0,402,306,0,64,"The Bone Wastes",,,,,,,,"Кістяні Пустки",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3698,559,0,1322,0x10080,0,0,369,243,512,0,"Nagrand Arena",,,,,,,,"Арена Награнду",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3699,530,3518,1323,0x40004440,0,0,0,0,510,65,"Laughing Skull Courtyard",,,,,,,,"Внутрішній двір Веселого Черепа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3700,530,3518,1324,0x40004440,0,0,0,0,510,0,"The Ring of Blood",,,,,,,,"Кільце Крові",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3701,530,3518,1325,0x40004480,0,0,0,0,0,0,"Arena Floor",,,,,,,,"Ринг арени",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3702,562,0,1326,0x10080,0,0,406,243,0,0,"Blade's Edge Arena",,,,,,,,"Арена Лезокраю",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3703,530,0,1327,0x4D28,0,0,409,311,0,0,"Shattrath City",,,,,,,,"Шаттрат",,,,,,,,0xFF01FE,0x6,0,,,0,-500.0,0.600000023842,,
3704,530,3487,1328,0x40000118,0,0,0,0,0,0,"The Shepherd's Gate",,,,,,,,"Ворота Пастыря",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3705,530,3518,1329,0x40004440,0,0,0,0,0,64,"Telaari Basin",,,,,,,,"Котловина Телаари",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3706,269,2366,1330,0x40000000,0,0,0,0,512,0,"The Dark Portal",,,,,,,,"Темний Портал",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3707,534,3606,1331,0x40000000,0,0,0,346,521,0,"Alliance Base",,,,,,,,"База Альянсу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3708,534,3606,1332,0x40000000,0,0,0,347,522,0,"Horde Encampment",,,,,,,,"Табір Орди",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3709,534,3606,1333,0x40000000,0,0,0,0,0,0,"Night Elf Village",,,,,,,,"Селище Нічних Ельфів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3710,534,3606,1334,0x40000000,0,0,0,348,523,0,"Nordrassil",,,,,,,,"Нордрассил",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3711,571,0,1335,0x4440,0,0,461,424,0,76,"Sholazar Basin",,,,,,,,"Низовина Шолазар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3712,530,3523,1336,0x40204440,0,0,0,0,475,0,"Area 52",,,,,,,,"Зона 52",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3713,542,0,1337,0x0,0,0,0,0,0,0,"The Blood Furnace",,,,,,,,"Кузня Кровы",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3714,540,0,1338,0x0,0,0,0,0,0,0,"The Shattered Halls",,,,,,,,"Зруйновані Зали",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
3715,545,0,1339,0x0,0,0,0,0,0,0,"The Steamvault",,,,,,,,"Парове Сховище",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3716,546,0,1340,0x0,0,0,0,0,0,0,"The Underbog",,,,,,,,"Підболоття",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
3717,547,0,1341,0x0,0,0,0,0,0,0,"The Slave Pens",,,,,,,,"Загони Рабів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
3718,530,3521,1342,0x40204440,0,0,0,278,0,0,"Swamprat Post",,,,,,,,"Застава Болотной Щури",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3719,530,3519,1343,0x40004440,0,0,0,0,510,63,"Bleeding Hollow Ruins",,,,,,,,"Руїни Кривавої Порожнечі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3720,530,3521,1344,0x4000C440,0,0,0,0,0,0,"Twin Spire Ruins",,,,,,,,"Руїни Двух Башен",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3721,530,3523,1345,0x40004440,0,0,0,0,0,66,"The Crumbling Waste",,,,,,,,"Гиблый пустырь",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3722,530,3523,1346,0x40004440,0,0,0,0,496,67,"Manaforge Ara",,,,,,,,"Манагорн Ара",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3723,530,3523,1347,0x40004440,0,0,0,0,0,67,"Arklon Ruins",,,,,,,,"Руїни Арклон",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3724,530,3523,1348,0x40204440,0,0,0,0,475,67,"Cosmowrench",,,,,,,,"Космоворот",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3725,530,3523,1349,0x40004440,0,0,0,310,519,67,"Ruins of Enkaat",,,,,,,,"Руїни Энкаата",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3726,530,3523,1350,0x40004440,0,0,0,0,497,67,"Manaforge B'naar",,,,,,,,"Манагорн Б'Наар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3727,530,3523,1351,0x40004440,0,0,0,0,487,68,"The Scrap Field",,,,,,,,"Захламленное полі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3728,530,3523,1352,0x40004440,0,0,0,0,0,68,"The Vortex Fields",,,,,,,,"Вихревые поля",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3729,530,3523,1353,0x40004440,0,0,0,0,0,67,"The Heap",,,,,,,,"Груда",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3730,530,3523,1354,0x40004440,0,0,0,0,498,68,"Manaforge Coruu",,,,,,,,"Манагорн Коруу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3731,530,3523,1355,0x40004440,0,0,0,0,0,69,"The Tempest Rift",,,,,,,,"Пояс Бурь",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3732,530,3523,1356,0x40004440,0,0,0,0,0,69,"Kirin'Var Village",,,,,,,,"Селище Кирин'Вар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3733,530,3523,1357,0x40004440,0,0,0,0,0,0,"The Violet Tower",,,,,,,,"Аметистова вежа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3734,530,3523,1358,0x40004440,0,0,0,0,499,69,"Manaforge Duro",,,,,,,,"Манагорн Даро",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3735,530,3523,1359,0x40004440,0,0,0,0,0,68,"Voidwind Plateau",,,,,,,,"Плато Пустынного Вітри",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3736,530,3523,1360,0x40004440,0,0,0,0,496,0,"Manaforge Ultris",,,,,,,,"Манагорн Ультрис",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3737,530,3523,1361,0x40004440,0,0,0,0,492,69,"Celestial Ridge",,,,,,,,"Небесная хребет",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3738,530,3523,1362,0x40204440,0,0,423,335,489,0,"The Stormspire",,,,,,,,"Штормовая Вершина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3739,530,3523,1363,0x40004440,0,0,0,0,488,68,"Forge Base: Oblivion",,,,,,,,"База Легіону: Забуття",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3740,530,3523,1364,0x40004440,0,0,0,0,487,68,"Forge Base: Gehenna",,,,,,,,"База Легіону: Геенна",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3741,530,3523,1365,0x40004440,0,0,0,0,0,68,"Ruins of Farahlon",,,,,,,,"Руїни Фаралона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3742,530,3523,1366,0x40005440,0,0,0,0,0,70,"Socrethar's Seat",,,,,,,,"Трон Сокретара",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3743,530,3520,1367,0x40004440,0,0,0,0,488,67,"Legion Hold",,,,,,,,"Форт Легіону",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3744,530,3520,1368,0x40204440,0,0,0,278,0,0,"Shadowmoon Village",,,,,,,,"Селище Примарного Місяця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3745,530,3520,1369,0x40204440,0,0,0,279,0,0,"Wildhammer Stronghold",,,,,,,,"Цитадель Громового Молота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3746,530,3520,1370,0x40004440,0,0,0,0,0,67,"The Hand of Gul'dan",,,,,,,,"Рука Гул'дана",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3747,530,3520,1371,0x40004440,0,0,0,0,0,67,"The Fel Pits",,,,,,,,"Ямы Скверни",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3748,530,3520,1372,0x40004440,0,0,0,0,0,68,"The Deathforge",,,,,,,,"Кузня Смерті",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3749,530,3520,1373,0x40004440,0,0,0,0,0,68,"Coilskar Cistern",,,,,,,,"Водохранилище Зміїних Кілець",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3750,530,3520,1374,0x40004440,0,0,0,0,0,68,"Coilskar Point",,,,,,,,"Табір Зміїних Кілець",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3751,530,3520,1375,0x40004440,0,0,0,0,0,67,"Sunfire Point",,,,,,,,"Пік Сонячного Полум'я",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3752,530,3520,1376,0x40004440,0,0,0,0,507,67,"Illidari Point",,,,,,,,"Аванпост Іллідарі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3753,530,3520,1377,0x40004440,0,0,0,0,0,67,"Ruins of Baa'ri",,,,,,,,"Руїни Баа'ри",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3754,530,3520,1378,0x40204440,0,0,0,310,0,0,"Altar of Sha'tar",,,,,,,,"Вівтар Ша'тар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3755,530,3520,1379,0x40004440,0,0,0,0,0,69,"The Stair of Doom",,,,,,,,"Ступени Фатума",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3756,530,3520,1380,0x40004440,0,0,0,0,0,67,"Ruins of Karabor",,,,,,,,"Руїни Карабора",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3757,530,3520,1381,0x40004440,0,0,0,0,0,69,"Ata'mal Terrace",,,,,,,,"Тераса Ата'мала",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3758,530,3520,1382,0x40004440,0,0,0,0,491,67,"Netherwing Fields",,,,,,,,"Поля Крил Порожнечі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3759,530,3520,1383,0x40005440,0,0,0,0,492,70,"Netherwing Ledge",,,,,,,,"Кряж Крил Порожнечі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3760,530,3518,1384,0x40004440,0,0,0,0,0,64,"The Barrier Hills",,,,,,,,"Пограничные пагорби",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3761,530,3518,1385,0x40004440,0,0,0,0,0,0,"The High Path",,,,,,,,"Верхний шлях",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3762,530,3518,1386,0x40004440,0,0,0,0,0,0,"Windyreed Pass",,,,,,,,"Перевал Трепещущего Тростника",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3763,530,3518,1387,0x40004440,0,0,0,0,0,0,"Zangar Ridge",,,,,,,,"Хребет Зангара",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3764,530,3518,1388,0x40004440,0,0,0,0,487,70,"The Twilight Ridge",,,,,,,,"Сутінкова хребет",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3765,530,3483,1389,0x40004440,0,0,0,0,0,61,"Razorthorn Trail",,,,,,,,"Дорога Гострого Шипа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3766,530,3521,1390,0x40204440,0,0,0,310,0,0,"Orebor Harborage",,,,,,,,"Прихисток Оребор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3767,530,3522,1391,0x40004440,0,0,406,0,0,0,"Blades' Run",,,,,,,,"Скеляста Стежка",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3768,530,3522,1392,0x40004440,0,0,407,312,0,69,"Jagged Ridge",,,,,,,,"Зазубренная хребет",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3769,530,3522,1393,0x40204440,0,0,407,278,0,0,"Thunderlord Stronghold",,,,,,,,"Оплот Громоборцев",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3770,530,3522,1394,0x40004440,0,0,403,0,0,0,"Blade Tooth Canyon",,,,,,,,"Каньйон Гострого Зуба",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3771,530,3522,1395,0x40004440,0,0,408,307,0,65,"The Living Grove",,,,,,,,"Живий гай",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3772,530,3522,1396,0x40204440,0,0,408,307,511,0,"Sylvanaar",,,,,,,,"Сильванаар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3773,530,3522,1397,0x40004440,0,0,406,0,508,67,"Bladespire Hold",,,,,,,,"Форт Камнерогов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3774,530,3522,1398,0x40004440,0,0,406,0,0,67,"Gruul's Lair",,,,,,,,"Лігво Груула",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
3775,530,3522,1399,0x40004440,0,0,406,0,0,66,"Circle of Blood",,,,,,,,"Криваве Коло",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3776,530,3522,1400,0x40004440,0,0,406,0,508,66,"Bloodmaul Outpost",,,,,,,,"Застава Кривавого Молота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3777,530,3522,1401,0x40004440,0,0,406,0,508,67,"Bloodmaul Camp",,,,,,,,"Табір Кривавого Молота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3778,530,3522,1402,0x40004440,0,0,406,0,510,66,"Draenethyst Mine",,,,,,,,"Дренетистовые копальні",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3779,530,3522,1403,0x40004440,0,0,406,0,510,67,"Trogma's Claim",,,,,,,,"Ділянка Трогмы",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3780,530,3522,1404,0x40004440,0,0,406,0,510,67,"Blackwing Coven",,,,,,,,"Печера Крила Темряви",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3781,530,3522,1405,0x40004440,0,0,407,312,481,67,"Grishnath",,,,,,,,"Гришнат",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3782,530,3522,1406,0x40004440,0,0,407,312,480,65,"Veil Lashh",,,,,,,,"Гніздів'я Лашш",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3783,530,3522,1407,0x40004440,0,0,407,312,481,67,"Veil Vekh",,,,,,,,"Гніздів'я Векх",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3784,530,3522,1408,0x40004440,0,0,406,0,487,70,"Forge Camp: Terror",,,,,,,,"Табір Легіону: Жах",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3785,530,3522,1409,0x40004440,0,0,406,0,488,70,"Forge Camp: Wrath",,,,,,,,"Табір Легіону: Гнів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3786,530,3522,1410,0x40204440,0,0,406,0,533,66,"Ogri'la",,,,,,,,"Огрі'ла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3787,530,3522,1411,0x40004440,0,0,406,0,487,70,"Forge Camp: Anger",,,,,,,,"Табір Легіону: Злоба",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3788,530,3518,1412,0x40004440,0,0,0,0,0,0,"The Low Path",,,,,,,,"Нижній шлях",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3789,555,0,1413,0x0,0,0,0,0,0,0,"Shadow Labyrinth",,,,,,,,"Темний Лабіринт",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3790,558,0,1414,0x0,0,0,0,0,0,0,"Auchenai Crypts",,,,,,,,"Аукенайські гробниці",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3791,556,0,1415,0x0,0,0,0,0,0,0,"Sethekk Halls",,,,,,,,"Сетеккські Зали",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
3792,557,0,1416,0x0,0,0,0,0,0,0,"Mana-Tombs",,,,,,,,"Гробниці Мани",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
3793,530,3483,1417,0x40004440,0,0,0,0,0,58,"Felspark Ravine",,,,,,,,"Ущелина Спалаху Скверни",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3794,530,3483,1418,0x40004440,0,0,0,0,0,58,"Valley of Bones",,,,,,,,"Долина Костей",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3795,530,3483,1419,0x40004440,0,0,0,0,0,61,"Sha'naari Wastes",,,,,,,,"Пустка Ша'наари",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
