long,long,long,str,
91835,22163,1,"Бурра",
95586,22163,2,"Бурру",
99337,22163,3,"Бурра",
103088,22163,4,"Бурром",
106839,22163,5,"Бурре",
91836,22164,1,"Бушующего вихря",
95587,22164,2,"Бушующему вихрю",
99338,22164,3,"Бушующего вихря",
103089,22164,4,"Бушующим вихорем",
106840,22164,5,"Бушующем вихорі",
91837,22165,1,"Быстролапого заразня",
95588,22165,2,"Быстролапому заразню",
99339,22165,3,"Быстролапого заразня",
103090,22165,4,"Быстролапым заразнем",
106841,22165,5,"Быстролапом заразне",
91838,22166,1,"Быстролапого членистонога",
95589,22166,2,"Быстролапому членистоногу",
99340,22166,3,"Быстролапого членистонога",
103091,22166,4,"Быстролапым членистоногом",
106842,22166,5,"Быстролапом членистоноге",
91839,22167,1,"Бэзила Кроу",
95590,22167,2,"Бэзилу Кроу",
99341,22167,3,"Бэзила Кроу",
103092,22167,4,"Бэзилом Кроу",
106843,22167,5,"Бэзиле Кроу",
91840,22168,1,"Бэлка",
95591,22168,2,"Бэлку",
99342,22168,3,"Бэлка",
103093,22168,4,"Бэлком",
106844,22168,5,"Бэлке",
91841,22169,1,"бэмбы",
95592,22169,2,"бэмбе",
99343,22169,3,"бэмбу",
103094,22169,4,"бэмбой",
106845,22169,5,"бэмбе",
91842,22170,1,"Вабады Белый Цветок",
95593,22170,2,"Вабаде Белый Цветок",
99344,22170,3,"Вабаду Белый Цветок",
103095,22170,4,"Вабадой Белый Цветок",
106846,22170,5,"Вабаде Белый Цветок",
91843,22171,1,"Валадена Срібного Клинка",
95594,22171,2,"Валадену Срібному Клинку",
99345,22171,3,"Валадена Срібний Клинок",
103096,22171,4,"Валаденом Срібним Клинком",
106847,22171,5,"Валадене Срібному Клинку",
91844,22172,1,"Валгардского ружейника",
95595,22172,2,"Валгардскому ружейнику",
99346,22172,3,"Валгардского ружейника",
103097,22172,4,"Валгардским ружейником",
106848,22172,5,"Валгардском ружейнике",
91845,22173,1,"Валдурана",
95596,22173,2,"Валдурану",
99347,22173,3,"Валдурана",
103098,22173,4,"Валдураном",
106849,22173,5,"Валдуране",
91846,22174,1,"Валери Лангром",
95597,22174,2,"Валери Лангром",
99348,22174,3,"Валери Лангром",
103099,22174,4,"Валери Лангром",
106850,22174,5,"Валери Лангром",
91847,22175,1,"Валиры Сангвинар",
95598,22175,2,"Валире Сангвинар",
99349,22175,3,"Валиру Сангвинар",
103100,22175,4,"Валирой Сангвинар",
106851,22175,5,"Валире Сангвинар",
91848,22176,1,"Валока Праведного",
95599,22176,2,"Валоку Праведному",
99350,22176,3,"Валока Праведного",
103101,22176,4,"Валоком Праведным",
106852,22176,5,"Валоке Праведном",
91849,22177,1,"Вал'киры-вершительницы судеб",
95600,22177,2,"Вал'кире-вершительнице судеб",
99351,22177,3,"Вал'киру-вершительницу судеб",
103102,22177,4,"Вал'кирой-вершительницей судеб",
106853,22177,5,"Вал'кире-вершительнице судеб",
91850,22178,1,"Валхальского варгула",
95601,22178,2,"Валхальскому варгулу",
99352,22178,3,"Валхальского варгула",
103103,22178,4,"Валхальским варгулом",
106854,22178,5,"Валхальском варгуле",
91851,22179,1,"Вальгардского грифона",
95602,22179,2,"Вальгардскому грифону",
99353,22179,3,"Вальгардского грифона",
103104,22179,4,"Вальгардским грифоном",
106855,22179,5,"Вальгардском грифоне",
91852,22180,1,"Вальгардского наездника на грифоне",
95603,22180,2,"Вальгардскому наезднику на грифоне",
99354,22180,3,"Вальгардского наездника на грифоне",
103105,22180,4,"Вальгардским наездником на грифоне",
106856,22180,5,"Вальгардском наезднике на грифоне",
91853,22181,1,"Валькирионского стога сена",
95604,22181,2,"Валькирионскому стогу сена",
99355,22181,3,"Валькирионский стог сена",
103106,22181,4,"Валькирионским стогом сена",
106857,22181,5,"Валькирионском стоге сена",
91854,22182,1,"Валькирионского претендент",
95605,22182,2,"Валькирионскому претендент",
99356,22182,3,"Валькирионского претендент",
103107,22182,4,"Валькирионским претендент",
106858,22182,5,"Валькирионском претендент",
91855,22183,1,"Валькирионского наїзник на драконі",
95606,22183,2,"Валькирионскому наїзник на драконі",
99357,22183,3,"Валькирионского наїзник на драконі",
103108,22183,4,"Валькирионским наїзник на драконі",
106859,22183,5,"Валькирионском наїзник на драконі",
91856,22184,1,"Валь'кирской воїтельки",
95607,22184,2,"Валь'кирской воїтельці",
99358,22184,3,"Валь'кирскую воїтельку",
103109,22184,4,"Валь'кирской воїтелькою",
106860,22184,5,"Валь'кирской воїтельці",
91857,22185,1,"Вальнка Ветрояра",
95608,22185,2,"Вальнку Ветрояру",
99359,22185,3,"Вальнка Ветрояра",
103110,22185,4,"Вальнком Ветрояром",
106861,22185,5,"Вальнке Ветрояре",
91858,22186,1,"Вальтера Уайтфорда",
95609,22186,2,"Вальтеру Уайтфорду",
99360,22186,3,"Вальтера Уайтфорда",
103111,22186,4,"Вальтером Уайтфордом",
106862,22186,5,"Вальтере Уайтфорде",
91859,22187,1,"Вальтора з Пал'ии",
95610,22187,2,"Вальтору з Пал'ии",
99361,22187,3,"Вальтора з Пал'ии",
103112,22187,4,"Вальтором з Пал'ии",
106863,22187,5,"Вальторе з Пал'ии",
91860,22188,1,"Вантрина Безжального",
95611,22188,2,"Вантрину Безжалостному",
99362,22188,3,"Вантрина Безжального",
103113,22188,4,"Вантрином Безжалостным",
106864,22188,5,"Вантрине Безжалостном",
91861,22189,1,"Ваны Грей",
95612,22189,2,"Ване Грей",
99363,22189,3,"Вану Грей",
103114,22189,4,"Ваной Грей",
106865,22189,5,"Ване Грей",
91862,22190,1,"Варгастраза",
95613,22190,2,"Варгастразу",
99364,22190,3,"Варгастраза",
103115,22190,4,"Варгастразом",
106866,22190,5,"Варгастразе",
91863,22191,1,"Варгула Судьбоносца",
95614,22191,2,"Варгулу Судьбоносцу",
99365,22191,3,"Варгула Судьбоносца",
103116,22191,4,"Варгулом Судьбоносцем",
106867,22191,5,"Варгуле Судьбоносце",
91864,22192,1,"Варгульского чумокоготя",
95615,22192,2,"Варгульскому чумокоготю",
99366,22192,3,"Варгульского чумокоготя",
103117,22192,4,"Варгульским чумокоготем",
106868,22192,5,"Варгульском чумокоготе",
91865,22193,1,"Варгульского повелителя рун",
95616,22193,2,"Варгульскому повелителю рун",
99367,22193,3,"Варгульского повелителя рун",
103118,22193,4,"Варгульским повелителем рун",
106869,22193,5,"Варгульском повелителе рун",
91866,22194,1,"Варгульского смертохода",
95617,22194,2,"Варгульскому смертоходу",
99368,22194,3,"Варгульского смертохода",
103119,22194,4,"Варгульским смертоходом",
106870,22194,5,"Варгульском смертоходе",
91867,22195,1,"Варгульского противника",
95618,22195,2,"Варгульскому противника",
99369,22195,3,"Варгульского противника",
103120,22195,4,"Варгульским противником",
106871,22195,5,"Варгульском противнике",
91868,22196,1,"Варгульского душегуба",
95619,22196,2,"Варгульскому душегубу",
99370,22196,3,"Варгульского душегуба",
103121,22196,4,"Варгульским душегубом",
106872,22196,5,"Варгульском душегубе",
91869,22197,1,"Варгульской зачумленной гончей",
95620,22197,2,"Варгульской зачумленной гончей",
99371,22197,3,"Варгульскую зачумленную гончую",
103122,22197,4,"Варгульской зачумленной гончей",
106873,22197,5,"Варгульской зачумленной гончей",
91870,22198,1,"Вардмадры",
95621,22198,2,"Вардмадре",
99372,22198,3,"Вардмадру",
103123,22198,4,"Вардмадрой",
106874,22198,5,"Вардмадре",
91871,22199,1,"Варидуса Добывателя Жира",
95622,22199,2,"Варидусу Добывателю Жира",
99373,22199,3,"Варидуса Добывателя Жира",
103124,22199,4,"Варидусом Добывателем Жира",
106875,22199,5,"Варидусе Добывателе Жира",
91872,22200,1,"Варлама",
95623,22200,2,"Варламу",
99374,22200,3,"Варлама",
103125,22200,4,"Варламом",
106876,22200,5,"Варламе",
91873,22201,1,"Вароса Захмарного Мандрівника",
95624,22201,2,"Варосу Заоблачному Страннику",
99375,22201,3,"Вароса Захмарного Мандрівника",
103126,22201,4,"Варосом Заоблачным Странником",
106877,22201,5,"Варосе Заоблачном Страннике",
91874,22202,1,"Вартука",
95625,22202,2,"Вартуку",
99376,22202,3,"Вартука",
103127,22202,4,"Вартуком",
106878,22202,5,"Вартуке",
91875,22203,1,"Васа Нестабильного",
95626,22203,2,"Васу Нестабильному",
99377,22203,3,"Васа Нестабильного",
103128,22203,4,"Васом Нестабильным",
106879,22203,5,"Васе Нестабильном",
91876,22204,1,"Веджамина Эльгуэты",
95627,22204,2,"Веджамину Эльгуэте",
99378,22204,3,"Веджамина Эльгуэту",
103129,22204,4,"Веджамином Эльгуэтой",
106880,22204,5,"Веджамине Эльгуэте",
91877,22205,1,"Ведуна-жерця з клану Истинного Ікла",
95628,22205,2,"Ведуну-жерцю з клану Истинного Ікла",
99379,22205,3,"Ведуна-жерця з клану Истинного Ікла",
103130,22205,4,"Ведуном-жерцем з клану Истинного Ікла",
106881,22205,5,"Ведуне-жерцеві з клану Истинного Ікла",
91878,22206,1,"Ведуна землі і неба",
95629,22206,2,"Ведуну землі і неба",
99380,22206,3,"Ведуна землі і неба",
103131,22206,4,"Ведуном землі і неба",
106882,22206,5,"Ведуне землі і неба",
91879,22207,1,"Ведуньи Високий Пагорб",
95630,22207,2,"Ведунье Високий Пагорб",
99381,22207,3,"Ведунью Високий Пагорб",
103132,22207,4,"Ведуньей Високий Пагорб",
106883,22207,5,"Ведунье Високий Пагорб",
91880,22208,1,"Ведуньи Палуны",
95631,22208,2,"Ведунье Палуне",
99382,22208,3,"Ведунью Палуну",
103133,22208,4,"Ведуньей Палуной",
106884,22208,5,"Ведунье Палуне",
91881,22209,1,"Ведуньи Эйри",
95632,22209,2,"Ведунье Эйри",
99383,22209,3,"Ведунью Эйри",
103134,22209,4,"Ведуньей Эйри",
106885,22209,5,"Ведунье Эйри",
91882,22210,1,"Відьми з стаи Холодного Вітри",
95633,22210,2,"Ведьме з стаи Холодного Вітри",
99384,22210,3,"Ведьму з стаи Холодного Вітри",
103135,22210,4,"Ведьмой з стаи Холодного Вітри",
106886,22210,5,"Ведьме з стаи Холодного Вітри",
91883,22211,1,"Відьми",
95634,22211,2,"Ведьме",
99385,22211,3,"Ведьму",
103136,22211,4,"Ведьмой",
106887,22211,5,"Ведьме",
91884,22212,1,"Відьми з стаи Льодяного Пера",
95635,22212,2,"Ведьме з стаи Льодяного Пера",
99386,22212,3,"Ведьму з стаи Льодяного Пера",
103137,22212,4,"Ведьмой з стаи Льодяного Пера",
106888,22212,5,"Ведьме з стаи Льодяного Пера",
91885,22213,1,"Везучего Вильгельма",
95636,22213,2,"Везучему Вильгельму",
99387,22213,3,"Везучего Вильгельма",
103138,22213,4,"Везучим Вильгельмом",
106889,22213,5,"Везучем Вильгельме",
91886,22214,1,"Вейры Ленгдон",
95637,22214,2,"Вейре Ленгдон",
99388,22214,3,"Вейру Ленгдон",
103139,22214,4,"Вейрой Ленгдон",
106890,22214,5,"Вейре Ленгдон",
91887,22215,1,"Векгара",
95638,22215,2,"Векгару",
99389,22215,3,"Векгара",
103140,22215,4,"Векгаром",
106891,22215,5,"Векгаре",
91888,22216,1,"Великана з Сивих холмов",
95639,22216,2,"Великану з Сивих холмов",
99390,22216,3,"Великана з Сивих холмов",
103141,22216,4,"Великаном з Сивих холмов",
106892,22216,5,"Великане з Сивих холмов",
91889,22217,1,"Великана темных рун",
95640,22217,2,"Великану темных рун",
99391,22217,3,"Великана темных рун",
103142,22217,4,"Великаном темных рун",
106893,22217,5,"Великане темных рун",
91890,22218,1,"Великого батька Махана",
95641,22218,2,"Великому отцу Махану",
99392,22218,3,"Великого батька Махана",
103143,22218,4,"Великим отцом Маханом",
106894,22218,5,"Великом отце Махане",
91891,22219,1,"Великой розбійниці Мулги",
95642,22219,2,"Великой розбійниці Мулге",
99393,22219,3,"Велику розбійницю Мулгу",
103144,22219,4,"Великой розбійницею Мулгой",
106895,22219,5,"Великой розбійниці Мулге",
91892,22220,1,"Великой ведуньи Телестры",
95643,22220,2,"Великой ведунье Телестре",
99394,22220,3,"Велику ведунью Телестру",
103145,22220,4,"Великой ведуньей Телестрою",
106896,22220,5,"Великой ведунье Телестре",
91893,22221,1,"Великой матері Морозной Мглы",
95644,22221,2,"Великой матері Морозной Мгле",
99395,22221,3,"Велику мать Морозную Мглу",
103146,22221,4,"Великой матерью Морозной Мглой",
106897,22221,5,"Великой матері Морозной Мгле",
91894,22222,1,"Великой матері Тайги",
95645,22222,2,"Великой матері Тайге",
99396,22222,3,"Велику мать Тайгу",
103147,22222,4,"Великой матерью Тайгой",
106898,22222,5,"Великой матері Тайге",
91895,22223,1,"Великолепного ковра-самолета",
95646,22223,2,"Великолепному ковру-самолету",
99397,22223,3,"Великолепного килим-літак",
103148,22223,4,"Великолепным ковром-самолетом",
106899,22223,5,"Великолепном ковре-самолете",
91896,22224,1,"Велога Льодяного Вопля",
95647,22224,2,"Велогу Ледяному Воплю",
99398,22224,3,"Велога Льодяної Вопль",
103149,22224,4,"Велогом Ледяным Воплем",
106900,22224,5,"Велоге Ледяном Вопле",
91897,22225,1,"Венди Даррен",
95648,22225,2,"Венди Даррен",
99399,22225,3,"Венди Даррен",
103150,22225,4,"Венди Даррен",
106901,22225,5,"Венди Даррен",
91898,22226,1,"Верануса",
95649,22226,2,"Веранусу",
99400,22226,3,"Верануса",
103151,22226,4,"Веранусом",
106902,22226,5,"Веранусе",
91899,22227,1,"Вербовщика клану Пісні Війни",
95650,22227,2,"Вербовщику клану Пісні Війни",
99401,22227,3,"Вербовщика клану Пісні Війни",
103152,22227,4,"Вербовщиком клану Пісні Війни",
106903,22227,5,"Вербовщике клану Пісні Війни",
91900,22228,1,"Вербовщика Блита",
95651,22228,2,"Вербовщику Блиту",
99402,22228,3,"Вербовщика Блита",
103153,22228,4,"Вербовщиком Блитом",
106904,22228,5,"Вербовщике Блите",
91901,22229,1,"Вербовщика Карвена",
95652,22229,2,"Вербовщику Карвену",
99403,22229,3,"Вербовщика Карвена",
103154,22229,4,"Вербовщиком Карвеном",
106905,22229,5,"Вербовщике Карвене",
91902,22230,1,"Вербовщика Альянсу",
95653,22230,2,"Вербовщику Альянсу",
99404,22230,3,"Вербовщика Альянсу",
103155,22230,4,"Вербовщиком Альянсу",
106906,22230,5,"Вербовщике Альянсу",
91903,22231,1,"Вердисы",
95654,22231,2,"Вердисе",
99405,22231,3,"Вердису",
103156,22231,4,"Вердисой",
106907,22231,5,"Вердисе",
91904,22232,1,"Верета Хитрого",
95655,22232,2,"Верету Хитрому",
99406,22232,3,"Верета Хитрого",
103157,22232,4,"Веретом Хитрым",
106908,22232,5,"Верете Хитром",
91905,22233,1,"Верисы Вітрокрилої",
95656,22233,2,"Верисе Вітрокрилої",
99407,22233,3,"Верису Ветрокрылую",
103158,22233,4,"Верисой Вітрокрилої",
106909,22233,5,"Верисе Вітрокрилої",
91906,22234,1,"Верующего з культу Сутінкового Молота",
95657,22234,2,"Верующему з культу Сутінкового Молота",
99408,22234,3,"Верующего з культу Сутінкового Молота",
103159,22234,4,"Верующим з культу Сутінкового Молота",
106910,22234,5,"Верующем з культу Сутінкового Молота",
91907,22235,1,"Верхнего ствола рудника Вартових Зими",
95658,22235,2,"Верхнему стволу рудника Вартових Зими",
99409,22235,3,"Верхний стовбур рудника Вартових Зими",
103160,22235,4,"Верхним стволом рудника Вартових Зими",
106911,22235,5,"Верхнем стволе рудника Вартових Зими",
91908,22236,1,"Верховного жерця смерті Исидоруса",
95659,22236,2,"Верховному жерцю смерті Исидорусу",
99410,22236,3,"Верховного жерця смерті Исидоруса",
103161,22236,4,"Верховным жерцем смерті Исидорусом",
106912,22236,5,"Верховном жерцеві смерті Исидорусе",
91909,22237,1,"Верховного жерця Талет-Ки",
95660,22237,2,"Верховному жерцю Талет Ке",
99411,22237,3,"Верховного жерця Талет-Ку",
103162,22237,4,"Верховным жерцем Талет-Кой",
106913,22237,5,"Верховном жерцеві Талет-Ке",
91910,22238,1,"Верховного лорда Даріона Могрейна",
95661,22238,2,"Верховному лорду Дариону Могрейну",
99412,22238,3,"Верховного лорда Даріона Могрейна",
103163,22238,4,"Верховным лордом Дарионом Могрейном",
106914,22238,5,"Верховном лорде Дарионе Могрейне",
91911,22239,1,"Верховного лорда Александроса Могрейна",
95662,22239,2,"Верховному лорду Александросу Могрейну",
99413,22239,3,"Верховного лорда Александроса Могрейна",
103164,22239,4,"Верховным лордом Александросом Могрейном",
106915,22239,5,"Верховном лорде Александросе Могрейне",
91912,22240,1,"Верховного лорда Тириона Фордрига",
95663,22240,2,"Верховному лорду Тириону Фордригу",
99414,22240,3,"Верховного лорда Тириона Фордрига",
103165,22240,4,"Верховным лордом Тіріоном Фордригом",
106916,22240,5,"Верховном лорде Тирионе Фордриге",
91913,22241,1,"Верховного мага Етаса Викрадачів Сонця",
95664,22241,2,"Верховному магу Этасу Похитителю Сонця",
99415,22241,3,"Верховного мага Етаса Викрадачів Сонця",
103166,22241,4,"Верховным магом Этасом Похитителем Сонця",
106917,22241,5,"Верховном магу Этасе Похитителе Сонця",
91914,22242,1,"Верховной жриці Туа-Туа",
95665,22242,2,"Верховной жриці Туа Туа",
99416,22242,3,"Верховную жрицю Туа-Туа",
103167,22242,4,"Верховной жрицею Туа-Туа",
106918,22242,5,"Верховной жриці Туа-Туа",
91915,22243,1,"Верховного чародія Савора",
95666,22243,2,"Верховному чародію Савору",
99417,22243,3,"Верховного чародія Савора",
103168,22243,4,"Верховным чародієм Савором",
106919,22243,5,"Верховном чародію Саворе",
91916,22244,1,"Верховного жерця Хавинни",
95667,22244,2,"Верховному жерцю Хавинни",
99418,22244,3,"Верховного жерця Хавинни",
103169,22244,4,"Верховным жерцем Хавинни",
106920,22244,5,"Верховном жерцеві Хавинни",
91917,22245,1,"Верховного тана Балагарды",
95668,22245,2,"Верховному тану Балагарде",
99419,22245,3,"Верховного тана Балагарду",
103170,22245,4,"Верховным таном Балагардой",
106921,22245,5,"Верховном тане Балагарде",
91918,22246,1,"Верховного некролорда Антика",
95669,22246,2,"Верховному некролорду Антику",
99420,22246,3,"Верховного некролорда Антика",
103171,22246,4,"Верховным некролордом Антиком",
106922,22246,5,"Верховном некролорде Антике",
91919,22247,1,"Верховного палача Роса",
95670,22247,2,"Верховному палачу Росу",
99421,22247,3,"Верховного палача Роса",
103172,22247,4,"Верховным палачем Росом",
106923,22247,5,"Верховном палаче Росе",
91920,22248,1,"Верховного инквизитора Валрота",
95671,22248,2,"Верховному инквизитору Валроту",
99422,22248,3,"Верховного инквизитора Валрота",
103173,22248,4,"Верховным инквизитором Валротом",
106924,22248,5,"Верховном инквизиторе Валроте",
91921,22249,1,"Верховного шамана Кровохвата",
95672,22249,2,"Верховному шаману Кровохвату",
99423,22249,3,"Верховного шамана Кровохвата",
103174,22249,4,"Верховным шаманом Кровохватом",
106925,22249,5,"Верховном шамані Кровохвате",
91922,22250,1,"Верховного сектанта Геренна",
95673,22250,2,"Верховному сектанту Геренну",
99424,22250,3,"Верховного сектанта Геренна",
103175,22250,4,"Верховным сектантом Геренном",
106926,22250,5,"Верховном сектанте Геренне",
91923,22251,1,"Верховного жерця Забутих глибин",
95674,22251,2,"Верховному жерцю Забутих глибин",
99425,22251,3,"Верховного жерця Забутих глибин",
103176,22251,4,"Верховным жерцем Забутих глибин",
106927,22251,5,"Верховном жерцеві Забутих глибин",
91924,22252,1,"Верховного мародера Сай",
95675,22252,2,"Верховному мародеру Сай",
99426,22252,3,"Верховного мародера Сай",
103177,22252,4,"Верховным мародером Сай",
106928,22252,5,"Верховном мародере Сай",
91925,22253,1,"Верховного сектанта Зангуса",
95676,22253,2,"Верховному сектанту Зангусу",
99427,22253,3,"Верховного сектанта Зангуса",
103178,22253,4,"Верховным сектантом Зангусом",
106929,22253,5,"Верховном сектанте Зангусе",
91926,22254,1,"Верховного мага Селиндры",
95677,22254,2,"Верховному магу Селиндре",
99428,22254,3,"Верховного мага Селиндру",
103179,22254,4,"Верховным магом Селиндрой",
106930,22254,5,"Верховном магу Селиндре",
91927,22255,1,"Верховного мага Модеры",
95678,22255,2,"Верховному магу Модере",
99429,22255,3,"Верховного мага Модеру",
103180,22255,4,"Верховным магом Модерой",
106931,22255,5,"Верховном магу Модере",
91928,22256,1,"Верховного жерця Андората",
95679,22256,2,"Верховному жерцю Андорату",
99430,22256,3,"Верховного жерця Андората",
103181,22256,4,"Верховным жерцем Андоратом",
106932,22256,5,"Верховном жерцеві Андорате",
91929,22257,1,"Верховного настоятеля Ландргена",
95680,22257,2,"Верховному настоятелю Ландргену",
99431,22257,3,"Верховного настоятеля Ландргена",
103182,22257,4,"Верховным настоятелем Ландргеном",
106933,22257,5,"Верховном настоятеле Ландргене",
91930,22258,1,"Верховного аптекаря Гнилесса",
95681,22258,2,"Верховному аптекарю Гнилессу",
99432,22258,3,"Верховного аптекаря Гнилесса",
103183,22258,4,"Верховным аптекарем Гнилессом",
106934,22258,5,"Верховном аптекаре Гнилессе",
91931,22259,1,"Верховного мага Пентаруса",
95682,22259,2,"Верховному магу Пентарусу",
99433,22259,3,"Верховного мага Пентаруса",
103184,22259,4,"Верховным магом Пентарусом",
106935,22259,5,"Верховном магу Пентарусе",
91932,22260,1,"Верховного адмирала ""Ракушечника"" Йоррика",
95683,22260,2,"Верховному адмиралу ""Ракушечнику"" Йоррику",
99434,22260,3,"Верховного адмирала ""Ракушечника"" Йоррика",
103185,22260,4,"Верховному адмиралу ""Ракушечнику"" Йоррику",
106936,22260,5,"Верховном адмирале ""Ракушечнике"" Йоррике",
91933,22261,1,"Верховного жерця Фортеці Фордрагона",
95684,22261,2,"Верховному жерцю Фортеці Фордрагона",
99435,22261,3,"Верховного жерця Фортеці Фордрагона",
103186,22261,4,"Верховным жерцем Фортеці Фордрагона",
106937,22261,5,"Верховном жерцеві Фортеці Фордрагона",
91934,22262,1,"Верховного шамана Ракжака",
95685,22262,2,"Верховному шаману Ракжаку",
99436,22262,3,"Верховного шамана Ракжака",
103187,22262,4,"Верховным шаманом Ракжаком",
106938,22262,5,"Верховном шамані Ракжаке",
91935,22263,1,"Верховного мага Беринарда",
95686,22263,2,"Верховному магу Беринарду",
99437,22263,3,"Верховного мага Беринарда",
103188,22263,4,"Верховным магом Беринардом",
106939,22263,5,"Верховном магу Беринарде",
91936,22264,1,"Верховного адмирала Вествинда",
95687,22264,2,"Верховному адмиралу Вествинду",
99438,22264,3,"Верховного адмирала Вествинда",
103189,22264,4,"Верховным адмиралом Вествиндом",
106940,22264,5,"Верховном адмирале Вествинде",
91937,22265,1,"Верховного оракула Су-сая",
95688,22265,2,"Верховному оракулу Су саю",
99439,22265,3,"Верховного оракула Су-сая",
103190,22265,4,"Верховным оракулом Су-саем",
106941,22265,5,"Верховном оракуле Су-сае",
91938,22266,1,"Верховного жерця Ят'амона",
95689,22266,2,"Верховному жерцю Ят'амону",
99440,22266,3,"Верховного жерця Ят'амона",
103191,22266,4,"Верховным жерцем Ят'амоном",
106942,22266,5,"Верховном жерцеві Ят'амоне",
91939,22267,1,"Верховного друїда Латориуса",
95690,22267,2,"Верховному друїду Латориусу",
99441,22267,3,"Верховного друїда Латориуса",
103192,22267,4,"Верховным друїдом Латориусом",
106943,22267,5,"Верховном друїді Латориусе",
91940,22268,1,"Верховного жерця Му'фуну",
95691,22268,2,"Верховному жерцю Му'фуну",
99442,22268,3,"Верховного жерця Му'фуну",
103193,22268,4,"Верховным жерцем Му'фуну",
106944,22268,5,"Верховном жерцеві Му'фуну",
91941,22269,1,"Верховного жерця Наферсета",
95692,22269,2,"Верховному жерцю Наферсету",
99443,22269,3,"Верховного жерця Наферсета",
103194,22269,4,"Верховным жерцем Наферсетом",
106945,22269,5,"Верховном жерцеві Наферсете",
91942,22270,1,"Верховного мага Эванор",
95693,22270,2,"Верховному магу Эванор",
99444,22270,3,"Верховного мага Эванор",
103195,22270,4,"Верховным магом Эванор",
106946,22270,5,"Верховном магу Эванор",
91943,22271,1,"Вершительницы правосуддя Джулии Селесты",
95694,22271,2,"Вершительнице правосуддя Джулии Селесте",
99445,22271,3,"Вершительницу правосуддя Джулию Селесту",
103196,22271,4,"Вершительницей правосуддя Джулией Селестой",
106947,22271,5,"Вершительнице правосуддя Джулии Селесте",
91944,22272,1,"Веслекса Вездеключа",
95695,22272,2,"Веслексу Вездеключу",
99446,22272,3,"Веслекса Вездеключа",
103197,22272,4,"Веслексом Вездеключем",
106948,22272,5,"Веслексе Вездеключе",
91945,22273,1,"Весперона",
95696,22273,2,"Весперону",
99447,22273,3,"Весперона",
103198,22273,4,"Веспероном",
106949,22273,5,"Веспероне",
91946,22274,1,"Ветролета Бренна",
95697,22274,2,"Ветролету Бренна",
99448,22274,3,"Ветролет Бренна",
103199,22274,4,"Ветролетом Бренна",
106950,22274,5,"Ветролете Бренна",
91947,22275,1,"Ветролета Феззикса",
95698,22275,2,"Ветролету Феззикса",
99449,22275,3,"Ветролет Феззикса",
103200,22275,4,"Ветролетом Феззикса",
106951,22275,5,"Ветролете Феззикса",
91948,22276,1,"Ветролета Вика",
95699,22276,2,"Ветролету Вика",
99450,22276,3,"Ветролет Вика",
103201,22276,4,"Ветролетом Вика",
106952,22276,5,"Ветролете Вика",
91949,22277,1,"Ветролета Верховного мага Пентаруса",
95700,22277,2,"Ветролету Верховного мага Пентаруса",
99451,22277,3,"Ветролет Верховного мага Пентаруса",
103202,22277,4,"Ветролетом Верховного мага Пентаруса",
106953,22277,5,"Ветролете Верховного мага Пентаруса",
91950,22278,1,"Ветрояра з Фортеці Завоевателей",
95701,22278,2,"Ветрояру з Фортеці Завоевателей",
99452,22278,3,"Ветрояра з Фортеці Завоевателей",
103203,22278,4,"Ветрояром з Фортеці Завоевателей",
106954,22278,5,"Ветрояре з Фортеці Завоевателей",
91951,22279,1,"Вечного Спостерігача",
95702,22279,2,"Вечному Наблюдателю",
99453,22279,3,"Вечного Спостерігача",
103204,22279,4,"Вечным Наблюдателем",
106955,22279,5,"Вечном Наблюдателе",
91952,22280,1,"Взореня Хаоса, Сонячний Колодязь",
95703,22280,2,"Взореню Хаоса, Сонячний Колодязь",
99454,22280,3,"Взореня Хаоса, Сонячний Колодязь",
103205,22280,4,"Взоренем Хаоса,м Сонячний Колодязь",
106956,22280,5,"Взорене Хаоса, Сонячний Колодязь",
91953,22281,1,"Взрослого пещерного паука",
95704,22281,2,"Взрослому пещерному пауку",
99455,22281,3,"Взрослого пещерного паука",
103206,22281,4,"Взрослым пещерным пауком",
106957,22281,5,"Взрослом пещерном пауке",
91954,22282,1,"Взрывоопасного губителя Сквернопламени, Сонячний Колодязь",
95705,22282,2,"Взрывоопасному губителю Сквернопламени, Сонячний Колодязь",
99456,22282,3,"Взрывоопасного губителя Сквернопламени, Сонячний Колодязь",
103207,22282,4,"Взрывоопасным губителем Сквернопламени,, Сонячний Колодязь",
106958,22282,5,"Взрывоопасном губителе Сквернопламени, Сонячний Колодязь",
91955,22283,1,"Взрывоопасного вурдалака",
95706,22283,2,"Взрывоопасному вурдалаку",
99457,22283,3,"Взрывоопасного вурдалака",
103208,22283,4,"Взрывоопасным вурдалаком",
106959,22283,5,"Взрывоопасном вурдалаке",
91956,22284,1,"Виверны клану Пісні Війни",
95707,22284,2,"Виверне клану Пісні Війни",
99458,22284,3,"Виверну клану Пісні Війни",
103209,22284,4,"Виверной клану Пісні Війни",
106960,22284,5,"Виверне клану Пісні Війни",
91957,22285,1,"Видавшего види летательного аппарата",
95708,22285,2,"Видавшему види летательному аппарату",
99459,22285,3,"Видавшего види летательного аппарата",
103210,22285,4,"Видавшим види летательным аппаратом",
106961,22285,5,"Видавшем види летательном аппарате",
91958,22286,1,"Видения духа предсказателя Печального Путника",
95709,22286,2,"Видению духа предсказателя Печального Путника",
