long,long,long,long,long,long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,long,long,long,
3810,161,1,529,1,0,0,0,0,"Подолання дефіциту в 500 ресурсів",,,,,,,,"Подолання дефіциту в 500 ресурсів",,,,,,,,0xFF01FE,2,0,0,0,7,
3868,153,72,182956,1,0,0,0,0,"Косяк окуня",,,,,,,,"Косяк окуня",,,,,,,,0xFF01FE,2,0,0,0,7,
3889,1262,8,1195,0,0,0,0,0,"Тінь Предателя",,,,,,,,"Тінь Предателя",,,,,,,,0xFF01FE,0,0,0,0,7,
3921,1274,8,1195,0,0,0,0,0,"Тінь Предателя",,,,,,,,"Тінь Предателя",,,,,,,,0xFF01FE,0,0,0,0,7,
3945,1283,8,634,0,0,0,0,0,"Гномреган",,,,,,,,"Гномреган",,,,,,,,0xFF01FE,0,0,0,0,7,
3970,1284,8,653,0,0,0,0,0,"Зали Сетекк",,,,,,,,"Зали Сетекк",,,,,,,,0xFF01FE,0,0,0,0,7,
4020,1286,8,696,0,0,0,0,0,"Фортеця Бурі",,,,,,,,"Фортеця Бурі",,,,,,,,0xFF01FE,0,0,0,0,7,
4029,1287,8,674,0,0,0,0,0,"Зали Сетекк, героїчний режим",,,,,,,,"Зали Сетекк, героїчний режим",,,,,,,,0xFF01FE,0,0,0,0,7,
4046,1288,8,483,0,0,0,0,0,"Аметистова Фортеця",,,,,,,,"Аметистова Фортеця",,,,,,,,0xFF01FE,0,0,0,0,7,
4062,1289,8,494,0,0,0,0,0,"Аметистова Фортеця, героїчний режим",,,,,,,,"Аметистова Фортеця, героїчний режим",,,,,,,,0xFF01FE,0,0,0,0,7,
4128,1264,43,1476,0,0,0,0,0,"Холодарра",,,,,,,,"Холодарра",,,,,,,,0xFF01FE,0,0,0,0,7,
4142,1263,43,1502,0,0,0,0,0,"Табір Скалаваг",,,,,,,,"Табір Скалаваг",,,,,,,,0xFF01FE,0,0,0,0,7,
4165,1265,43,1494,0,0,0,0,0,"Опора Світла",,,,,,,,"Опора Світла",,,,,,,,0xFF01FE,0,0,0,0,7,
4184,1266,43,1472,0,0,0,0,0,"Святилище Червоного Ікла",,,,,,,,"Святилище Червоного Ікла",,,,,,,,0xFF01FE,0,0,0,0,7,
4198,1267,43,1536,0,0,0,0,0,"Вівтар Мам'Тота",,,,,,,,"Вівтар Мам'Тота",,,,,,,,0xFF01FE,0,0,0,0,7,
4212,1268,43,1550,0,0,0,0,0,"Прихисток Голосу Дощу",,,,,,,,"Прихисток Голосу Дощу",,,,,,,,0xFF01FE,0,0,0,0,7,
4272,684,36,17067,1,0,0,0,0,"Древній Краекутьный гримуар",,,,,,,,"Древній Краекутьный гримуар",,,,,,,,0xFF01FE,2,0,0,0,7,
4294,345,41,929,0,0,0,0,0,"Лікувальне зілля",,,,,,,,"Лікувальне зілля",,,,,,,,0xFF01FE,0,0,0,0,7,
4316,922,41,20002,0,0,0,0,0,"Сильное зілля спокойного сну",,,,,,,,"Сильное зілля спокойного сну",,,,,,,,0xFF01FE,0,0,0,0,7,
4342,923,41,34537,0,0,0,0,0,"Еліксир з кровяники",,,,,,,,"Еліксир з кровяники",,,,,,,,0xFF01FE,0,0,0,0,7,
4414,811,41,40084,0,0,0,0,0,"Настій бесконечной люті",,,,,,,,"Настій бесконечной люті",,,,,,,,0xFF01FE,0,0,0,0,7,
4453,687,27,8627,1,0,0,0,0,"Кираса Мстителя",,,,,,,,"Кираса Мстителя",,,,,,,,0xFF01FE,2,0,0,0,7,
4510,1311,0,18686,1,0,0,0,0,"Вісник рока Джурим",,,,,,,,"Вісник рока Джурим",,,,,,,,0xFF01FE,0,0,0,0,7,
4546,686,36,18814,1,0,0,0,0,"Колье Повелителя Вогню",,,,,,,,"Колье Повелителя Вогню",,,,,,,,0xFF01FE,2,0,0,0,7,
4566,685,36,19364,1,0,0,0,0,"Ашканди, великий меч Братства",,,,,,,,"Ашканди, великий меч Братства",,,,,,,,0xFF01FE,2,0,0,0,7,
4602,698,36,34332,1,0,0,0,0,"Клобук Гул'дана",,,,,,,,"Клобук Гул'дана",,,,,,,,0xFF01FE,2,0,0,0,7,
4623,695,36,30903,1,0,0,0,0,"Набедренники Бесконечной люті",,,,,,,,"Набедренники Бесконечной люті",,,,,,,,0xFF01FE,2,0,0,0,7,
4725,812,41,5511,0,0,0,0,0,"Малий камінь здоров'я (0)",,,,,,,,"Малий камінь здоров'я (0)",,,,,,,,0xFF01FE,0,0,0,0,7,
4743,924,46,1098,42000,0,0,0,0,"Звеличення у Лицарів Чорного Клинка",,,,,,,,"Звеличення у Лицарів Чорного Клинка",,,,,,,,0xFF01FE,0,0,0,0,7,
4756,925,46,1038,42000,0,0,0,0,"Звеличення в Огри'ле",,,,,,,,"Звеличення в Огри'ле",,,,,,,,0xFF01FE,0,0,0,0,7,
4774,927,49,9,1,0,0,0,0,"Епічне рукавиці",,,,,,,,"Епічне рукавиці",,,,,,,,0xFF01FE,0,0,0,0,7,
4793,697,36,32525,1,0,0,0,0,"Клобук Верховного повелителя Іллідарі",,,,,,,,"Клобук Верховного повелителя Іллідарі",,,,,,,,0xFF01FE,2,0,0,0,7,
4823,696,36,29987,1,0,0,0,0,"Рукавиці Сонячного короля",,,,,,,,"Рукавиці Сонячного короля",,,,,,,,0xFF01FE,2,0,0,0,7,
4853,694,36,30103,1,0,0,0,0,"Ікло Вайш",,,,,,,,"Ікло Вайш",,,,,,,,0xFF01FE,2,0,0,0,7,
4880,693,36,28777,1,0,0,0,0,"Плащ Покорителя Порожнечі",,,,,,,,"Плащ Покорителя Порожнечі",,,,,,,,0xFF01FE,2,0,0,0,7,
4912,692,36,28803,1,0,0,0,0,"Клобук Дыхания Природи",,,,,,,,"Клобук Дыхания Природи",,,,,,,,0xFF01FE,2,0,0,0,7,
4954,107,78,0,0,0,0,0,0,"Механізм",,,,,,,,"Механізм",,,,,,,,0xFF01FE,0,0,0,0,7,
4971,796,28,2006,0,0,0,0,0,"Воскресіння (рівень 1)",,,,,,,,"Воскресіння (рівень 1)",,,,,,,,0xFF01FE,0,0,0,0,7,
4977,798,28,20484,0,0,0,0,0,"Відродження (рівень 1)",,,,,,,,"Відродження (рівень 1)",,,,,,,,0xFF01FE,0,0,0,0,7,
4983,1229,28,50769,0,0,0,0,0,"Оживление (рівень 1)",,,,,,,,"Оживление (рівень 1)",,,,,,,,0xFF01FE,0,0,0,0,7,
4998,350,68,176499,0,0,0,0,0,"Портал в Оргріммар",,,,,,,,"Портал в Оргріммар",,,,,,,,0xFF01FE,0,0,0,0,7,
5026,388,70,0,50,0,0,0,0,"Тераса Торговцев",,,,,,,,"Тераса Торговцев",,,,,,,,0xFF01FE,3,0,0,0,7,
5037,1006,70,0,50,0,0,0,0,"Вершина Духів",,,,,,,,"Вершина Духів",,,,,,,,0xFF01FE,3,0,0,0,7,
5051,1360,8,38,1,0,0,0,0,"Верхів'я Грозової Гряди",,,,,,,,"Верхів'я Грозової Гряди",,,,,,,,0xFF01FE,0,0,0,0,7,
5059,1307,27,9000,1,0,0,0,0,"Сладкое – на закуску",,,,,,,,"Сладкое – на закуску",,,,,,,,0xFF01FE,2,0,0,0,7,
5085,284,36,20569,1,0,0,0,0,"Тонка жіноча маска орка",,,,,,,,"Тонка жіноча маска орка",,,,,,,,0xFF01FE,0,0,0,0,7,
5147,1396,27,13018,1,0,0,0,0,"Предок Сандрин в Таборі у озера",,,,,,,,"Предок Сандрин в Таборі у озера",,,,,,,,0xFF01FE,0,0,0,0,7,
5259,910,27,13017,1,0,0,0,0,"Предок Яртен в Фортеці Утгард",,,,,,,,"Предок Яртен в Фортеці Утгард",,,,,,,,0xFF01FE,0,0,0,0,7,
5296,1457,43,1602,0,0,0,0,0,"Аметистова застава",,,,,,,,"Аметистова застава",,,,,,,,0xFF01FE,0,0,0,0,7,
5298,45,8,1457,0,0,0,0,0,"Ліс Кришталевої Пісні",,,,,,,,"Ліс Кришталевої Пісні",,,,,,,,0xFF01FE,0,0,0,0,7,
5319,926,46,889,42000,0,0,0,0,"Звеличення у Всадников Пісні Війни",,,,,,,,"Звеличення у Всадников Пісні Війни",,,,,,,,0xFF01FE,0,0,0,0,7,
5334,1466,46,890,42000,0,0,0,0,"Звеличення у Срібнокрилих Вартових",,,,,,,,"Звеличення у Срібнокрилих Вартових",,,,,,,,0xFF01FE,0,0,0,0,7,
5463,1467,0,26693,1,0,0,0,0,"Скаді Безжальний",,,,,,,,"Скаді Безжальний",,,,,,,,0xFF01FE,0,0,0,0,7,
5557,1199,40,755,1,0,0,0,0,"Ювелірна справа",,,,,,,,"Ювелірна справа",,,,,,,,0xFF01FE,0,0,0,0,7,
5571,1201,7,755,450,0,0,0,0,"Ювелірна справа",,,,,,,,"Ювелірна справа",,,,,,,,0xFF01FE,0,0,0,0,7,
5582,1202,7,473,400,0,0,0,0,"Кулачна",,,,,,,,"Кулачна",,,,,,,,0xFF01FE,0,0,0,0,7,
5623,1103,0,29120,1,0,0,0,0,"Ануб'арак",,,,,,,,"Ануб'арак",,,,,,,,0xFF01FE,0,0,0,0,7,
5668,1516,8,878,0,0,0,0,0,"Рибка не вислизнула",,,,,,,,"Рибка не вислизнула",,,,,,,,0xFF01FE,0,0,0,0,7,
5686,1517,72,192052,1,0,0,0,0,"Косяк королевского морского дьявола",,,,,,,,"Косяк королевского морского дьявола",,,,,,,,0xFF01FE,0,0,0,0,7,
5779,291,110,44212,1,0,0,0,0,"Орк",,,,,,,,"Орк",,,,,,,,0xFF01FE,0,0,0,0,7,
5826,1656,8,1261,0,0,0,0,0,"Безумство Г.Л.А.Д.О.С.Т.І.",,,,,,,,"Безумство Г.Л.А.Д.О.С.Т.І.",,,,,,,,0xFF01FE,0,0,0,0,7,
5838,1657,8,1261,0,0,0,0,0,"Безумство Г.Л.А.Д.О.С.Т.І.",,,,,,,,"Безумство Г.Л.А.Д.О.С.Т.І.",,,,,,,,0xFF01FE,0,0,0,0,7,
5849,1269,43,1587,0,0,0,0,0,"Мінне поле Свечекрута",,,,,,,,"Мінне поле Свечекрута",,,,,,,,0xFF01FE,0,0,0,0,7,
5865,1270,43,1566,0,0,0,0,0,"Каньйон Загибелі Сіндрагоси",,,,,,,,"Каньйон Загибелі Сіндрагоси",,,,,,,,0xFF01FE,0,0,0,0,7,
5879,1658,0,29311,1,0,0,0,0,"Героїчний режим: Глашатай Волаж",,,,,,,,"Героїчний режим: Глашатай Волаж",,,,,,,,0xFF01FE,0,0,0,0,7,
5906,1676,11,4,700,0,0,0,0,"Випалені Землі",,,,,,,,"Випалені Землі",,,,,,,,0xFF01FE,3,0,0,0,7,
5958,1677,11,4,550,0,0,0,0,"Випалені Землі",,,,,,,,"Випалені Землі",,,,,,,,0xFF01FE,3,0,0,0,7,
6010,1678,11,148,700,0,0,0,0,"Темні Береги",,,,,,,,"Темні Береги",,,,,,,,0xFF01FE,3,0,0,0,7,
6105,1680,11,148,685,0,0,0,0,"Темні Береги",,,,,,,,"Темні Береги",,,,,,,,0xFF01FE,3,0,0,0,7,
6219,727,34,22723,0,0,0,0,0,"Чорний бойовий саблезуб",,,,,,,,"Чорний бойовий саблезуб",,,,,,,,0xFF01FE,0,0,0,0,7,
6233,1686,110,26004,1,0,0,0,0,"Брат Краули в Штормвінді",,,,,,,,"Брат Краули в Штормвінді",,,,,,,,0xFF01FE,0,0,0,0,7,
6243,1687,110,44755,1,0,0,0,0,"Гном-маг",,,,,,,,"Гном-маг",,,,,,,,0xFF01FE,0,0,0,0,7,
6256,1689,27,8769,1,0,0,0,0,"Цокаючий подарунок",,,,,,,,"Цокаючий подарунок",,,,,,,,0xFF01FE,2,0,0,0,7,
6269,1691,8,1687,0,0,0,0,0,"Нехай йде сніг!",,,,,,,,"Нехай йде сніг!",,,,,,,,0xFF01FE,0,0,0,0,7,
6281,1692,8,1687,0,0,0,0,0,"Нехай йде сніг!",,,,,,,,"Нехай йде сніг!",,,,,,,,0xFF01FE,0,0,0,0,7,
6286,913,8,609,0,0,0,0,0,"50 монет родоводу",,,,,,,,"50 монет родоводу",,,,,,,,0xFF01FE,0,0,0,0,7,
6318,1699,110,27571,1,0,0,0,0,"Нежить-воїн",,,,,,,,"Нежить-воїн",,,,,,,,0xFF01FE,0,0,0,0,7,
6330,1701,29,70576,1,0,0,0,0,"Ти краще всіх!",,,,,,,,"Ти краще всіх!",,,,,,,,0xFF01FE,0,0,0,0,7,
6358,1693,8,1698,0,0,0,0,0,"Всенародная любов",,,,,,,,"Всенародная любов",,,,,,,,0xFF01FE,0,0,0,0,7,
6371,1707,8,1696,0,0,0,0,0,"Рожеві відблиски феєрверків",,,,,,,,"Рожеві відблиски феєрверків",,,,,,,,0xFF01FE,0,0,0,0,7,
6492,1777,29,58521,1,0,0,0,0,"Мамонтятина не першої свежести",,,,,,,,"Мамонтятина не першої свежести",,,,,,,,0xFF01FE,0,0,0,0,7,
6624,1563,8,1782,0,0,0,0,0,"Повелитель прислужників",,,,,,,,"Повелитель прислужників",,,,,,,,0xFF01FE,0,0,0,0,7,
6625,1784,8,1783,0,0,0,0,0,"Повелитель прислужників",,,,,,,,"Повелитель прислужників",,,,,,,,0xFF01FE,0,0,0,0,7,
6657,1788,41,42430,1,0,0,0,0,"Даларанський пончик",,,,,,,,"Даларанський пончик",,,,,,,,0xFF01FE,0,0,0,0,7,
6667,1792,34,28738,0,0,0,0,0,"Скоростень",,,,,,,,"Скоростень",,,,,,,,0xFF01FE,2,0,0,0,7,
6767,1800,29,43758,1,0,0,0,0,"Буреветчина",,,,,,,,"Буреветчина",,,,,,,,0xFF01FE,0,0,0,0,7,
7148,578,0,15952,1,0,0,0,0,"Мексна",,,,,,,,"Мексна",,,,,,,,0xFF01FE,0,0,0,0,7,
7161,579,0,15952,1,0,0,0,0,"Мексна",,,,,,,,"Мексна",,,,,,,,0xFF01FE,0,0,0,0,7,
7242,1956,68,192866,1,0,0,0,0,"Школи загадкової магії – Некромантия",,,,,,,,"Школи загадкової магії – Некромантия",,,,,,,,0xFF01FE,0,0,0,0,7,
7250,1957,36,43635,1,0,0,0,0,"Золотая монета Кел'Тузада",,,,,,,,"Золотая монета Кел'Тузада",,,,,,,,0xFF01FE,0,0,0,0,7,
7284,2016,27,12314,1,0,0,0,0,"Покінчити з капитаном Зорной!",,,,,,,,"Покінчити з капитаном Зорной!",,,,,,,,0xFF01FE,0,0,0,0,7,
7293,2017,27,12315,1,0,0,0,0,"Покінчити з капитаном Брайтвотером!",,,,,,,,"Покінчити з капитаном Брайтвотером!",,,,,,,,0xFF01FE,0,0,0,0,7,
7306,2019,27,13251,1,0,0,0,0,"Переможний трофей: Мал'Ганіс",,,,,,,,"Переможний трофей: Мал'Ганіс",,,,,,,,0xFF01FE,0,0,0,0,7,
7447,2094,42,43708,1,0,0,0,0,"Медная монета Иллинг Триаса",,,,,,,,"Медная монета Иллинг Триаса",,,,,,,,0xFF01FE,0,0,0,0,7,
7469,2095,42,43683,1,0,0,0,0,"Срібна монета Кадгара",,,,,,,,"Срібна монета Кадгара",,,,,,,,0xFF01FE,0,0,0,0,7,
7501,2136,8,1860,0,0,0,0,0,"Вперед!",,,,,,,,"Вперед!",,,,,,,,0xFF01FE,0,0,0,0,7,
7558,2144,8,1656,0,0,0,0,0,"Нехай святиться ім'я Твоє",,,,,,,,"Нехай святиться ім'я Твоє",,,,,,,,0xFF01FE,0,0,0,0,7,
7565,2145,8,1657,0,0,0,0,0,"Нехай святиться ім'я Твоє",,,,,,,,"Нехай святиться ім'я Твоє",,,,,,,,0xFF01FE,0,0,0,0,7,
7607,2138,8,2179,0,0,0,0,0,"Електричний шок! (25 гравців)",,,,,,,,"Електричний шок! (25 гравців)",,,,,,,,0xFF01FE,0,0,0,0,7,
7610,2137,8,2180,0,0,0,0,0,"Гра на вибування",,,,,,,,"Гра на вибування",,,,,,,,0xFF01FE,0,0,0,0,7,
7648,2194,8,1763,0,0,0,0,0,"Ветеран артиллерии",,,,,,,,"Ветеран артиллерии",,,,,,,,0xFF01FE,0,0,0,0,7,
7660,2195,8,1763,0,0,0,0,0,"Ветеран артиллерии",,,,,,,,"Ветеран артиллерии",,,,,,,,0xFF01FE,0,0,0,0,7,
7712,2199,70,0,10,0,0,0,0,"Затоплене Кільце",,,,,,,,"Затоплене Кільце",,,,,,,,0xFF01FE,0,0,0,0,7,
7730,1752,8,1721,0,0,0,0,0,"Аркавон Вартовий Каменя (гер.)",,,,,,,,"Аркавон Вартовий Каменя (гер.)",,,,,,,,0xFF01FE,0,0,0,0,7,
7788,322,20,28546,0,0,0,0,0,"Ионар",,,,,,,,"Ионар",,,,,,,,0xFF01FE,0,0,0,0,7,
7815,323,20,15952,0,0,0,0,0,"Мексна",,,,,,,,"Мексна",,,,,,,,0xFF01FE,0,0,0,0,7,
7845,324,20,16064,0,0,0,0,0,"Тан Кортазз",,,,,,,,"Тан Кортазз",,,,,,,,0xFF01FE,0,0,0,0,7,
7850,799,28,25590,0,0,0,0,0,"Дух предків",,,,,,,,"Дух предків",,,,,,,,0xFF01FE,0,0,0,0,7,
7856,800,28,48949,0,0,0,0,0,"Спокута",,,,,,,,"Спокута",,,,,,,,0xFF01FE,0,0,0,0,7,
7866,801,28,20759,0,0,0,0,0,"Використання каменя душі",,,,,,,,"Використання каменя душі",,,,,,,,0xFF01FE,0,0,0,0,7,
8106,2256,0,32377,1,0,0,0,0,"Перобас Кровожерливий",,,,,,,,"Перобас Кровожерливий",,,,,,,,0xFF01FE,0,0,0,0,7,
8694,347,41,20222,0,0,0,0,0,"Підсилений пайок Осквернителів",,,,,,,,"Підсилений пайок Осквернителів",,,,,,,,0xFF01FE,2,0,0,0,7,
8824,2336,46,349,42000,0,0,0,0,"Звеличення у Чорного Ворона",,,,,,,,"Звеличення у Чорного Ворона",,,,,,,,0xFF01FE,0,0,0,0,7,
8993,346,41,19318,0,0,0,0,0,"Бутыль води з Альтераку",,,,,,,,"Бутыль води з Альтераку",,,,,,,,0xFF01FE,2,0,0,0,7,
9148,2422,110,61815,1,0,0,0,0,"Орк",,,,,,,,"Орк",,,,,,,,0xFF01FE,0,0,0,0,7,
9305,2557,54,225,1,0,0,0,0,"Огромная жаба",,,,,,,,"Огромная жаба",,,,,,,,0xFF01FE,0,0,0,0,7,
9363,2556,0,32258,1,0,0,0,0,"Золотой жук",,,,,,,,"Золотой жук",,,,,,,,0xFF01FE,0,0,0,0,7,
9753,2758,27,13694,1,0,0,0,0,"",,,,,,,,"",,,,,,,,0xFF01FF,2,0,0,0,7,
9766,2776,8,1721,0,0,0,0,0,"Аркавон Вартовий Каменя (гер.)",,,,,,,,"Аркавон Вартовий Каменя (гер.)",,,,,,,,0xFF01FE,0,0,0,0,7,
9869,2797,8,2436,0,0,0,0,0,"Троянда пустелі",,,,,,,,"Троянда пустелі",,,,,,,,0xFF01FE,0,0,0,0,7,
9875,2798,8,2420,0,0,0,0,0,"Сад чудес",,,,,,,,"Сад чудес",,,,,,,,0xFF01FE,0,0,0,0,7,
9920,2836,28,64813,1,0,0,0,0,"Срібномісяць",,,,,,,,"Срібномісяць",,,,,,,,0xFF01FE,0,0,0,0,7,
9978,1770,0,32930,1,0,0,0,0,"Кологарн",,,,,,,,"Кологарн",,,,,,,,0xFF01FE,0,0,0,0,7,
9979,1756,0,32930,1,0,0,0,0,"Кологарн",,,,,,,,"Кологарн",,,,,,,,0xFF01FE,0,0,0,0,7,
10111,2957,8,3006,0,0,0,0,0,"Божевільна кошатниця",,,,,,,,"Божевільна кошатниця",,,,,,,,0xFF01FE,0,0,0,0,7,
10351,2903,0,33515,1,0,0,0,0,"Ауриайя",,,,,,,,"Ауриайя",,,,,,,,0xFF01FE,0,0,0,0,7,
10363,2904,0,33515,1,0,0,0,0,"Ауриайя",,,,,,,,"Ауриайя",,,,,,,,0xFF01FE,0,0,0,0,7,
10376,2958,8,3007,0,0,0,0,0,"Божевільна кошатниця (25 гравців)",,,,,,,,"Божевільна кошатниця (25 гравців)",,,,,,,,0xFF01FE,0,0,0,0,7,
10878,2090,74,0,1,0,0,0,0,"Смертоносний Гладіатор",,,,,,,,"Смертоносний Гладіатор",,,,,,,,0xFF01FE,2,0,0,0,7,
10968,303,41,39476,1,0,0,0,0,"",,,,,,,,"",,,,,,,,0xFFF3FE,2,0,0,0,7,
11161,3559,110,61781,1,0,0,0,0,"Троль-розбійник",,,,,,,,"Троль-розбійник",,,,,,,,0xFF01FE,0,0,0,0,7,
11263,3478,8,3582,0,0,0,0,0,"Індича навала на Тероккар",,,,,,,,"Індича навала на Тероккар",,,,,,,,0xFF01FE,0,0,0,0,7,
11272,3656,8,3582,0,0,0,0,0,"Індича навала на Тероккар",,,,,,,,"Індича навала на Тероккар",,,,,,,,0xFF01FE,0,0,0,0,7,
11326,3696,27,13727,1,0,0,0,0,"",,,,,,,,"",,,,,,,,0xFFF7FF,2,0,0,0,7,
11508,3857,8,3852,0,0,0,0,0,"Синій ріж! Ні, червоний!",,,,,,,,"Синій ріж! Ні, червоний!",,,,,,,,0xFF01FE,0,0,0,0,7,
11560,3778,28,68575,1,0,0,0,0,"Едрік Чистий",,,,,,,,"Едрік Чистий",,,,,,,,0xFF01FE,0,0,0,0,7,
11755,3957,8,3852,0,0,0,0,0,"Синій ріж! Ні, червоний!",,,,,,,,"Синій ріж! Ні, червоний!",,,,,,,,0xFF01FE,0,0,0,0,7,
11909,3802,28,68206,1,0,0,0,0,"Хромаггус",,,,,,,,"Хромаггус",,,,,,,,0xFF01FE,0,0,0,0,7,
12079,1525,27,13113,1,0,0,0,0,"Пир в Приюте фокусника – Орда",,,,,,,,"Пир в Приюте фокусника – Орда",,,,,,,,0xFF01FE,0,0,0,0,7,
12308,4296,28,68575,1,0,0,0,0,"Едрік Чистий",,,,,,,,"Едрік Чистий",,,,,,,,0xFF01FE,0,0,0,0,7,
12316,4297,28,68575,1,0,0,0,0,"Едрік Чистий",,,,,,,,"Едрік Чистий",,,,,,,,0xFF01FE,0,0,0,0,7,
12324,4298,28,68575,1,0,0,0,0,"Едрік Чистий",,,,,,,,"Едрік Чистий",,,,,,,,0xFF01FE,0,0,0,0,7,
12624,4416,34,67419,0,0,0,0,0,"Детеныш острозуба",,,,,,,,"Детеныш острозуба",,,,,,,,0xFF01FE,2,0,0,0,7,
12684,4456,0,29120,1,0,0,0,0,"Ануб'арак",,,,,,,,"Ануб'арак",,,,,,,,0xFF01FE,0,0,0,0,7,
12804,4556,0,29120,1,0,0,0,0,"Ануб'арак",,,,,,,,"Ануб'арак",,,,,,,,0xFF01FE,0,0,0,0,7,
12883,1695,27,24665,1,0,0,0,0,"",,,,,,,,"",,,,,,,,0xFF01FC,2,0,0,0,7,
12919,4602,8,4536,0,0,0,0,0,"На абордаж!",,,,,,,,"На абордаж!",,,,,,,,0xFF01FE,0,0,0,0,7,
13018,4603,8,4612,0,0,0,0,0,"На абордаж!",,,,,,,,"На абордаж!",,,,,,,,0xFF01FE,0,0,0,0,7,
13364,1526,27,13832,0,0,0,0,0,"Звезда сточных вод",,,,,,,,"Звезда сточных вод",,,,,,,,0xFF01FE,0,0,0,0,7,
13402,4788,34,29615,0,0,0,0,0,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,0,0,7,
13415,4789,36,29125,1,0,0,0,0,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,0,0,7,
89,41,8,40,1,0,0,0,0,"Ціль – Крижана Корона",,,,,,,,"Ціль – Крижана Корона",,,,,,,,0xFF01FE,0,0,0,0,8,
509,627,43,108,1,0,0,0,0,"Озеро Хельмового Ложа",,,,,,,,"Озеро Хельмового Ложа",,,,,,,,0xFF01FE,0,0,0,0,8,
623,116,40,165,2,0,0,0,0,"Шкіряна справа",,,,,,,,"Шкіряна справа",,,,,,,,0xFF01FE,2,0,0,0,8,
657,705,7,136,400,0,0,0,0,"Посохи",,,,,,,,"Посохи",,,,,,,,0xFF01FE,0,0,0,0,8,
766,700,36,18846,1,0,0,0,0,"Знак различия Орди",,,,,,,,"Знак различия Орди",,,,,,,,0xFF01FE,2,0,0,0,8,
786,701,36,18854,1,0,0,0,0,"Знак различия Альянсу",,,,,,,,"Знак различия Альянсу",,,,,,,,0xFF01FE,2,0,0,0,8,
829,728,43,256,1,0,0,0,0,"Громовой хребет",,,,,,,,"Громовой хребет",,,,,,,,0xFF01FE,0,0,0,0,8,
855,731,40,165,3,0,0,0,0,"Шкіряна справа",,,,,,,,"Шкіряна справа",,,,,,,,0xFF01FE,2,0,0,0,8,
866,732,40,165,4,0,0,0,0,"Шкіряна справа",,,,,,,,"Шкіряна справа",,,,,,,,0xFF01FE,2,0,0,0,8,
877,733,40,165,5,0,0,0,0,"Шкіряна справа",,,,,,,,"Шкіряна справа",,,,,,,,0xFF01FE,2,0,0,0,8,
888,734,40,165,6,0,0,0,0,"Шкіряна справа",,,,,,,,"Шкіряна справа",,,,,,,,0xFF01FE,2,0,0,0,8,
899,735,40,165,6,0,0,0,0,"Шкіряна справа",,,,,,,,"Шкіряна справа",,,,,,,,0xFF01FE,2,0,0,0,8,
916,736,43,196,1,0,0,0,0,"Золоті рівнини",,,,,,,,"Золоті рівнини",,,,,,,,0xFF01FE,0,0,0,0,8,
924,750,43,468,1,0,0,0,0,"Ферма Гроль'дома",,,,,,,,"Ферма Гроль'дома",,,,,,,,0xFF01FE,0,0,0,0,8,
954,760,43,448,1,0,0,0,0,"Промерзла печера",,,,,,,,"Промерзла печера",,,,,,,,0xFF01FE,0,0,0,0,8,
968,761,43,568,1,0,0,0,0,"Мост Тандола",,,,,,,,"Мост Тандола",,,,,,,,0xFF01FE,0,0,0,0,8,
1021,765,43,588,1,0,0,0,0,"Палючі Піски",,,,,,,,"Палючі Піски",,,,,,,,0xFF01FE,0,0,0,0,8,
1035,766,43,828,1,0,0,0,0,"Гниючий шрам",,,,,,,,"Гниючий шрам",,,,,,,,0xFF01FE,0,0,0,0,8,
1044,768,43,229,1,0,0,0,0,"Ферма Гаррена",,,,,,,,"Ферма Гаррена",,,,,,,,0xFF01FE,0,0,0,0,8,
1060,769,43,308,1,0,0,0,0,"Гробниця",,,,,,,,"Гробниця",,,,,,,,0xFF01FE,0,0,0,0,8,
1075,770,43,968,1,0,0,0,0,"Ділянка Страждань",,,,,,,,"Ділянка Страждань",,,,,,,,0xFF01FE,0,0,0,0,8,
1088,771,43,887,1,0,0,0,0,"Перехрестя Корина",,,,,,,,"Перехрестя Корина",,,,,,,,0xFF01FE,0,0,0,0,8,
1110,772,43,408,1,0,0,0,0,"Поля Гіллсбраду",,,,,,,,"Поля Гіллсбраду",,,,,,,,0xFF01FE,0,0,0,0,8,
1122,773,43,608,1,0,0,0,0,"Повзуча Руїна",,,,,,,,"Повзуча Руїна",,,,,,,,0xFF01FE,0,0,0,0,8,
1143,775,43,788,1,0,0,0,0,"Драко'дар",,,,,,,,"Драко'дар",,,,,,,,0xFF01FE,0,0,0,0,8,
1153,776,43,128,1,0,0,0,0,"Тыквенное полі Бреквеллов",,,,,,,,"Тыквенное полі Бреквеллов",,,,,,,,0xFF01FE,0,0,0,0,8,
1168,778,43,428,1,0,0,0,0,"Світлий гай",,,,,,,,"Світлий гай",,,,,,,,0xFF01FE,0,0,0,0,8,
1181,779,43,323,1,0,0,0,0,"Хребет Сивих Лап",,,,,,,,"Хребет Сивих Лап",,,,,,,,0xFF01FE,0,0,0,0,8,
1193,780,43,369,1,0,0,0,0,"Долина Ренда",,,,,,,,"Долина Ренда",,,,,,,,0xFF01FE,0,0,0,0,8,
1203,781,43,505,1,0,0,0,0,"Мглистая долина",,,,,,,,"Мглистая долина",,,,,,,,0xFF01FE,0,0,0,0,8,
