long,str,
12624,"Слуга Аркорока",
12625,"Слуга Азори",
12626,"Слуга Грола",
12627,"Слуга Хоргуса",
12628,"Слуга Ілгалара",
12629,"Слуга Разелиха",
12630,"Слуга Севины",
12631,"Слуга Руки",
12632,"Слуга Велдона Барова",
12633,"Служитель Світла",
12634,"Служитель Тіні",
12635,"Серво",
12636,"Сет",
12637,"Вартовий Сеттека",
12638,"Посвященный Сетека",
12639,"Оракул Сетекка",
12640,"Пророк Сетека",
12641,"Враностраж Сеттека",
12642,"Шаман Сетекка",
12643,"Душегуб Сетекка",
12644,"Дух Сетека",
12645,"Лорд Кігтя Сетекка",
12646,"Сефир Древній",
12647,"Сетис",
12648,"Калечер",
12649,"Покалеченный захисник",
12650,"Покалеченный сновидець",
12651,"Покалеченный друїд",
12652,"Покалеченный хранитель",
12653,"Покалеченный спящий",
12654,"Покалеченный дух",
12655,"Северин",
12656,"Сточная слизь",
12657,"Підземний кроколіск",
12658,"Сеймур",
12659,"Шаарубо",
12660,"Тінь Аками",
12661,"Тінь Арана",
12662,"Центральный телепорт Тіні Арана",
12663,"Східний телепорт Тіні Арана",
12664,"Північний телепорт Тіні Арана",
12665,"Северо-восточный телепорт Тіні Арана",
12666,"Северо-западный телепорт Тіні Арана",
12667,"Південний телепорт Тіні Арана",
12668,"Юго-восточный телепорт Тіні Арана",
12669,"Юго-западный телепорт Тіні Арана",
12670,"Західний телепорт Тіні Арана",
12671,"Тінь Элуры",
12672,"Тінь Еранікуса",
12673,"Тінь Хаккара",
12674,"Тінь Наксрамаса",
12675,"Тінь Таэрара",
12676,"Тінь Вершника",
12677,"Шадикит Скользящий",
12678,"Мандрівник Шадо ""Фитц""",
12679,"Скакун тіні",
12680,"Послушник Совета Тіней",
12681,"Темний демон",
12682,"Тіньова расщелина",
12683,"Образ Тіні",
12684,"Владика тіней Зираксис",
12685,"Привид Арана",
12686,"Тінь Рока",
12687,"Пантера Тіні",
12688,"Темний разграбитель",
12689,"Жрець Тіні Алистер",
12690,"Жрець Тіні Сарвис",
12691,"Жриця Тіні Шаи",
12692,"Жриця Тіні Вандис",
12693,"Сутінковий грелль",
12694,"Тотем Тіней",
12695,"Тенезверь",
12696,"Тенекоготь",
12697,"Осененный тенью дух",
12698,"Прожорень Серого Ікла",
12699,"Лунолюб Серого Ікла",
12700,"Ярозуб Серого Ікла",
12701,"Белоголов Серого Ікла",
12702,"Волкостраж Темного Ікла",
12703,"Тенеястреб",
12704,"Тенепес",
12705,"Владика тіней Смертокрик",
12706,"Повелитель тіней Скорбный",
12707,"Тенебрюхая пантера",
12708,"Избранный долини Примарного Місяця",
12709,"Темнопряд долини Примарного Місяця",
12710,"Смертоплет долини Примарного Місяця",
12711,"Піхотинець долини Примарного Місяця",
12712,"Псарь долини Примарного Місяця",
12713,"Примарна Луна: знак Келя",
12714,"Ездовой пес Примарного Місяця",
12715,"Привид долини Примарного Місяця",
12716,"Прикликач долини Примарного Місяця",
12717,"Долина Примарного Місяця: скопление клубней",
12718,"Фауна Долини Примарного Місяця",
12719,"Бойовий пес Примарного Місяця",
12720,"Ревнитель долини Примарного Місяця",
12721,"Браконьер тенешелка",
12722,"Сутінкова пантера",
12723,"Тенелов Кайд",
12724,"Адепт культу преданных Тіні",
12725,"Вірний Тіні культист",
12726,"Драконид Преданных Тіні",
12727,"Присягнувший тьме чорнокнижник",
12728,"Мрачный советник",
12729,"Мрачный убийца",
12730,"Мрачное створення",
12731,"Мрачный женский костюм",
12732,"Мрачный мужской костюм",
12733,"Мрачный кат",
12734,"Мрачный мисливець",
12735,"Мрачный посвященный",
12736,"Мрачный работник",
12737,"Мрачный некромант",
12738,"Мрачный призыватель",
12739,"Мрачный вихор",
12740,"Шадра",
12741,"Шадрек",
12742,"Шэдумбра",
12743,"Шаэлдрин",
12744,"Кошлатий ведмідь",
12745,"Шахьяр",
12746,"Шахрам",
12747,"Шайна Корпии",
12748,"Шалассийский оракул",
12749,"Шалассийский когтестраж",
12750,"Глиношкурый камнедер",
12751,"Глиношкурый потрошитель",
12752,"Наставник шаманів",
12753,"Шанда Прядильщица",
12754,"Шанир",
12755,"Чудовищный образ",
12756,"Шара Блейзен",
12757,"Камнекожий вепрь",
12758,"Ведмідь-клыкощеп",
12759,"Изверг-клыкощеп",
12760,"Шарлиндра",
12761,"Остроклюв",
12762,"Отец Остроклюва",
12763,"Матір Остроклюва",
12764,"Меткий стрелок-вартовий",
12765,"Гострий Удар",
12766,"Острозубая бешенка",
12767,"Шартуул",
12768,"Орк клану Раздробленной Руки",
12769,"Расколотый грохотун",
12770,"Сколорог",
12771,"Миротворец Шаттрата",
12772,"Шатраттский огнеглотатель",
12773,"Портал Шаттрата",
12774,"Беженец Шаттрата",
12775,"Саул Шаттратский",
12776,"Шоун",
12777,"Шаззрах",
12778,"Она номер один",
12779,"Девушка номер три",
12780,"Шеаль Рунічний Тотем",
12781,"Шиендра Высокая Трава",
12782,"Овца",
12783,"Шелдон фон Круа",
12784,"Шелена Робарт",
12785,"Шелли Брондир",
12786,"Шеллена",
12787,"Шенариаль",
12788,"Шендраларский светлячок",
12789,"Шентул",
12790,"Шери Рваношов",
12791,"Шерман Даммель",
12792,"Шеза Дика Грива",
12793,"Щит Велена",
12794,"Щитовая сфера",
12795,"Шиенорский когтебор",
12796,"Шиенорский крилатий вартовий",
12797,"Шилл Динджер",
12798,"Блестящий угорь",
12799,"Мерцальница нічна",
12800,"Шлейпнарр",
12801,"Береговой краб",
12802,"Береговой мандрівник",
12803,"Коротышка Джон Мифрил",
12804,"Коротышка",
12805,"Скарабей-визгун",
12806,"Визжащая банши",
12807,"Крылан-мисливець",
12808,"Закутанная фигура",
12809,"Шиленаи",
12810,"Шин",
12811,"Ши-Ротам",
12812,"Сиамец",
12813,"Сиан-Ротам",
12814,"Більной олень",
12815,"Хвора газель",
12816,"Більной беженец",
12817,"Сид Лимбарди",
12818,"Сида",
12819,"Осадный голем",
12820,"Сифлед Хладномолот",
12821,"Сиг Шивес",
12822,"Незрячий очей",
12823,"Сигрун Рудотес",
12824,"Сиква",
12825,"Силанна",
12826,"Сайлас Новолуний",
12827,"Сайлес Циммер",
12828,"Сильданаира",
12829,"Тихий мисливець",
12830,"Кремнежорка",
12831,"Ползучий силитид",
12832,"Сілітід-живодер",
12833,"Личинка Силитида",
12834,"Сілітід-жнець",
12835,"Сілітід-трутень",
12836,"Сілітід-захватчик",
12837,"Заступник-силитид",
12838,"Спустошувач-силитид",
12839,"Сілітід-шукач",
12840,"Рій силитидов",
12841,"Телепорт Силитуса",
12842,"Вартовий вогню Силитуса",
12843,"Шелкокрыл",
12844,"Гусеница шелкокрыла",
12845,"Силмара",
12846,"Силина Небесная Мисливиця",
12847,"Силрот",
12848,"Иловый краб",
12849,"Пожирач грязи",
12850,"Илистая личинка",
12851,"Сильвария",
12852,"Срібний поросенок",
12853,"Серебристый верховий талбук",
12854,"Полосатий дымок",
12855,"Серебристый бойовий талбук",
12856,"Среброспин-патриарх",
12857,"Среброгривый ревун",
12858,"Среброгривый бродяга",
12859,"Среброгривый вовк",
12860,"Саймон Дубильщик",
12861,"Объект Саймона",
12862,"Симона Кантрелл",
12863,"Симона Непомітна",
12864,"Симон Совратительница",
12865,"Синда",
12866,"Син-Далл",
12867,"Синдрайл",
12868,"Обжигайка",
12869,"Обгоревший василиск",
12870,"Певица",
12871,"Своеобразие",
12872,"Зловещий топень",
12873,"Синнея Звездная Пісня",
12874,"Сэр Давид Адамс",
12875,"Сэр Малори Вилер",
12876,"Сэр Максимус Адамс",
12877,"Сэр С. Дж. Эрлгедин",
12878,"Сэр Томас",
12879,"Сэр Зелиек",
12880,"Сиронас",
12881,"Шира Фон-Инди",
12882,"Сестра Аквинна",
12883,"Сестра Бич Ненависти",
12884,"Гармата сестры-попечительницы",
12885,"Келебрийская сестра",
12886,"Сестра Горя",
12887,"Сестра Болі",
12888,"Сестра Удовольствий",
12889,"Сестра Мучений",
12890,"Проекція сестры Мучений",
12891,"Сестра Кіготь Кургана",
12892,"Сестра Терзающая",
12893,"Сиксс",
12894,"Скакун Скарлока",
12895,"Бойовий конь Скарлока",
12896,"Скарр Непреклонный",
12897,"Скартис Еретик",
12898,"Скелет-послушник",
12899,"Скелет-берсерк",
12900,"Скелет-кат",
12901,"Скелет-губитель",
12902,"Скелет-живодер",
12903,"Скелет-ледоплет",
12904,"Грифон-скелет",
12905,"Скелет-вартовий",
12906,"Скелет-лекарь",
12907,"Конь-скелет",
12908,"Костяной лорд-маг",
12909,"Скелет-шахтер",
12910,"Ездовой конь-скелет",
12911,"Скелет-налетчик",
12912,"Скелетон-опустошитель",
12913,"Скелет-учень Некроситета",
12914,"Скелет-слуга",
12915,"Скелет-штормовик",
12916,"Скелет-коваль",
12917,"Скелет-солдат",
12918,"Скелет-колдун",
12919,"Жеребец-скелет",
12920,"Скакун-скелет",
12921,"Скелет-призыватель",
12922,"Скелет-ужасень",
12923,"Скелет-боєць",
12924,"Скелет-привраник",
12925,"Скелет-официант",
12926,"Скелет-хранитель",
12927,"Скелет-вождь",
12928,"Скелет-воїн",
12929,"Скелет-захватчик",
12930,"Скелет-маг",
12931,"Скелет Зум-Раха",
12932,"Скетильская сова",
12933,"Убивця Скеттіса",
12934,"Потрошильщик Скеттіса",
12935,"Калири Скеттіса",
12936,"Изгой Скеттіса",
12937,"Вершник Скеттіса",
12938,"Скеттис-беженец",
12939,"Прикликач душ Скеттіса",
12940,"Волноплеск Скеттіса",
12941,"Когтебор Скеттіса",
12942,"Управляющий часом Скеттіса",
12943,"Ветроход Скеттіса",
12944,"Крилатий вартовий Скеттіса",
12945,"Сквой",
12946,"Специалист по снятию шкур Джамани",
12947,"Скитийский ястреб-воитель",
12948,"Скитийский ветроруб",
12949,"Стремительное ракообразное",
12950,"Ползучий жах",
12951,"Сколомин Златопуля",
12952,"Скорн Белое Облако",
12953,"Скраа",
12954,"Скрачер Грязнорыл",
12955,"Скрагат",
12956,"Скреах",
12957,"Скуэрто",
12958,"Череп",
12959,"Таящаяся відьма",
12960,"Скуллок Руйнівник душ",
12961,"Тигр племені Дробителей Черепів",
12962,"Шкам",
12963,"Скунс",
12964,"Небесний командир Адарис",
12965,"Небесний командир Келлер",
12966,"Небесний сержант Дорин",
12967,"Небесний сержант Вандерлип",
12968,"Небесная тінь",
12969,"Небесний дракондор",
12970,"Небесний капітан Бумвзрыв",
12971,"Небесний капітан Крепитросс",
12972,"Небесний капітан Пниоблако",
12973,"Ас Охоронці Небес",
12974,"Эфир-тих Охоронці Небес",
12975,"Авиатор Охоронці Небес",
12976,"Вартовий небес Кати",
12977,"Скат Хаоса Охоронці небес",
12978,"Плененный Вартовий Небес",
12979,"Небогривая горилла",
12980,"Господар неба Максор",
12981,"Повелитель небес Солнечное Крыло",
12982,"Повелителька небес Предзакатка",
12983,"Рабочий Заоблачной тропы",
12984,"Небокрыл",
12985,"Слааг",
12986,"Слагг",
12987,"Убитый отчаянный боєць",
12988,"Павший неофит",
12989,"Сларк",
12990,"Захисник бойни",
12991,"Обреченный раб",
12992,"Повелитель рабов Черносерд",
12993,"Раб-трудяга",
12994,"Слюнявый пепельный ворг",
12995,"Слюнявый вурдалак",
12996,"Осклизлый раб",
12997,"Слюнявый ворг",
12998,"Слиби",
12999,"Спящий дракон",
13000,"Слейн",
13001,"Гладень Гастрогном",
13002,"Грифон Макарча",
13003,"Слизь",
13004,"Склизкая личинка",
13005,"Покритий слизью труп",
13006,"Скользкопанцирный макрура",
13007,"Друг ""Проныры""",
13008,"Скользь",
13009,"Лыббс",
13010,"Слоан Маккой",
13011,"Ленивец",
13012,"П'явка",
13013,"Слякохлюп",
13014,"Изрыгатель слизу",
13015,"Болотный слякоч",
13016,"Ловкач Гарретт",
13017,"Малий скальный вепрь",
13018,"Смид Заржавень",
13019,"Улыбка Джим",
13020,"Коваль Аргус",
13021,"Коваль Даларин",
13022,"Коваль Горлунк",
13023,"Коваль Хаутаа",
13024,"Коваль Регзар",
13025,"Коваль Углежог",
13026,"Коваль Ведрал",
13027,"Дымок ЛаРу",
13028,"Смолдар",
13029,"Паучок Дымной Павутини",
13030,"Дымное Крыло",
13031,"Клякс Громодрев",
13032,"Вкусоматик IV",
13033,"Кривое Спис",
13034,"Змія",
13035,"Змеиная пастка",
13036,"Снанг",
13037,"Кроколіск-хрустогрыз",
13038,"Ракообразный клешнехват",
13039,"Рык",
13040,"Рыкун",
13041,"Огнемордик",
13042,"Спутанная Грива",
13043,"Ворчун",
13044,"Снед",
13045,"Крошшер Снида",
13046,"Снокх Чорний Хребет",
13047,"Фырк Дразнила",
13048,"Снежный леопард",
13049,"Снежный собиратель скарбів",
13050,"Снежный гончий вовк",
13051,"Снежный куля",
13052,"Заяц-беляк",
13053,"Снежная Пісня",
13054,"Белоснежный грифон",
13055,"Белоснежная сова",
13056,"Шмыгунос",
13057,"Снорк Следопутка",
13058,"Парящий орел",
13059,"Парящий остроклюв",
13060,"Сокретар",
13061,"Согнар Скалобород",
13062,"Солакарский огнечервь",
13063,"Соланин",
13064,"Посланець c Солнечной террасы",
13065,"Жрець Солнечной террасы",
13066,"Солдат Ненависти",
13067,"Солдат Жаху",
13068,"Солдат Орди",
13069,"Солейла Камнегривая",
13070,"Соленор Душегуб",
13071,"Твердая кам'яна статуя",
13072,"Сольм Харгрин",
13073,"Соломон",
13074,"Солус Вечный",
13075,"Сомнус",
13076,"Сын Арккороса",
13077,"Сын Аругала",
13078,"Сын Ценаріона",
13079,"Сын Корока",
13080,"Сын Полум'я",
13081,"Сын Хаккара",
13082,"Сын Слаага",
13083,"Соолавин",
13084,"Сули Гонобобельзз",
13085,"Пепельник",
13086,"София",
13087,"Соран",
13088,"Колдун Ашкромб",
13089,"Колдовская тінь",
13090,"Сорек",
13091,"Злыд Ножекрут",
13092,"Сорен",
13093,"Сорідормі",
13094,"Сориид Пожирач",
13095,"Сорим Песнь Світла",
13096,"Сорлоф",
13097,"Ткач скорби",
13098,"Крыло скорби",
13099,"Сорин",
13100,"Сотос",
13101,"Пожирач душ",
13102,"Душа Танариса",
13103,"Прядильщик душ",
13104,"Свежеватель душ",
13105,"Бездушный",
13106,"Бездушный вурдалак",
13107,"Грабитель Південних морів",
13108,"Глашатай Южнобережья",
13109,"Вартовий Южнобережья",
13110,"Совик",
13111,"Шпарик",
13112,"Искр Пустокоп",
13113,"Блестопанцирный бурильщик",
13114,"Блестопанцирный крепкохват",
13115,"Блестопанцирная черепаха",
13116,"Порождение Мерениуса",
13117,"Порождение Остронога",
13118,"Порождение Хаккара",
13119,"Порождение Увуроса",
13120,"Проповедник Маргром",
13121,"Отембе Создатель Копий",
13122,"Копьеклыкий ворг",
13123,"Примарна тінь",
13124,"Примарний учень",
13125,"Примарний убийца",
13126,"Примарний служка",
13127,"Примарний предатель",
13128,"Примарна корова",
13129,"Примарний скакун",
13130,"Примарний шеф-кухар",
13131,"Примарний горожанин",
13132,"Примарний труп",
13133,"Примарний лицар Смерті",
13134,"Примарний захисник",
13135,"Примарний грифон",
13136,"Примарний конь",
13137,"Примарний мародер",
13138,"Примарний завсегдатай",
13139,"Примарний актер",
13140,"Примарний образ",
13141,"Примарний мир",
13142,"Примарний ученый",
13143,"Примарний охранитель",
13144,"Примарний всадник",
13145,"Примарний матрос",
13146,"Примарна крикунья",
13147,"Примарний караульный",
13148,"Примарний слуга",
13149,"Примарний солдат",
13150,"Примарний дух",
13151,"Примарний помощник наглядача стойл",
13152,"Примарний ловчий",
13153,"Примарний жеребец",
13154,"Примарний вчитель",
13155,"Примарний воспитатель",
13156,"Скоростень",
13157,"Чароед",
13158,"Чародейская тінь",
13159,"Зачарованный служка",
13160,"Чарокрыл",
13161,"Рушительница чар Маратиль",
13162,"Извергнутая личинка",
13163,"Павук",
13164,"Оператор крана Тормозиллер",
13165,"Гвоздь",
13166,"Шипастий стегодон",
13167,"Воронковый павук-прядильщик",
13168,"Павук-прядильщик",
13169,"Горный иглокол",
13170,"Горный скарабей",
13171,"Горный скорпион",
13172,"Скальный павук",
13173,"Скальный паучонок",
13174,"Дух",
13175,"Дух повітря",
13176,"Дух Азургероса",
13177,"Дух леді Бломе",
13178,"Дух Суперництва",
13179,"Дух экзарха Маладаара",
13180,"Дух Гелка",
13181,"Дух Иссилрука",
13182,"Дух Джариена",
13183,"Дух Кирита",
13184,"Дух Колка",
13185,"Дух Лорда Вальтхалака",
13186,"Дух Магры",
13187,"Дух Мародоса",
13188,"Дух Миншина",
13189,"Дух Моргрейна",
13190,"Дух Наксрамаса",
13191,"Олумов дух",
13192,"Дух Сатры",
13193,"Дух Сотоса",
13194,"Дух Лета",
13195,"Дух проклятого",
13196,"Дух рыси",
13197,"Дух прошлого",
13198,"Дух долини",
13199,"Дух Трея Светогорна",
13200,"Дух Адало",
13201,"Дух Венга",
13202,"Дух перемоги",
13203,"Дух води",
13204,"Дух Гніву",
13205,"Дух Зелиека",
13206,"Дух ворона",
13207,"Заклинатель духів Гарток",
13208,"Заклинатель духів Зран",
13209,"Вовк-дух",
13210,"Вызыватель духів Догар",
13211,"Вызыватель духів Гракош",
13212,"Вызыватель духів Рокнак",
13213,"Злобоклюй",
13214,"Сердитый фантом",
13215,"Сердитая искусительница",
13216,"Тотем вогняного всполоха",
13217,"Плюющийся скарабей",
13218,"Капітан-костещеп",
13219,"Скелет-костещеп",
13220,"Воїн-костещеп",
13221,"Раздробленный скелет",
13222,"Вартовий застави Розщепленого Дерева",
13223,"Налетчик з застави Розщепленого Дерева",
13224,"Малец",
13225,"Спора",
13226,"Спороскат",
13227,"Споровое хмару",
13228,"Спороног",
13229,"Спореггарский оберегатель",
13230,"Маленький спорлинг",
13231,"Спорлинг-беженец",
13232,"Спорлок",
13233,"Болотная бешенка",
13234,"Спорокрыл",
13235,"Спот",
13236,"Коло Світла",
13237,"Плямистий гиппогриф",
13238,"Детеныш пятнистого гиппогрифа",
13239,"Плямистий кролик",
13240,"Муча Кусора",
13241,"Прыголап-матриарх",
13242,"Прыголап-мисливець",
13243,"Пружиннер Шумотор",
13244,"Поливалка",
13245,"Летучий хамелеон",
13246,"Птенец летучего хамелеона",
13247,"Радужный дракончик",
13248,"Спрайт Прыгозубчик",
13249,"Салага",
13250,"Вилконож",
13251,"Пароклапан",
13252,"Патрон шпионов Талодиен",
13253,"Повелителька шпионов Мелиса Високий Венец",
13254,"Сквиг Идолохотник",
13255,"Сквибби Сверхпятнист",
13256,"Кальмарник",
13257,"Оруженосец Малтрейк",
13258,"Оруженосец Роу",
13259,"Білка",
13260,"Ссслит",
13261,"Ручной ведмідь",
13262,"Одомашенный вепрь",
13263,"Груженый мул Ліги дослідників в стойле",
13264,"Приручений северный вовк",
13265,"Одомашенный куренайский вепрь",
13266,"Пантера в стойле",
13267,"Одомашенный ящер",
13268,"Одомашенный долгоног",
13269,"Посох Распыления",
13270,"Луч софита",
13271,"Олеон",
13272,"Сталагг",
13273,"Сталван Мистмантл",
13274,"Стомп Громовой Ріг",
13275,"Стэнли",
13276,"Станвад",
13277,"Старн",
13278,"Голодный хромоног",
13279,"Голодный костелап",
13280,"Голодный канюк",
13281,"Голодный лютый вовк",
13282,"Голодный грибной великан",
13283,"Голодная светлопалая рысь",
13284,"Голодный зловепрь",
13285,"Голодный горный лев",
13286,"Голодный хохотун",
13287,"Голодный снежный вовк",
13288,"Станционный робонаездник",
13289,"Вартовий станції",
13290,"Станционный меткий стрелок",
13291,"Станционный техник",
13292,"Наглядач паровой помпы",
13293,"Паровой волноплеск",
13294,"Паровой танк",
13295,"Вызванный паровой танк",
13296,"Механик паровой оснастки",
13297,"Сэм Хитра Шестерня",
13298,"Археолог Стальных воріт",
13299,"Землечерп Стальных воріт",
13300,"Ветролет Стальных воріт",
13301,"Груженый мул Стальных воріт",
13302,"Стальное Перо",
13303,"Стальноклювый крепкохват",
13304,"Сталезуб",
13305,"Стегодон",
13306,"Стен Крепкорук",
13307,"Стефан Франкс",
13308,"Стефани Тернер",
13309,"Стефанос",
13310,"Стивен Бэроне",
13311,"Стивен Бартек",
13312,"Стивен Райбек",
13313,"Стивен",
13314,"Стивен Блэк",
13315,"Стивен Лохан",
13316,"Стивен Томас",
13317,"Тихвой Младший",
13318,"Жалохвост",
13319,"Вонючка",
13320,"Смрадорог-убийца",
13321,"Лоскутное чудище",
13322,"Лоскутный изрыгатель",
13323,"Стежок",
13324,"Столи",
13325,"Вялый хрустогрыз",
13326,"Стома Древній",
13327,"Каменорский картограф",
13328,"Каменорский исследователь",
13329,"Каменорский рубака",
13330,"Каменорский мисливець",
13331,"Каменорский орк",
13332,"Каменорский разведчик",
13333,"Каменорский шаман",
13334,"Каменорский проводник",
13335,"Каменное чудище",
13336,"Кам'яна Лють",
13337,"Кам'яний великан",
13338,"Кам'яний голем",
13339,"Кам'яний вартовий Амбелан",
13340,"Кам'яний вартовий Зарг",
13341,"Кам'яний вартовий",
13342,"Кам'яний хранитель",
13343,"Кам'яний лорд",
13344,"Камнезобый василиск",
13345,"Кам'яний грохотун",
13346,"Кам'яний спящий",
13347,"Кам'яний розпорядник",
13348,"Кам'яний вартовий-наглядач",
13349,"Кам'яна рука",
13350,"Піхотинець форта Камнеломов",
13351,"Вартовий форта Камнеломов",
13352,"Батрак форта Камнеломов",
13353,"Тотем кам'яного кігтя",
13354,"Тотем кам'яного кігтя II",
13355,"Тотем кам'яного кігтя IV",
13356,"Тотем кам'яного кігтя VI",
13357,"Камневзор",
13358,"Камнестраж Илистое Копито",
13359,"Камнехвостый живодер",
13360,"Камнехвостый клешневик",
13361,"Камнехвостый скорпион",
13362,"Кам'яна Лапа",
13363,"Камнеруб-вожак",
13364,"Душитель-камнеруб",
13365,"Скальный прыгун-камнеруб",
13366,"Камнеруб-свежеватель",
13367,"Камнеруб-потрошитель",
13368,"Кам'яна горгулья",
13369,"Тотем кам'яної шкіри II",
13370,"Тотем кам'яної шкіри IV",
13371,"Тотем кам'яної шкіри V",
13372,"Тотем кам'яної шкіри VI",
13373,"Кам'яний Гребінь",
13374,"Хранителька вогню Кігтистих гір",
13375,"Піхотинець Кігтистих гір",
13376,"Вепр-камнеклык",
13377,"Камнекрыл-душегуб",
13378,"Ищейка Кам'яного Крила",
13379,"Лють бурі",
13380,"Шторм Сутінкове Копито",
13381,"Образ буревестника",
13382,"Грозошкур",
13383,"Бойовий штандарт клану Грозової Вершини",
13384,"Сова клану Грозової Вершини",
13385,"Ездовой баран клану Грозової Вершини",
13386,"Крошшер клану Грозової Вершини",
13387,"Грозорыл",
13388,"Дракон Штормовой Вершини",
13389,"Участник свята в Штормвінді",
13390,"Штормградський елітний вартовий",
13391,"Штормградський вартовий",
13392,"Штормградський пехотинец",
13393,"Штормградський солдат-пехотинец",
13394,"Штормградський cолдат",
13395,"Штормградський cтранствующий торговець",
13396,"Страхад Фарсан",
13397,"Странный крилатий гоблін",
13398,"Тигрица Тернистої долини",
13399,"Вартовий вогню Тернистої долини",
13400,"Гидра клану Страшаз",
13401,"Стратхольмский курьер",
13402,"Балбес",
13403,"Сила землі",
13404,"Тотем сили землі",
13405,"Тотем сили землі II",
13406,"Тотем сили землі IV",
13407,"Тотем сили землі V",
13408,"Тотем сили землі VI",
13409,"Довгоніг-несушка",
13410,"Сова-мисливець",
13411,"Островная сова",
13412,"Совиный крикун",
13413,"Стромгардский кавалерист",
13414,"Стромгардский захисник",
13415,"Стромгардский воздаятель",
13416,"Лесодрев Глубокорень",
13417,"Стюарт Флеминг",
13418,"Стилина Серебрина",
13419,"Поработитель Ялквиз",
13420,"Раболепный плотозверь",
13421,"Підземний деметродон",
13422,"Суккуб",
13423,"Суккуб-прислужница",
13424,"Страдающий Высокорожденный",
13425,"Страдающая жертва",
13426,"Суриут",
13427,"Сулаа",
13428,"Суламин",
13429,"Сулан Дунадайр",
13430,"Предвестник Сульфурон",
13431,"Сульфурон Метатель магми",
13432,"Суми",
13433,"Летний Сполох",
13434,"Активатор виклику расщелины ",
13435,"Прикликаний кровостраж-лекарь",
13436,"Призваный кровостраж-резервист",
13437,"Прикликаний кабалист-послушник",
13438,"Прикликаний кабалист-пеплоуст",
13439,"Прикликаний демон",
13440,"Прикликаний вурдалак",
13441,"Прикликаний вартовий",
13442,"Прикликаний Древній Бог",
13443,"Прикликаний опаляючий тотем",
13444,"Прикликаний скелет",
13445,"Вызванный суккуб",
13446,"Призванная гадюка",
13447,"Прикликаний элементаль води",
13448,"Призванная зловещая гончая",
13449,"Прикликаний зомбі",
13450,"Прикликач Кантин",
13451,"Прикликач Скартакс",
13452,"Прикликач Тель’Лариен",
13453,"Неприкаянное привидение",
13454,"Выщербленный грохотун",
13455,"Выщербленный осколок",
13456,"Выщербленный рокотун",
13457,"Генератор добытчиков Солнечных Ястребов",
13458,"Солнцелов-астромаг",
13459,"Солнцелов-ботаник",
13460,"Солнцелов-чаротворец",
13461,"Изображение солнцелова-чаротворца",
13462,"Солнцелов-химик",
13463,"Солнцелов-інженер",
13464,"Солнцелов-генетик",
13465,"Солнцелов-геомант",
13466,"Солнцелов-жнець",
13467,"Солнцелов-травник",
13468,"Солнцелов-ученый",
13469,"Учень Благословення Сонця",
13470,"Сильный зцілюючий идол",
13471,"Робо-торговець 680",
13472,"Бригадир Шумовик",
13473,"Бригадир Зубовиззл",
13474,"Бригадир Раелен ",
13475,"Головний интендант Броог",
13476,"Снабженец Изабель",
13477,"Снабженец Миллс",
13478,"Снабженец Пест",
13479,"Снабженец Шандрия",
13480,"Верховний анубисат-підкорювач",
13481,"Верховний силитид-живодер",
13482,"Супремус",
13483,"Невидимый разведчик Супремуса",
13484,"Вулкан Супремуса",
13485,"Сура Дика Грива",
13486,"Сураку",
13487,"Сурена Каледон",
13488,"Приливный краб",
13489,"Берегова черепаха",
13490,"Ассистент хируга",
13491,"Геодезист",
13492,"Геодезист Кандресс",
13493,"Сьюзан Тиллингаст",
13494,"Парящий вартовий Жаху",
13495,"Шептатель",
13496,"Сюзанна",
13497,"Сюзетта Галлина",
13498,"Свальбрад Дальногор",
13499,"Свен Йорген",
13500,"Болотный газ",
13501,"Болотный ягуар",
13502,"Болотный слизнюк",
13503,"Болотный дух",
13504,"Болотный говорун",
13505,"Вартовий застави Болотной Щури",
13506,"Старий тиноброд",
13507,"Рій пчел",
13508,"Иглокол-вартовий роя",
13509,"Злобр",
13510,"Быстрокрылый синій грифон",
13511,"Быстроногий синій механострайдус",
13512,"Резвый синій ящер",
13513,"Резвый бурий баран",
13514,"Быстроногий гнедой рысак",
13515,"Резвый бурий вовк",
13516,"Резвый рассветный саблезуб",
13517,"Резвый ледопард",
13518,"Резвый сірий баран",
13519,"Резвый сірий вовк",
13520,"Быстрокрылый зелений грифон",
13521,"Резвый зелений крылобег",
13522,"Быстроногий зелений механострайдус",
13523,"Швидкий зелений скакун-скелет",
13524,"Быстрокрылый зелений ветрокрыл",
13525,"Резвый туманный саблезуб",
13526,"Резвый оливковый ящер",
13527,"Резвый оранжевий ящер",
13528,"Игреневый скакун",
13529,"Резвый розовый крылобег",
13530,"Быстрокрылый сиреневый грифон",
13531,"Резвый пурпурний крылобег",
13532,"Быстрокрылый пурпурний ветрокрыл",
13533,"Стрімкий скаковой баран",
13534,"Быстроногий",
13535,"Быстроногий ящер Раззаши",
13536,"Быстрокрылый червоний грифон",
13537,"Быстроногий червоний механострайдус",
13538,"Быстрокрылый червоний ветрокрыл",
13539,"Резвый грозовой саблезуб",
13540,"Быстроногий ощипанный механострайдус",
13541,"Резвый лісовий вовк",
13542,"Резвый бойовий крылобег",
13543,"Резвый білий крылобег",
13544,"Быстроногий білий механострайдус",
13545,"Резвый білий баран",
13546,"Быстроногий білий рысак",
13547,"Быстроногий жовтий механострайдус",
