long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,
1037,0,-1,0,"Осквернення вогнів Альянсу",,,,,,,,"Осквернення вогнів Альянсу",,,,,,,,0xFF01FE,"Погасіть багаття в Східних королівствах, Калімдорі і Позамежжя.",,,,,,,,"Погасіть багаття в Східних королівствах, Калімдорі і Позамежжя.",,,,,,,,0xFF01FE,161,0xA,19,0x0,1920,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1086,-1,544,0,"Вбивство Магтеридона (Лігво Магтеридона)",,,,,,,,"Вбивство Магтеридона (Лігво Магтеридона)",,,,,,,,0xFF01FE,"Вбивство Магтеридона (Лігво Магтеридона)",,,,,,,,"Вбивство Магтеридона (Лігво Магтеридона)",,,,,,,,0xFF01FE,14822,0x5,19,0x1,2675,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1162,-1,-1,0,"Полоса удачі",,,,,,,,"Полоса удачі",,,,,,,,0xFF01FE,"Отримайте 10 перемог підряд в рейтингових боях на Арені в команді з рейтингом вище 1800 на 80-му рівні.",,,,,,,,"Отримайте 10 перемог підряд в рейтингових боях на Арені в команді з рейтингом вище 1800 на 80-му рівні.",,,,,,,,0xFF01FE,165,0xA,19,0x0,11,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1167,1,-1,0,"Господар Альтеракської долини",,,,,,,,"Господар Альтеракської долини",,,,,,,,0xFF01FE,"Добийтеся вказаних нижче досягнень в Альтеракській долині.",,,,,,,,"Добийтеся вказаних нижче досягнень в Альтеракській долині.",,,,,,,,0xFF01FE,14801,0x19,19,0x0,2839,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1172,1,-1,0,"Повелитель Ущелини Пісні Війни",,,,,,,,"Повелитель Ущелини Пісні Війни",,,,,,,,0xFF01FE,"Добийтеся вказаних нижче досягнень в Ущелині Пісні Війни.",,,,,,,,"Добийтеся вказаних нижче досягнень в Ущелині Пісні Війни.",,,,,,,,0xFF01FE,14804,0x19,19,0x0,2835,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1239,-1,578,0,"Вбивство хранителя енергії Ерегоса (Окулус)",,,,,,,,"Вбивство хранителя енергії Ерегоса (Окулус)",,,,,,,,0xFF01FE,"Вбивство хранителя енергії Ерегоса (Окулус)",,,,,,,,"Вбивство хранителя енергії Ерегоса (Окулус)",,,,,,,,0xFF01FE,14823,0x5,19,0x1,180,"",,,,,,,,"",,,,,,,,0x7DFF01EE,0,0,
1277,-1,-1,0,"Швидка оборона",,,,,,,,"Швидка оборона",,,,,,,,0xFF01FE,"Виконайте завдання по захисту храму Драконового Спокою за 3 хвилини без групи.",,,,,,,,"Виконайте завдання по захисту храму Драконового Спокою за 3 хвилини без групи.",,,,,,,,0xFF01FE,14863,0xA,19,0x0,1700,"",,,,,,,,"",,,,,,,,0x7DFF01EE,0,0,
1411,-1,-1,0,"1-й на сервері! Таурен 80-го рівня",,,,,,,,"1-й на сервері! Таурен 80-го рівня",,,,,,,,0xFF01FE,"Перший таурен на сервері, який досяг 80-го рівня.",,,,,,,,"Перший таурен на сервері, який досяг 80-го рівня.",,,,,,,,0xFF01FE,81,0x0,19,0x100,3326,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1537,-1,-1,0,"Найвищий рівень вміння в гірничій справі",,,,,,,,"Найвищий рівень вміння в гірничій справі",,,,,,,,0xFF01FE,"Найвищий рівень вміння в гірничій справі",,,,,,,,"Найвищий рівень вміння в гірничій справі",,,,,,,,0xFF01FE,173,0x0,19,0x1,1,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
1682,0,-1,0,"Хранитель мудрості",,,,,,,,"Хранитель мудрості",,,,,,,,0xFF01FE,"Виконайте вказані нижче квести.",,,,,,,,"Виконайте вказані нижче квести.",,,,,,,,0xFF01FE,96,0xA,19,0x0,1644,"Нагорода: звання і гербова накидка Хранителя мудрості",,,,,,,,"Нагорода: звання і гербова накидка Хранителя мудрості",,,,,,,,0xFF01FE,0,0,
1759,-1,-1,0,"Вбито разл. босів Lich King (25 гравців)",,,,,,,,"Вбито разл. босів Lich King (25 гравців)",,,,,,,,0xFF01FE,"Вбито разл. босів Lich King (25 гравців)",,,,,,,,"Вбито разл. босів Lich King (25 гравців)",,,,,,,,0xFF01FE,14807,0x0,19,0x21,1,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,1756,
1785,-1,-1,0,"Ужин вам не потрібний",,,,,,,,"Ужин вам не потрібний",,,,,,,,0xFF01FE,"Запропонуйте ситне частування на полях битви, перелічених нижче.",,,,,,,,"Запропонуйте ситне частування на полях битви, перелічених нижче.",,,,,,,,0xFF01FE,170,0xA,19,0x0,1578,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
2137,-1,-1,0,"Слава рейдеру (10 гравців)",,,,,,,,"Слава рейдеру (10 гравців)",,,,,,,,0xFF01FE,"Отримайте усі перелічені рейдові досягнення в рейдах на 10 гравців:",,,,,,,,"Отримайте усі перелічені рейдові досягнення в рейдах на 10 гравців:",,,,,,,,0xFF01FE,168,0x19,19,0x0,3499,"",,,,,,,,"",,,,,,,,0xFF01FE,0,0,
2144,1,-1,0,"Довга і дивна подорож",,,,,,,,"Довга і дивна подорож",,,,,,,,0xFF01FE,"Отримайте усі перелічені досягнення ігрових подій:",,,,,,,,"Отримайте усі перелічені досягнення ігрових подій:",,,,,,,,0xFF01FE,155,0x32,19,0x0,3500,"Нагорода: аметистовий протодракон",,,,,,,,"Нагорода: аметистовий протодракон",,,,,,,,0xFF01FE,0,0,
2146,-1,533,0,"Клуб ста (10 гравців)",,,,,,,,"Клуб ста (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Сапфірона в Наксрамасі в рейді на 10 гравців. Жоден з членів рейду не повинен мати значення захисту від холоду вище 100.",,,,,,,,"Здолайте Сапфірона в Наксрамасі в рейді на 10 гравців. Жоден з членів рейду не повинен мати значення захисту від холоду вище 100.",,,,,,,,0xFF01FE,14922,0xA,19,0x0,1700,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
2147,-1,533,0,"Клуб ста (25 гравців)",,,,,,,,"Клуб ста (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Сапфірона в Наксрамасі в рейді на 25 гравців. Жоден з членів рейду не повинен мати значення захисту від холоду вище 100.",,,,,,,,"Здолайте Сапфірона в Наксрамасі в рейді на 25 гравців. Жоден з членів рейду не повинен мати значення захисту від холоду вище 100.",,,,,,,,0xFF01FE,14923,0xA,19,0x0,1700,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
2150,-1,-1,0,"Розмноження особистості",,,,,,,,"Розмноження особистості",,,,,,,,0xFF01FE,"Здобудьте перемогу над великою відьмою Телестрою в Нексусі в героїчному режимі, вбиваючи усі її образи з інтервалом не більше 5 секунд.",,,,,,,,"Здобудьте перемогу над великою відьмою Телестрою в Нексусі в героїчному режимі, вбиваючи усі її образи з інтервалом не більше 5 секунд.",,,,,,,,0xFF01FE,14921,0xA,19,0x0,3392,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2817,1,-1,2770,"Звеличуваний чемпіон Альянсу",,,,,,,,"Звеличуваний чемпіон Альянсу",,,,,,,,0xFF01FE,"Добийтеся звеличення серед всіх народів Альянсу і право представляти Альянс на Срібному турнірі.",,,,,,,,"Добийтеся звеличення серед всіх народів Альянсу і право представляти Альянс на Срібному турнірі.",,,,,,,,0xFF01FE,14941,0xA,19,0x0,3807,"Титульна нагорода: Хрестоносець. Доступ до щоденних завдань хрестоносців на Срібному турнірі.",,,,,,,,"Титульна нагорода: Хрестоносець. Доступ до щоденних завдань хрестоносців на Срібному турнірі.",,,,,,,,0xFF01FE,0,0,
2885,-1,603,0,"Перемоги над Залізним Зібранням (Ульдуар, 25 гравців)",,,,,,,,"Перемоги над Залізним Зібранням (Ульдуар, 25 гравців)",,,,,,,,0xFF01FE,"Перемоги над Залізним Зібранням (Ульдуар, 25 гравців)",,,,,,,,"Перемоги над Залізним Зібранням (Ульдуар, 25 гравців)",,,,,,,,0xFF01FE,14963,0xA,19,0x1,1700,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
2929,-1,603,0,"Розпалювання печі (25 гравців)",,,,,,,,"Розпалювання печі (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Повелителя Горнів Ігніса за 4 хвилини в рейді на 25 гравців.",,,,,,,,"Здолайте Повелителя Горнів Ігніса за 4 хвилини в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,19,0x0,3855,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2930,-1,603,0,"Розпалювання печі (10 гравців)",,,,,,,,"Розпалювання печі (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Повелителя Горнів Ігніса за 4 хвилини в рейді на 10 гравців.",,,,,,,,"Здолайте Повелителя Горнів Ігніса за 4 хвилини в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,19,0x0,3855,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3137,-1,624,0,"Емалон Вартовий Бурі (25 гравців)",,,,,,,,"Емалон Вартовий Бурі (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Емалона Вартового Бурі в рейді на 25 гравців.",,,,,,,,"Здолайте Емалона Вартового Бурі в рейді на 25 гравців.",,,,,,,,0xFF01FE,14901,0xA,19,0x0,2350,"",,,,,,,,"",,,,,,,,0x7EFF01EC,0,0,
3217,-1,-1,0,"Марсіанська рибалка",,,,,,,,"Марсіанська рибалка",,,,,,,,0xFF01FE,"Виконайте усі 5 щоденних риболовних завдань Марсии Чейз.",,,,,,,,"Виконайте усі 5 щоденних риболовних завдань Марсии Чейз.",,,,,,,,0xFF01FE,171,0xA,19,0x0,2933,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
3957,0,-1,0,"Господар Острови Завоювань",,,,,,,,"Господар Острови Завоювань",,,,,,,,0xFF01FE,"Добийтеся перелічених нижче досягнень на Острові Завоювань.",,,,,,,,"Добийтеся перелічених нижче досягнень на Острові Завоювань.",,,,,,,,0xFF01FE,15003,0x19,19,0x0,3387,"Нагорода: гербова накидка завоювання",,,,,,,,"Нагорода: гербова накидка завоювання",,,,,,,,0xFF01FE,0,0,
4031,-1,-1,0,"Перемоги над чудовиськами Нортренду (Випробування Хрестоносця, 25 гравців)",,,,,,,,"Перемоги над чудовиськами Нортренду (Випробування Хрестоносця, 25 гравців)",,,,,,,,0xFF01FE,"Перемоги над чудовиськами Нортренду (Випробування Хрестоносця, 25 гравців)",,,,,,,,"Перемоги над чудовиськами Нортренду (Випробування Хрестоносця, 25 гравців)",,,,,,,,0xFF01FE,15021,0x0,19,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
4578,-1,631,0,"Нудота, печія, розлад травлення... (10 гравців)",,,,,,,,"Нудота, печія, розлад травлення... (10 гравців)",,,,,,,,0xFF01FE,"Здолайте професора Мерзоцида в рейді на 10 гравців, не використовуючи здатність поганища ""Рвотний слизнюк"".",,,,,,,,"Здолайте професора Мерзоцида в рейді на 10 гравців, не використовуючи здатність поганища ""Рвотний слизнюк"".",,,,,,,,0xFF01FE,15041,0xA,19,0x0,4163,"",,,,,,,,"",,,,,,,,0xFF01FC,1,0,
4616,-1,631,0,"Нудота, печія, розлад травлення... (25 гравців)",,,,,,,,"Нудота, печія, розлад травлення... (25 гравців)",,,,,,,,0xFF01FE,"Здолайте професора Мерзоцида в рейді на 25 гравців, не використовуючи здатність поганища ""Рвотний слизнюк"".",,,,,,,,"Здолайте професора Мерзоцида в рейді на 25 гравців, не використовуючи здатність поганища ""Рвотний слизнюк"".",,,,,,,,0xFF01FE,15042,0xA,19,0x0,4163,"",,,,,,,,"",,,,,,,,0xFF01FC,1,0,
4641,-1,-1,0,"Вбивство Лорда Ребрада (25 гравців)",,,,,,,,"Вбивство Лорда Ребрада (25 гравців)",,,,,,,,0xFF01FE,"Вбивство Лорда Ребрада (25 гравців)",,,,,,,,"Вбивство Лорда Ребрада (25 гравців)",,,,,,,,0xFF01FE,15062,0x0,19,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
272,-1,-1,0,"Жонглер факелами",,,,,,,,"Жонглер факелами",,,,,,,,0xFF01FE,"Підкиньте 40 факелів за 15 секунд в Даларані.",,,,,,,,"Підкиньте 40 факелів за 15 секунд в Даларані.",,,,,,,,0xFF01FE,161,0xA,20,0x0,2944,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
395,-1,-1,0,"Захоплені прапори в Ущелині Пісні Війни",,,,,,,,"Захоплені прапори в Ущелині Пісні Війни",,,,,,,,0xFF01FE,"Захоплені прапори в Ущелині Пісні Війни",,,,,,,,"Захоплені прапори в Ущелині Пісні Війни",,,,,,,,0xFF01FE,153,0x0,20,0x1,1243604,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
409,-1,-1,0,"Остаться в живих",,,,,,,,"Остаться в живих",,,,,,,,0xFF01FE,"Залиштеся єдиним вижившим після рейтингового бою на Арені 5 на 5 на 80-му рівні.",,,,,,,,"Залиштеся єдиним вижившим після рейтингового бою на Арені 5 на 5 на 80-му рівні.",,,,,,,,0xFF01FE,165,0xA,20,0x0,2176,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
595,-1,-1,0,"Найвищий особистий рейтинг (3 на 3)",,,,,,,,"Найвищий особистий рейтинг (3 на 3)",,,,,,,,0xFF01FE,"Найвищий особистий рейтинг (3 на 3)",,,,,,,,"Найвищий особистий рейтинг (3 на 3)",,,,,,,,0xFF01FE,152,0x0,20,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
604,1,-1,0,"Гнів Альянсу",,,,,,,,"Гнів Альянсу",,,,,,,,0xFF01FE,"Здолайте по 5 персонажів Орди в кожній їх столиці.",,,,,,,,"Здолайте по 5 персонажів Орди в кожній їх столиці.",,,,,,,,0xFF01FE,95,0xA,20,0x0,2503,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
646,-1,329,0,"Стратхольм",,,,,,,,"Стратхольм",,,,,,,,0xFF01FE,"Очистіть Стратхольм від населяючих його втілень зла.",,,,,,,,"Очистіть Стратхольм від населяючих його втілень зла.",,,,,,,,0xFF01FE,14808,0xA,20,0x0,2718,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
670,-1,546,0,"Підземне болото (гер.)",,,,,,,,"Підземне болото (гер.)",,,,,,,,0xFF01FE,"Здолайте Чорну Мисливицю в героїчному режимі.",,,,,,,,"Здолайте Чорну Мисливицю в героїчному режимі.",,,,,,,,0xFF01FE,14805,0xA,20,0x0,3823,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
766,-1,-1,0,"Випалені Землі",,,,,,,,"Випалені Землі",,,,,,,,0xFF01FE,"Дослідіть Випалені Землі, відкривши усі їх області на карті.",,,,,,,,"Дослідіть Випалені Землі, відкривши усі їх області на карті.",,,,,,,,0xFF01FE,14777,0xA,20,0x0,3550,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
857,-1,-1,0,"Зимові Джерела",,,,,,,,"Зимові Джерела",,,,,,,,0xFF01FE,"Дослідіть Зимові Джерела, відкривши усі їх області на карті.",,,,,,,,"Дослідіть Зимові Джерела, відкривши усі їх області на карті.",,,,,,,,0xFF01FE,14778,0xA,20,0x0,3587,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
892,-1,-1,890,"Вас не догонять",,,,,,,,"Вас не догонять",,,,,,,,0xFF01FE,"Станьте ремісником верхової їзди.",,,,,,,,"Станьте ремісником верхової їзди.",,,,,,,,0xFF01FE,92,0xA,20,0x0,2055,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
969,1,-1,0,"""Цукерка або життя"" в Позамежжі",,,,,,,,"""Цукерка або життя"" в Позамежжі",,,,,,,,0xFF01FE,"Навідайтеся до всіх кульків з цукерками в Позамежжі.",,,,,,,,"Навідайтеся до всіх кульків з цукерками в Позамежжі.",,,,,,,,0xFF01FE,158,0xA,20,0x0,2952,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1087,-1,548,0,"Вбивство Леді Вайш (Зміїне Святилище)",,,,,,,,"Вбивство Леді Вайш (Зміїне Святилище)",,,,,,,,0xFF01FE,"Вбивство Леді Вайш (Зміїне Святилище)",,,,,,,,"Вбивство Леді Вайш (Зміїне Святилище)",,,,,,,,0xFF01FE,14822,0x5,20,0x1,2379,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1168,0,-1,0,"Господар Альтеракської долини",,,,,,,,"Господар Альтеракської долини",,,,,,,,0xFF01FE,"Добийтеся вказаних нижче досягнень в Альтеракській долині.",,,,,,,,"Добийтеся вказаних нижче досягнень в Альтеракській долині.",,,,,,,,0xFF01FE,14801,0x19,20,0x0,2839,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1173,0,-1,0,"Повелитель Ущелини Пісні Війни",,,,,,,,"Повелитель Ущелини Пісні Війни",,,,,,,,0xFF01FE,"Добийтеся вказаних нижче досягнень в Ущелині Пісні Війни.",,,,,,,,"Добийтеся вказаних нижче досягнень в Ущелині Пісні Війни.",,,,,,,,0xFF01FE,14804,0x19,20,0x0,2835,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1243,-1,-1,0,"Риба Слідів Не Залишає",,,,,,,,"Риба Слідів Не Залишає",,,,,,,,0xFF01FE,"Навчіться знаходити рибу.",,,,,,,,"Навчіться знаходити рибу.",,,,,,,,0xFF01FE,171,0xA,20,0x0,3701,"",,,,,,,,"",,,,,,,,0x7CFF01EE,0,0,
1412,-1,-1,0,"1-й на сервері! Троль 80-го рівня",,,,,,,,"1-й на сервері! Троль 80-го рівня",,,,,,,,0xFF01FE,"Перший троль на сервері, який досяг 80-го рівня.",,,,,,,,"Перший троль на сервері, який досяг 80-го рівня.",,,,,,,,0xFF01FE,81,0x0,20,0x100,3291,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1428,-1,-1,0,"Сапер",,,,,,,,"Сапер",,,,,,,,0xFF01FE,"Підірвіться на мінному полі Свечекрута 10 раз підряд, не призимляючись.",,,,,,,,"Підірвіться на мінному полі Свечекрута 10 раз підряд, не призимляючись.",,,,,,,,0xFF01FE,14863,0xA,20,0x0,1755,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
1513,-1,578,0,"Вбивство хранителя енергії Ерегоса (Окулус, гер.)",,,,,,,,"Вбивство хранителя енергії Ерегоса (Окулус, гер.)",,,,,,,,0xFF01FE,"Вбивство хранителя енергії Ерегоса (Окулус, гер.)",,,,,,,,"Вбивство хранителя енергії Ерегоса (Окулус, гер.)",,,,,,,,0xFF01FE,14823,0x5,20,0x1,180,"",,,,,,,,"",,,,,,,,0x7EFF01EC,0,0,
1760,-1,-1,0,"Найчастіше вбиваємий бос Lich King (25 гравців)",,,,,,,,"Найчастіше вбиваємий бос Lich King (25 гравців)",,,,,,,,0xFF01FE,"Найчастіше вбиваємий бос Lich King (25 гравців)",,,,,,,,"Найчастіше вбиваємий бос Lich King (25 гравців)",,,,,,,,0xFF01FE,14807,0x0,20,0x11,1,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,1756,
1775,-1,-1,0,"Унікальних страв спожито",,,,,,,,"Унікальних страв спожито",,,,,,,,0xFF01FE,"Унікальних страв спожито",,,,,,,,"Унікальних страв спожито",,,,,,,,0xFF01FE,145,0x0,20,0x21,1,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,347,
1795,-1,-1,0,"Господиня",,,,,,,,"Господиня",,,,,,,,0xFF01FE,"Вивчіть 25 кулінарних рецептів.",,,,,,,,"Вивчіть 25 кулінарних рецептів.",,,,,,,,0xFF01FE,170,0xA,20,0x0,2353,"",,,,,,,,"",,,,,,,,0x7EFF01EC,0,0,
2036,-1,576,0,"Лютий холод",,,,,,,,"Лютий холод",,,,,,,,0xFF01FE,"Здолайте Керистразу в Нексусі в героїчному режимі, не дозволяючи ефекту лютого холоду сумуватися більше двох раз.",,,,,,,,"Здолайте Керистразу в Нексусі в героїчному режимі, не дозволяючи ефекту лютого холоду сумуватися більше двох раз.",,,,,,,,0xFF01FE,14921,0xA,20,0x0,2965,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
2138,-1,-1,0,"Слава рейдеру (25 гравців)",,,,,,,,"Слава рейдеру (25 гравців)",,,,,,,,0xFF01FE,"Отримайте усі перелічені рейдові досягнення в рейдах на 25 гравців:",,,,,,,,"Отримайте усі перелічені рейдові досягнення в рейдах на 25 гравців:",,,,,,,,0xFF01FE,168,0x19,20,0x0,2044,"",,,,,,,,"",,,,,,,,0xFF01FE,0,0,
2145,0,-1,0,"Довга і дивна подорож",,,,,,,,"Довга і дивна подорож",,,,,,,,0xFF01FE,"Отримайте усі перелічені досягнення ігрових подій:",,,,,,,,"Отримайте усі перелічені досягнення ігрових подій:",,,,,,,,0xFF01FE,155,0x32,20,0x0,3500,"Нагорода: аметистовий протодракон",,,,,,,,"Нагорода: аметистовий протодракон",,,,,,,,0xFF01FE,0,0,
2184,-1,533,0,"І всього світу мало (10 гравців)",,,,,,,,"І всього світу мало (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Кел'Тузада в Наксрамасі в рейді на 10 гравців, вбивши як мінімум 18 поганищ в його кімнаті.",,,,,,,,"Здолайте Кел'Тузада в Наксрамасі в рейді на 10 гравців, вбивши як мінімум 18 поганищ в його кімнаті.",,,,,,,,0xFF01FE,14922,0xA,20,0x0,2623,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2185,-1,533,0,"І всього світу мало (25 гравців)",,,,,,,,"І всього світу мало (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Кел'Тузада в Наксрамасі в рейді на 25 гравців, вбивши як мінімум 18 поганищ в його кімнаті.",,,,,,,,"Здолайте Кел'Тузада в Наксрамасі в рейді на 25 гравців, вбивши як мінімум 18 поганищ в його кімнаті.",,,,,,,,0xFF01FE,14923,0xA,20,0x0,2623,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2783,0,-1,0,"Чемпіон Оргріммару",,,,,,,,"Чемпіон Оргріммару",,,,,,,,0xFF01FE,"Отримайте право представляти Оргріммар на Срібному турнірі.",,,,,,,,"Отримайте право представляти Оргріммар на Срібному турнірі.",,,,,,,,0xFF01FE,14941,0xA,20,0x0,3802,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2875,-1,603,0,"Вбивство Кологарна (Ульдуар, 25 гравців)",,,,,,,,"Вбивство Кологарна (Ульдуар, 25 гравців)",,,,,,,,0xFF01FE,"Вбивство Кологарна (Ульдуар, 25 гравців)",,,,,,,,"Вбивство Кологарна (Ульдуар, 25 гравців)",,,,,,,,0xFF01FE,14963,0xA,20,0x1,1700,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
2931,-1,603,0,"""Послабте інженерку!"" (10 гравців)",,,,,,,,"""Послабте інженерку!"" (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Руйнівника XT-002 в рейді на 10 гравців, не дозволивши йому відновити життя за допомогою хламоботів XS-013.",,,,,,,,"Здолайте Руйнівника XT-002 в рейді на 10 гравців, не дозволивши йому відновити життя за допомогою хламоботів XS-013.",,,,,,,,0xFF01FE,14961,0xA,20,0x0,3857,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2932,-1,603,0,"""Послабте інженерку!"" (25 гравців)",,,,,,,,"""Послабте інженерку!"" (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Руйнівника XT-002 в рейді на 25 гравців, не дозволивши йому відновити життя за допомогою хламоботів XS-013.",,,,,,,,"Здолайте Руйнівника XT-002 в рейді на 25 гравців, не дозволивши йому відновити життя за допомогою хламоботів XS-013.",,,,,,,,0xFF01FE,14962,0xA,20,0x0,3857,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3216,-1,-1,0,"Вивчено рецептів виплавки металів",,,,,,,,"Вивчено рецептів виплавки металів",,,,,,,,0xFF01FE,"Вивчено рецептів виплавки металів",,,,,,,,"Вивчено рецептів виплавки металів",,,,,,,,0xFF01FE,173,0x0,20,0x1,4,"",,,,,,,,"",,,,,,,,0xFEFF01EC,0,0,
3836,-1,624,0,"Коралон Хранитель Полум'я (10 гравців)",,,,,,,,"Коралон Хранитель Полум'я (10 гравців)",,,,,,,,0xFF01FE,"Перемогти Коралона Хранителя Полум'я в рейді на 10 гравців.",,,,,,,,"Перемогти Коралона Хранителя Полум'я в рейді на 10 гравців.",,,,,,,,0xFF01FE,14901,0xA,20,0x0,2019,"",,,,,,,,"",,,,,,,,0xFF1BFF,0,0,
4029,-1,-1,0,"Перемоги над чудовиськами Нортренду (Випробування великого хрестоносця, 25 гравців)",,,,,,,,"Перемоги над чудовиськами Нортренду (Випробування великого хрестоносця, 25 гравців)",,,,,,,,0xFF01FE,"Перемоги над чудовиськами Нортренду (Випробування великого хрестоносця, 25 гравців)",,,,,,,,"Перемоги над чудовиськами Нортренду (Випробування великого хрестоносця, 25 гравців)",,,,,,,,0xFF01FE,15021,0x0,20,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
4582,-1,631,0,"Заклинатель кулі (10 гравців)",,,,,,,,"Заклинатель кулі (10 гравців)",,,,,,,,0xFF01FE,"Перемогти Криваву Раду в рейді на 10 гравців. Жоден учасник рейду не повинен отримати більше 23000 од. магічної шкоди за один удар.",,,,,,,,"Перемогти Криваву Раду в рейді на 10 гравців. Жоден учасник рейду не повинен отримати більше 23000 од. магічної шкоди за один удар.",,,,,,,,0xFF01FE,15041,0xA,20,0x0,4164,"",,,,,,,,"",,,,,,,,0xFF01FC,1,0,
4617,-1,631,0,"Заклинатель кулі (25 гравців)",,,,,,,,"Заклинатель кулі (25 гравців)",,,,,,,,0xFF01FE,"Перемогти Криваву Раду в рейді на 25 гравців. Жоден учасник рейду не повинен отримати більше 25000 од. магічної шкоди за один удар.",,,,,,,,"Перемогти Криваву Раду в рейді на 25 гравців. Жоден учасник рейду не повинен отримати більше 25000 од. магічної шкоди за один удар.",,,,,,,,0xFF01FE,15042,0xA,20,0x0,4164,"",,,,,,,,"",,,,,,,,0xFF01FC,1,0,
4642,-1,-1,0,"Вбивство Лорда Ребрада (25 гравців гер.)",,,,,,,,"Вбивство Лорда Ребрада (25 гравців гер.)",,,,,,,,0xFF01FE,"Вбивство Лорда Ребрада (25 гравців гер.)",,,,,,,,"Вбивство Лорда Ребрада (25 гравців гер.)",,,,,,,,0xFF01FE,15062,0x0,20,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
41,1,-1,0,"Хранитель мудрості Нортренду",,,,,,,,"Хранитель мудрості Нортренду",,,,,,,,0xFF01FE,"Добийтеся вказаних нижче досягнень в Нортренді.",,,,,,,,"Добийтеся вказаних нижче досягнень в Нортренді.",,,,,,,,0xFF01FE,14863,0xA,21,0x0,3493,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
370,-1,-1,0,"Найвищий особистий рейтинг (2 на 2)",,,,,,,,"Найвищий особистий рейтинг (2 на 2)",,,,,,,,0xFF01FE,"Найвищий особистий рейтинг (2 на 2)",,,,,,,,"Найвищий особистий рейтинг (2 на 2)",,,,,,,,0xFF01FE,152,0x0,21,0x1,4,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
